K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   2   1       0   1.0000 58:15:10 -1.68476061564E+05 -1.68476061564E+05  0.00755  0.00377  0.01882 -0.00888  0.01260 -0.11268 -0.17981 -0.22374 -0.15992 -0.19228
5   2   1     100   0.9804 58:15:10 -1.68396611085E+05 -1.68396611085E+05  0.00755  0.00377  0.01882 -0.00888  0.01260 -0.11268 -0.17981 -0.22374 -0.15992 -0.19228
5   2   1     200  27.1845 58:15:10 -1.64139189748E+05 -1.64139189748E+05  0.00377  0.01882  0.00755 -0.00888  0.01260 -0.17981 -0.22374 -0.11268 -0.15992 -0.19228
5   2   1     400  28.5714 58:15:10 -1.61852357442E+05 -1.61852357442E+05 -0.00888  0.00755  0.00377  0.01882  0.01260 -0.15992 -0.11268 -0.17981 -0.22374 -0.19228
5   2   1     800  34.3672 58:15:10 -1.62999794198E+05 -1.61025037947E+05  0.00377  0.00755 -0.00888  0.01882  0.01260 -0.17981 -0.11268 -0.15992 -0.22374 -0.19228
5   2   1    1600  43.3998 58:15:10 -1.64567941645E+05 -1.61025037947E+05  0.00377  0.01882  0.00755  0.01260 -0.00888 -0.17981 -0.22374 -0.11268 -0.19228 -0.15992
5   2   2    3200  52.9650 58:15:10 -1.63826248937E+05 -1.61025037947E+05 -0.00888  0.00377  0.01882  0.01260  0.00755 -0.15992 -0.17981 -0.22374 -0.19228 -0.11268
5   2   3    6400  37.6691 59:15:10 -1.62552773970E+05 -1.60799091726E+05 -0.02258 -0.00216  0.02530  0.01226  0.27908 -0.17079 -0.18184 -0.16606 -0.12327 -0.75006
5   2   3   12800  36.0250 59:15:10 -1.62574596954E+05 -1.60107472233E+05  0.04131 -0.01943  0.01135  0.18288  0.31188 -0.29633 -0.17944 -0.13003 -0.47401 -0.78062
5   2   4   16000  31.1506 00:16:10 -1.62441945696E+05 -1.60107472233E+05 -0.00276  0.03741 -0.00329  0.33313  0.27722 -0.13957 -0.26082 -0.13782 -0.89373 -0.75006
5   2   4   25600  31.4088 01:16:10 -1.61268992438E+05 -1.59692120016E+05  0.01926 -0.00214  0.05597  0.12936  0.27557 -0.25638 -0.13471 -0.02998 -0.42714 -0.75006
5   2   5   36000  28.7488 02:16:10 -1.61476080010E+05 -1.59618690526E+05  0.03946  0.00449  0.04095  0.33352  0.27763 -0.07703 -0.15568 -0.27801 -0.89373 -0.75006
5   2   6   51200  24.7942 03:16:10 -1.62296995444E+05 -1.59618690526E+05 -0.02930  0.01037  0.02708  0.33452  0.27872 -0.18613 -0.12520 -0.26382 -0.89373 -0.75006
5   2   7   56000  18.1818 04:16:10 -1.61341943090E+05 -1.59618690526E+05  0.01536  0.03113 -0.01020  0.33457  0.27877 -0.21985 -0.11721 -0.20774 -0.89373 -0.75006
5   2   8   80000  14.8711 06:16:10 -1.60331150721E+05 -1.59145719728E+05 -0.01203  0.02888  0.33274  0.04501  0.27679 -0.14106 -0.25670 -0.89373 -0.14697 -0.75006
