K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   5   1       0   1.0000 07:09:10 -1.64721444758E+05 -1.64721444758E+05  0.00092 -0.00313 -0.17130 -0.15733
2   5   1     100   1.0000 07:09:10 -1.63881032592E+05 -1.63881032592E+05  0.00092 -0.00313 -0.17130 -0.15733
2   5   1     200  12.0000 07:09:10 -1.61121009531E+05 -1.61121009531E+05 -0.00313  0.00092 -0.15733 -0.17130
2   5   1     400  17.2500 07:09:10 -1.62283299935E+05 -1.60903633294E+05 -0.00313  0.00092 -0.15733 -0.17130
2   5   1     800  35.5000 07:09:10 -1.63616248251E+05 -1.60903633294E+05  0.00092 -0.00313 -0.17130 -0.15733
2   5   1    1600  45.8125 08:09:10 -1.62739149775E+05 -1.60903633294E+05  0.00368  0.00023 -0.16985 -0.16622
2   5   3    3200  53.2609 08:09:10 -1.62533352748E+05 -1.60903633294E+05  0.01817  0.00249 -0.16311 -0.18910
2   5   4    6400   0.5917 08:09:10 -1.59969693505E+05 -1.59969693505E+05 -0.05751  0.24311 -0.15719 -0.75006
2   5  13   12800   0.0000 08:09:10 -1.59969693505E+05 -1.59969693505E+05 -0.05751  0.24311 -0.15719 -0.75006
2   5 200   14095   0.0000 08:09:10 -1.59969693505E+05 -1.59969693505E+05 -0.05751  0.24311 -0.15719 -0.75006
