K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   9   1       0   1.0000 14:32:10 -1.72589453974E+05 -1.72589453974E+05  0.00624  0.00817  0.01145  0.01066 -0.02163 -0.01704 -0.00065 -0.15108 -0.16621 -0.12129 -0.14435 -0.15928 -0.18727 -0.22752
7   9   1     100   3.8095 14:32:10 -1.72258897885E+05 -1.72258897885E+05  0.00624  0.00817  0.01145  0.01066 -0.02163 -0.01704 -0.00065 -0.15108 -0.16621 -0.12129 -0.14435 -0.15928 -0.18727 -0.22752
7   9   1     200  30.7317 14:32:10 -1.68917319121E+05 -1.68890136300E+05 -0.02163 -0.00065  0.01145  0.00817  0.01066 -0.01704  0.00624 -0.15928 -0.22752 -0.12129 -0.16621 -0.14435 -0.18727 -0.15108
7   9   1     400  38.5185 14:32:10 -1.65306287535E+05 -1.64711612010E+05  0.00624 -0.00065  0.01145 -0.01704  0.01066  0.00817 -0.02163 -0.15108 -0.22752 -0.12129 -0.18727 -0.14435 -0.16621 -0.15928
7   9   1     800  38.6335 14:32:10 -1.64530679295E+05 -1.63664361716E+05 -0.02163 -0.00065  0.00624 -0.01704  0.01066  0.01145  0.00817 -0.15928 -0.22752 -0.15108 -0.18727 -0.14435 -0.12129 -0.16621
7   9   1    1600  42.9907 14:32:10 -1.65220174290E+05 -1.63664361716E+05 -0.00065  0.00624  0.00817 -0.02163  0.01145 -0.01704  0.01066 -0.22752 -0.15108 -0.16621 -0.15928 -0.12129 -0.18727 -0.14435
7   9   1    3200  47.1139 14:32:10 -1.66210155518E+05 -1.63576185837E+05 -0.00065  0.00624  0.01145 -0.02163 -0.01704  0.01066  0.00817 -0.22752 -0.15108 -0.12129 -0.15928 -0.18727 -0.14435 -0.16621
7   9   2    6400  47.6143 14:32:10 -1.68066334479E+05 -1.63576185837E+05 -0.02163 -0.01704  0.00624  0.00817  0.01145 -0.00065  0.01066 -0.15928 -0.18727 -0.15108 -0.16621 -0.12129 -0.22752 -0.14435
7   9   5   20000  31.9866 16:32:10 -1.66403699777E+05 -1.63576185837E+05 -0.03309 -0.01814  1.00000  0.30416  1.00000  1.00000  1.00000 -0.04325 -0.16965  0.00000 -0.78062  0.00000  0.00000  0.00000
7   9   5   32000  30.0024 18:32:10 -1.64351801521E+05 -1.62839656505E+05 -0.01178 -0.01074  0.32711  0.27069  1.00000  0.35271  1.00000 -0.17907 -0.14545 -0.89373 -0.75006  0.00000 -0.81087  0.00000
