K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   9   1       0   1.0000 41:18:10 -1.69396361436E+05 -1.69396361436E+05  0.01072  0.00416 -0.00281 -0.01182  0.00313 -0.17194 -0.14756 -0.17130 -0.17605 -0.16523
5   9   1     100   2.9126 41:18:10 -1.69432415489E+05 -1.69329675296E+05  0.01072  0.00416 -0.00281 -0.01182  0.00313 -0.17194 -0.14756 -0.17130 -0.17605 -0.16523
5   9   1     200  31.7073 41:18:10 -1.66219969788E+05 -1.66219969788E+05 -0.00281  0.00313 -0.01182  0.00416  0.01072 -0.17130 -0.16523 -0.17605 -0.14756 -0.17194
5   9   1     400  43.9506 41:18:10 -1.65300599636E+05 -1.64853371954E+05 -0.01182  0.00313  0.01072 -0.00281  0.00416 -0.17605 -0.16523 -0.17194 -0.17130 -0.14756
5   9   1     800  42.8571 41:18:10 -1.62086131659E+05 -1.61803453640E+05 -0.00281 -0.01182  0.01072  0.00416  0.00313 -0.17130 -0.17605 -0.17194 -0.14756 -0.16523
5   9   1    1600  42.6791 41:18:10 -1.64038626745E+05 -1.60976997462E+05 -0.01182  0.01072 -0.00281  0.00313  0.00416 -0.17605 -0.17194 -0.17130 -0.16523 -0.14756
5   9   1    3200  43.9314 41:18:10 -1.62716826056E+05 -1.60976997462E+05  0.01072  0.00313 -0.00281 -0.01182  0.00416 -0.17194 -0.16523 -0.17130 -0.17605 -0.14756
5   9   3    6400  43.2701 41:18:10 -1.62874231547E+05 -1.60976997462E+05 -0.00765 -0.04550  0.01424  0.05648  0.27899 -0.15320  0.04877 -0.20921 -0.24744 -0.75006
5   9   4   12800  35.7733 42:18:10 -1.62179005736E+05 -1.60111079021E+05  0.00542  0.01168  0.33375  0.00201  0.27789 -0.13584 -0.23147 -0.89373 -0.14278 -0.75006
5   9   5   20000  25.9549 43:18:10 -1.61329891625E+05 -1.60111079021E+05  0.00358 -0.01087  0.32697  0.27054  1.00000 -0.22221 -0.13548 -0.89373 -0.75006  0.00000
5   9   5   25600  28.8929 43:18:10 -1.62106933445E+05 -1.60022319820E+05  0.33398  0.00938  0.00151  0.27814 -0.01506 -0.89373 -0.20265 -0.15281 -0.75006 -0.07503
