K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   4   1       0   1.0000 34:10:10 -1.66574907838E+05 -1.66574907838E+05 -0.00255  0.00137 -0.00335 -0.17883 -0.12211 -0.19036
3   4   1     100   1.0000 34:10:10 -1.66285544149E+05 -1.66285544149E+05 -0.00255  0.00137 -0.00335 -0.17883 -0.12211 -0.19036
3   4   1     200  18.9055 34:10:10 -1.62949979203E+05 -1.62846948658E+05 -0.00335  0.00137 -0.00255 -0.19036 -0.12211 -0.17883
3   4   1     400  19.0123 34:10:10 -1.62068472676E+05 -1.60607231621E+05  0.00137 -0.00335 -0.00255 -0.12211 -0.19036 -0.17883
3   4   1     800  28.0050 34:10:10 -1.62810200822E+05 -1.60428191168E+05 -0.00335  0.00137 -0.00255 -0.19036 -0.12211 -0.17883
3   4   1    1600  33.7274 34:10:10 -1.61065694238E+05 -1.60428191168E+05 -0.00335  0.00137 -0.00255 -0.19036 -0.12211 -0.17883
3   4   2    3200  29.7189 34:10:10 -1.61323680431E+05 -1.60428191168E+05 -0.00184  0.11491 -0.00012 -0.12238 -0.42085 -0.17295
3   4   2    6400  33.5046 34:10:10 -1.61955382346E+05 -1.59565628579E+05  0.00452 -0.02130  0.26904 -0.13391 -0.19537 -0.75006
3   4   3   12800  31.9557 35:10:10 -1.60913021295E+05 -1.59565628579E+05 -0.00581  0.00665  0.27077 -0.13132 -0.24323 -0.75006
3   4   4   16000  21.9989 36:10:10 -1.61973047682E+05 -1.59351922012E+05 -0.00649 -0.00495  0.27023 -0.21838 -0.12633 -0.75006
3   4   5   25600  21.7539 37:10:10 -1.61918205673E+05 -1.59048224215E+05  0.00086 -0.00182  0.27056 -0.14221 -0.21938 -0.75006
3   4   7   36000  10.5857 38:10:10 -1.59381268741E+05 -1.58928625367E+05 -0.00526  0.01459  0.27067 -0.13225 -0.25728 -0.75006
3   4  10   51200   4.1960 39:10:10 -1.59420793936E+05 -1.58912581094E+05 -0.00746  0.01875  0.27084 -0.13319 -0.26534 -0.75006
3   4  11   56000   3.9054 40:10:10 -1.58953286448E+05 -1.58912581094E+05 -0.00765  0.02232  0.27080 -0.13578 -0.26975 -0.75006
3   4  16   80000   2.0788 42:10:10 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   4  19  100000   1.9438 44:10:10 -1.58928625367E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  20  102400   1.6708 44:10:10 -1.58929858411E+05 -1.58912581094E+05 -0.00487  0.01828  0.27080 -0.13384 -0.26410 -0.75006
3   4  21  106331   2.0000 44:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   4  22  111424   1.1000 45:10:10 -1.58929858411E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  23  116506   1.9000 45:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   4  23  120000   1.5284 46:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   4  25  126771   1.6000 46:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  26  132038   0.8000 47:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  27  137322   0.5000 47:10:10 -1.58929858411E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  27  140000   0.8978 48:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   4  28  142623   1.2000 48:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  29  147946   0.5000 49:10:10 -1.58928625367E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   4  30  153260   0.4000 49:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  31  158514   0.1000 50:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  32  159399   0.6000 50:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  32  160000   0.7143 50:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  33  164693   0.0000 50:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4 200  164695   0.0000 50:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
