K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   4   1       0   1.0000 44:16:10 -1.69457422781E+05 -1.69457422781E+05  0.00961  0.00019 -0.01770  0.00848  0.00012 -0.18246 -0.14012 -0.21540 -0.14663 -0.14499
5   4   1     100   2.8846 44:16:10 -1.69204985930E+05 -1.69190516514E+05  0.00961  0.00019 -0.01770  0.00848  0.00012 -0.18246 -0.14012 -0.21540 -0.14663 -0.14499
5   4   1     200  29.9020 44:16:10 -1.66111015637E+05 -1.66070245411E+05  0.00019 -0.01770  0.00012  0.00961  0.00848 -0.14012 -0.21540 -0.14499 -0.18246 -0.14663
5   4   1     400  34.6535 44:16:10 -1.63402415801E+05 -1.62797469764E+05  0.00961 -0.01770  0.00019  0.00848  0.00012 -0.18246 -0.21540 -0.14012 -0.14663 -0.14499
5   4   1     800  33.3333 44:16:10 -1.62589453222E+05 -1.61614635380E+05  0.00019  0.00848 -0.01770  0.00961  0.00012 -0.14012 -0.14663 -0.21540 -0.18246 -0.14499
5   4   1    1600  37.5935 44:16:10 -1.61771215523E+05 -1.61614635380E+05  0.00019 -0.01770  0.00961  0.00848  0.00012 -0.14012 -0.21540 -0.18246 -0.14663 -0.14499
5   4   2    3200  49.1176 44:16:10 -1.63150576587E+05 -1.61614635380E+05  0.00961  0.00019 -0.01770  0.00848  0.00012 -0.18246 -0.14012 -0.21540 -0.14663 -0.14499
5   4   2    6400  40.5650 44:16:10 -1.61598992362E+05 -1.60693167269E+05 -0.00109  0.04956 -0.00205  0.33597  0.28030 -0.14820 -0.40948 -0.14191 -0.89373 -0.75006
5   4   3   12800  35.1919 45:16:10 -1.60447729093E+05 -1.60166096455E+05 -0.00349  0.02187 -0.01108  0.33003  0.27385 -0.06165 -0.13569 -0.19861 -0.89373 -0.75006
5   4   4   20000  28.0211 46:16:10 -1.62851302093E+05 -1.59848575776E+05  0.01637  0.01214  0.00562  0.33445  0.27865 -0.14934 -0.22894 -0.10151 -0.89373 -0.75006
5   4   4   25600  30.2715 46:16:10 -1.61511511393E+05 -1.59848575776E+05  0.01619  0.04194  0.01113  0.33357  0.27769 -0.13765 -0.25895 -0.21065 -0.89373 -0.75006
5   4   5   44000  26.3290 48:16:10 -1.61191356762E+05 -1.59617599108E+05  0.01388 -0.00297 -0.02435  0.33468  0.27890 -0.20260 -0.14160 -0.18080 -0.89373 -0.75006
5   4   6   51200  23.1673 48:16:10 -1.60629070102E+05 -1.59401942770E+05  0.00313  0.02898  0.00193  0.33300  0.27708 -0.16953 -0.24838 -0.12417 -0.89373 -0.75006
5   4   7   64000  22.6483 50:16:10 -1.60837139131E+05 -1.59401942770E+05  0.00140  0.00015  0.33140  0.27534  0.05784 -0.14585 -0.19597 -0.89373 -0.75006 -0.16945
5   4   8   84000  13.3466 52:16:10 -1.59576548011E+05 -1.59145719728E+05  0.03693  0.02645  0.00995  0.33311  0.27719 -0.08605 -0.25218 -0.15514 -0.89373 -0.75006
5   4  10  102400   7.8292 53:16:10 -1.59962011684E+05 -1.59145719728E+05  0.01558  0.03084  0.03751  0.33354  0.27766 -0.17415 -0.26159 -0.08717 -0.89373 -0.75006
5   4  10  103053   8.8000 53:16:10 -1.59310192050E+05 -1.59145719728E+05  0.03751  0.03084  0.01558  0.33354  0.27766 -0.08717 -0.26159 -0.17415 -0.89373 -0.75006
5   4  10  108000   6.1426 54:16:10 -1.59145719728E+05 -1.59145719728E+05  0.03893  0.02498  0.01501  0.33315  0.27724 -0.07838 -0.25044 -0.17140 -0.89373 -0.75006
5   4  11  117560   3.7000 54:16:10 -1.59299135231E+05 -1.59145719728E+05  0.03730  0.03890  0.01135  0.33340  0.27750 -0.08717 -0.27500 -0.17021 -0.89373 -0.75006
5   4  12  126152   2.8000 55:16:10 -1.59145719728E+05 -1.59145719728E+05  0.03419  0.03597  0.01209  0.33378  0.27792 -0.08492 -0.26756 -0.16168 -0.89373 -0.75006
