K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   2   1       0   1.0000 05:13:10 -1.67922407754E+05 -1.67922407754E+05 -0.00586  0.00705  0.00251 -0.00347 -0.19168 -0.17904 -0.15009 -0.14389
4   2   1     100   3.8462 05:13:10 -1.67749036656E+05 -1.67749036656E+05 -0.00586  0.00705 -0.00347  0.00251 -0.19168 -0.17904 -0.14389 -0.15009
4   2   1     200  33.3333 05:13:10 -1.65302037183E+05 -1.65302037183E+05  0.00705  0.00251 -0.00586 -0.00347 -0.17904 -0.15009 -0.19168 -0.14389
4   2   1     400  36.8812 05:13:10 -1.62307203101E+05 -1.62213474761E+05  0.00705  0.00251 -0.00347 -0.00586 -0.17904 -0.15009 -0.14389 -0.19168
4   2   1     800  42.5373 05:13:10 -1.63201982893E+05 -1.61488374366E+05  0.00705 -0.00347  0.00251 -0.00586 -0.17904 -0.14389 -0.15009 -0.19168
4   2   1    1600  46.8204 05:13:10 -1.64746253003E+05 -1.61488374366E+05  0.00251  0.00705 -0.00347 -0.00586 -0.15009 -0.17904 -0.14389 -0.19168
4   2   1    3200  48.0649 05:13:10 -1.62790964712E+05 -1.60657084411E+05  0.02222 -0.01483 -0.03018  0.30880 -0.11963 -0.17411 -0.20672 -0.78062
4   2   2    6400  45.5346 05:13:10 -1.63298623621E+05 -1.60248570485E+05  0.00115 -0.00760  0.00642  0.27817 -0.13327 -0.22873 -0.15398 -0.75006
4   2   5   12800  33.7102 06:13:10 -1.62105287445E+05 -1.60248570485E+05 -0.00589  0.02094  0.01403  0.27803 -0.14556 -0.25861 -0.17583 -0.75006
4   2   5   20000  30.7255 07:13:10 -1.60749115334E+05 -1.59025960712E+05  0.00108 -0.00239  0.32872  0.20380 -0.12125 -0.22686 -0.89373 -0.55353
4   2   6   25600  27.1193 07:13:10 -1.60854038356E+05 -1.59025960712E+05 -0.00512 -0.00469  0.32688  0.27044 -0.19031 -0.14076 -0.89373 -0.75006
4   2   7   40000  16.1569 09:13:10 -1.60271149438E+05 -1.58719703860E+05 -0.00457 -0.00640  0.21363  0.27422 -0.14451 -0.17291 -0.58382 -0.75006
4   2   9   51200   8.1301 10:13:10 -1.60510753602E+05 -1.58718385687E+05 -0.00710  0.01537  0.32665  0.27019 -0.13532 -0.24841 -0.89373 -0.75006
4   2  10   60000   6.1779 11:13:10 -1.58915064321E+05 -1.58718385687E+05 -0.00558  0.01422  0.32660  0.27014 -0.13147 -0.24807 -0.89373 -0.75006
4   2  12   80000   3.5610 13:13:10 -1.58763711271E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   2  14  102400   2.8707 15:13:10 -1.58945265202E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
4   2  15  103670   2.4000 15:13:10 -1.58752789528E+05 -1.58718385687E+05 -0.00289  0.01888  0.32676  0.27031 -0.13343 -0.25989 -0.89373 -0.75006
4   2  15  104000   2.5180 15:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00289  0.01888  0.32676  0.27031 -0.13343 -0.25989 -0.89373 -0.75006
4   2  16  112659   2.2000 15:13:10 -1.58718385687E+05 -1.58718385687E+05  0.00212  0.00790  0.32703  0.27060 -0.12458 -0.25760 -0.89373 -0.75006
4   2  17  121351   2.2000 16:13:10 -1.58719703860E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
4   2  17  124000   2.2123 17:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00343  0.01881  0.32663  0.27017 -0.13137 -0.26302 -0.89373 -0.75006
4   2  18  130553   2.3000 17:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   2  19  139380   1.5000 18:13:10 -1.58752789528E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   2  20  148000   1.1905 19:13:10 -1.58746230254E+05 -1.58718385687E+05 -0.00192  0.01636  0.32674  0.27029 -0.13142 -0.25707 -0.89373 -0.75006
4   2  20  148666   1.2000 19:13:10 -1.58735722131E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   2 200  156515   0.0000 20:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00343  0.01881  0.32663  0.27017 -0.13137 -0.26302 -0.89373 -0.75006
