K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   9   1       0   1.0000 21:24:10 -1.71509854690E+05 -1.71509854690E+05 -0.01013  0.00800  0.00779 -0.00275 -0.01535 -0.00842 -0.13259 -0.15555 -0.12351 -0.15835 -0.20971 -0.18835
6   9   1     100   1.9608 21:24:10 -1.71240907691E+05 -1.71240907691E+05  0.00779  0.00800 -0.00275 -0.01535 -0.00842 -0.01013 -0.12351 -0.15555 -0.15835 -0.20971 -0.18835 -0.13259
6   9   1     200  29.2079 21:24:10 -1.67747170727E+05 -1.67431756708E+05  0.00800 -0.00275 -0.01013 -0.00842 -0.01535  0.00779 -0.15555 -0.15835 -0.13259 -0.18835 -0.20971 -0.12351
6   9   1     400  39.0547 21:24:10 -1.65597944959E+05 -1.64611613312E+05  0.00779  0.00800 -0.00275 -0.01013 -0.00842 -0.01535 -0.12351 -0.15555 -0.15835 -0.13259 -0.18835 -0.20971
6   9   1     800  41.6459 21:24:10 -1.65619586685E+05 -1.64018805703E+05  0.00800 -0.00275 -0.01013  0.00779 -0.01535 -0.00842 -0.15555 -0.15835 -0.13259 -0.12351 -0.20971 -0.18835
6   9   1    1600  43.0712 21:24:10 -1.62704314708E+05 -1.62175920222E+05  0.00779 -0.00275  0.00800 -0.01013 -0.00842 -0.01535 -0.12351 -0.15835 -0.15555 -0.13259 -0.18835 -0.20971
6   9   1    3200  44.8470 22:24:10 -1.66451180305E+05 -1.62175920222E+05 -0.00275 -0.01013 -0.00842  0.00779  0.00800 -0.01535 -0.15835 -0.13259 -0.18835 -0.12351 -0.15555 -0.20971
6   9   3    6400  42.6443 22:24:10 -1.63719193865E+05 -1.62175920222E+05  0.01532  0.00970  0.33780  0.28228 -0.02151  0.01251 -0.14021 -0.19487 -0.89373 -0.75006 -0.18989 -0.08688
6   9   4   12800  31.0469 23:24:10 -1.68134994423E+05 -1.62175920222E+05  0.27610  0.00095  0.00868  1.00000  0.13819  1.00000 -0.75006 -0.21815 -0.13778  0.00000 -0.26293  0.00000
6   9   4   16000  36.9363 23:24:10 -1.67010522991E+05 -1.62175920222E+05  0.00095  0.27610  0.00868  0.13819  1.00000  1.00000 -0.21815 -0.75006 -0.13778 -0.26293  0.00000  0.00000
6   9   5   25600  30.8691 24:24:10 -1.64064461287E+05 -1.62175920222E+05 -0.00670 -0.01154  0.35207  1.00000  1.00000  1.00000 -0.21250 -0.17140 -0.81087  0.00000  0.00000  0.00000
6   9   5   36000  26.6134 25:24:10 -1.63741756042E+05 -1.61281060702E+05 -0.00424 -0.00458  0.32760  0.27122  1.00000  0.35318 -0.15504 -0.18324 -0.89373 -0.75006  0.00000 -0.81087
6   9   6   51200  19.1364 26:24:10 -1.62324758801E+05 -1.60231898092E+05  0.00333  1.00000  0.32756  0.27117  0.35314  0.00394 -0.23984  0.00000 -0.89373 -0.75006 -0.81087 -0.13696
6   9   6   56000  19.1010 27:24:10 -1.62327576307E+05 -1.60231898092E+05 -0.00144 -0.00286  0.32799  0.27165  0.35356  1.00000 -0.12012 -0.23933 -0.89373 -0.75006 -0.81087  0.00000
6   9   8   76000   8.7830 29:24:10 -1.60828490159E+05 -1.60198333446E+05  0.03464  0.00136  0.02284  0.33346  0.27758  0.35883 -0.09199 -0.21196 -0.14650 -0.89373 -0.75006 -0.81087
