K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   1   1       0   1.0000 31:19:10 -1.71215896032E+05 -1.71215896032E+05  0.00934 -0.01102  0.00319 -0.00541 -0.00448  0.00082 -0.16511 -0.18538 -0.16293 -0.16853 -0.17006 -0.13241
6   1   1     100   2.9412 31:19:10 -1.71197978303E+05 -1.71158931753E+05  0.00934 -0.01102  0.00319 -0.00541 -0.00448  0.00082 -0.16511 -0.18538 -0.16293 -0.16853 -0.17006 -0.13241
6   1   1     200  32.6733 32:19:10 -1.67031140882E+05 -1.66910407199E+05  0.00934 -0.00541  0.00319 -0.01102 -0.00448  0.00082 -0.16511 -0.16853 -0.16293 -0.18538 -0.17006 -0.13241
6   1   1     400  32.5871 32:19:10 -1.66194998381E+05 -1.65723322974E+05  0.00082 -0.00541 -0.00448  0.00319 -0.01102  0.00934 -0.13241 -0.16853 -0.17006 -0.16293 -0.18538 -0.16511
6   1   1     800  35.7855 32:19:10 -1.64189724847E+05 -1.63408660105E+05  0.00082  0.00319 -0.01102 -0.00448 -0.00541  0.00934 -0.13241 -0.16293 -0.18538 -0.17006 -0.16853 -0.16511
6   1   1    1600  41.3858 32:19:10 -1.63596227434E+05 -1.63038615948E+05  0.00082 -0.00541  0.00934  0.00319 -0.00448 -0.01102 -0.13241 -0.16853 -0.16511 -0.16293 -0.17006 -0.18538
6   1   1    3200  43.6290 32:19:10 -1.63276979883E+05 -1.63000132541E+05 -0.00541  0.00319  0.00934  0.00082 -0.00448 -0.01102 -0.16853 -0.16293 -0.16511 -0.13241 -0.17006 -0.18538
6   1   2    6400  46.2030 32:19:10 -1.64710703711E+05 -1.62416001248E+05 -0.00685  0.08121 -0.00317  0.33480  0.27902  0.06878 -0.15883 -0.30349 -0.14299 -0.89373 -0.75006 -0.20742
6   1   2    8000  46.6854 33:19:10 -1.63047371420E+05 -1.62317837530E+05 -0.00685  0.08121 -0.00317  0.06878  0.33480  0.27902 -0.15883 -0.30349 -0.14299 -0.20742 -0.89373 -0.75006
6   1   4   12800  35.4167 33:19:10 -1.66468121298E+05 -1.61818205892E+05  0.01219  0.27801  0.33387  1.00000  0.00226 -0.01475 -0.14134 -0.75006 -0.89373  0.00000 -0.24135 -0.16850
6   1   5   28000  35.1611 35:19:10 -1.63037719521E+05 -1.61818205892E+05 -0.01272 -0.00193  1.00000  0.32652  0.27005  1.00000 -0.14090 -0.20762  0.00000 -0.89373 -0.75006  0.00000
6   1   6   48000  24.8482 37:19:10 -1.62279557987E+05 -1.61223741040E+05  0.00083 -0.00396  0.32757  0.27119  0.35316  1.00000 -0.23574 -0.12373 -0.89373 -0.75006 -0.81087  0.00000
6   1   7   68000  17.1880 39:19:10 -1.61879293559E+05 -1.61088246580E+05  0.01881 -0.00537  0.33158  0.27554  0.35702  0.05398 -0.12707 -0.20187 -0.89373 -0.75006 -0.81087 -0.25202
6   1   8   88000  11.6261 41:19:10 -1.60598434383E+05 -1.60422330172E+05  0.03816  0.01000  0.00635  0.33327  0.27737  0.35864 -0.08134 -0.23499 -0.15147 -0.89373 -0.75006 -0.81087
6   1   9  112000  10.2186 43:19:10 -1.60608893295E+05 -1.60198333446E+05  0.01397  0.03932  0.01106  0.33369  0.27782  0.35904 -0.10339 -0.27500 -0.15051 -0.89373 -0.75006 -0.81087
