K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   5   1       0   1.0000 55:13:10 -1.68546258942E+05 -1.68546258942E+05 -0.01099 -0.00252 -0.00763  0.00588 -0.15288 -0.16811 -0.17620 -0.14828
4   5   1     100   1.9802 55:13:10 -1.67929902541E+05 -1.67929902541E+05 -0.01099 -0.00252 -0.00763  0.00588 -0.15288 -0.16811 -0.17620 -0.14828
4   5   1     200  29.8507 55:13:10 -1.63716221405E+05 -1.63716221405E+05 -0.01099 -0.00252 -0.00763  0.00588 -0.15288 -0.16811 -0.17620 -0.14828
4   5   1     400  33.6658 55:13:10 -1.62692313041E+05 -1.61620966508E+05 -0.01099 -0.00763 -0.00252  0.00588 -0.15288 -0.17620 -0.16811 -0.14828
4   5   1     800  41.4482 55:13:10 -1.63653274311E+05 -1.61620966508E+05 -0.01099 -0.00763 -0.00252  0.00588 -0.15288 -0.17620 -0.16811 -0.14828
4   5   1    1600  42.7858 55:13:10 -1.62436121668E+05 -1.61167275684E+05 -0.00252 -0.01099 -0.00763  0.00588 -0.16811 -0.15288 -0.17620 -0.14828
4   5   1    3200  43.8925 56:13:10 -1.62248034109E+05 -1.61167275684E+05  0.02713 -0.01008 -0.00281  0.27602 -0.23218 -0.15768 -0.11013 -0.75006
4   5   3    6400  32.2727 56:13:10 -1.61500131775E+05 -1.60663345598E+05 -0.00951 -0.01022  0.00805  0.20266 -0.16517 -0.16525 -0.10793 -0.55542
4   5   4   12000  35.9164 57:13:10 -1.63837670339E+05 -1.60385711838E+05  0.04745  0.00157  0.27935  0.00578 -0.29007 -0.16208 -0.75006 -0.14133
4   5   4   12800  36.8707 57:13:10 -1.63457298479E+05 -1.60385711838E+05  0.04745  0.00157  0.00578  0.27935 -0.29007 -0.16208 -0.14133 -0.75006
4   5   5   25600  26.4951 58:13:10 -1.61315262992E+05 -1.58901651630E+05 -0.00372  0.00388  0.19340  0.32982 -0.14373 -0.20462 -0.53810 -0.89373
4   5   6   32000  26.0472 59:13:10 -1.59539939890E+05 -1.58901651630E+05 -0.00954  0.00750  0.32688  0.27044 -0.14159 -0.22324 -0.89373 -0.75006
4   5   8   51200  11.1468 01:14:10 -1.58790797033E+05 -1.58718385687E+05 -0.00273  0.00777  0.32675  0.27030 -0.13077 -0.23674 -0.89373 -0.75006
4   5   8   52000  11.4785 01:14:10 -1.59811695360E+05 -1.58718385687E+05 -0.00273  0.00777  0.32675  0.27030 -0.13077 -0.23674 -0.89373 -0.75006
4   5  10   72000   7.0798 03:14:10 -1.58719703860E+05 -1.58718385687E+05 -0.00497  0.01511  0.32685  0.27041 -0.14025 -0.23825 -0.89373 -0.75006
4   5  12   92000   3.7906 05:14:10 -1.58806370677E+05 -1.58718385687E+05 -0.00821  0.02754  0.32617  0.26967 -0.13332 -0.27316 -0.89373 -0.75006
4   5  13  102400   2.6595 05:14:10 -1.58746230254E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5  14  103391   2.5000 06:14:10 -1.58746230254E+05 -1.58718385687E+05 -0.00757  0.02797  0.32634  0.26985 -0.13533 -0.27006 -0.89373 -0.75006
4   5  15  112379   2.7000 06:14:10 -1.58829179104E+05 -1.58718385687E+05 -0.00414  0.02026  0.32663  0.27017 -0.13500 -0.25695 -0.89373 -0.75006
4   5  15  116000   2.5467 07:14:10 -1.58735722131E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5  16  120863   1.7000 07:14:10 -1.58746230254E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5  17  130017   2.3000 08:14:10 -1.58848636924E+05 -1.58718385687E+05 -0.00192  0.01636  0.32674  0.27029 -0.13142 -0.25707 -0.89373 -0.75006
4   5  17  136000   2.2549 09:14:10 -1.58735722131E+05 -1.58718385687E+05 -0.00192  0.01636  0.32674  0.27029 -0.13142 -0.25707 -0.89373 -0.75006
4   5  18  138722   1.7000 09:14:10 -1.58719703860E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   5  19  147968   1.9000 10:14:10 -1.58719703860E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5 200  155884   0.0000 11:14:10 -1.58718385687E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
