K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   1   1       0   1.0000 22:09:10 -1.66332482211E+05 -1.66332482211E+05 -0.00576  0.00103  0.00414 -0.16263 -0.19802 -0.13543
3   1   1     100   2.9126 22:09:10 -1.66132174965E+05 -1.66132174965E+05 -0.00576  0.00103  0.00414 -0.16263 -0.19802 -0.13543
3   1   1     200  23.6453 22:09:10 -1.63652133234E+05 -1.63615159149E+05 -0.00576  0.00103  0.00414 -0.16263 -0.19802 -0.13543
3   1   1     400  28.5360 22:09:10 -1.60952461920E+05 -1.60882701667E+05  0.00414  0.00103 -0.00576 -0.13543 -0.19802 -0.16263
3   1   1     800  30.6351 22:09:10 -1.62523916568E+05 -1.60167899993E+05  0.00103  0.00414 -0.00576 -0.19802 -0.13543 -0.16263
3   1   1    1600  39.4885 23:09:10 -1.64305768086E+05 -1.60167899993E+05 -0.00576  0.00414  0.00103 -0.16263 -0.13543 -0.19802
3   1   2    3200  41.6031 23:09:10 -1.62917631402E+05 -1.60167899993E+05  0.03363 -0.00094  0.02961 -0.21598 -0.16090 -0.20600
3   1   2    6400  38.4801 23:09:10 -1.61437102776E+05 -1.59395866331E+05 -0.00890 -0.00516  0.19285 -0.18268 -0.15496 -0.55528
3   1   4   12000  26.3158 24:09:10 -1.61627692111E+05 -1.59395866331E+05 -0.00187  0.00160  0.19644 -0.14388 -0.21475 -0.53810
3   1   4   12800  36.3239 24:09:10 -1.61075851740E+05 -1.59395866331E+05  0.00160 -0.00187  0.19644 -0.21475 -0.14388 -0.53810
3   1   6   25600  22.0281 25:09:10 -1.60812571629E+05 -1.58929858411E+05 -0.01485  0.00602  0.27081 -0.13967 -0.24170 -0.75006
3   1   6   28000  20.2584 26:09:10 -1.59887206759E+05 -1.58929858411E+05  0.00191 -0.00386  0.27073 -0.24483 -0.12483 -0.75006
3   1  10   48000   6.2219 28:09:10 -1.59107000071E+05 -1.58912581094E+05 -0.00355  0.00871  0.27076 -0.12614 -0.25651 -0.75006
3   1  11   51200   7.0248 28:09:10 -1.59274618916E+05 -1.58912581094E+05 -0.00283  0.00738  0.27088 -0.13349 -0.24537 -0.75006
3   1  13   64000   3.7971 30:09:10 -1.59097296640E+05 -1.58912581094E+05 -0.00561  0.01818  0.27079 -0.13331 -0.26354 -0.75006
3   1  16   80000   2.7091 32:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   1  19   96000   1.7451 34:09:10 -1.58929858411E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   1  20  102400   1.7739 34:09:10 -1.58929858411E+05 -1.58912581094E+05 -0.00625  0.02023  0.27081 -0.13533 -0.26602 -0.75006
3   1  21  103833   1.3000 35:09:10 -1.58920194247E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   1  22  112000   1.3333 36:09:10 -1.58968912829E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   1  23  114020   1.7000 36:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   1  24  119113   1.2000 37:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   1  25  124000   1.7591 38:09:10 -1.58928625367E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   1  25  124233   1.5000 38:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   1  26  129500   0.8000 39:09:10 -1.58928625367E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   1  26  132000   1.3442 40:09:10 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   1  28  140139   1.3000 41:09:10 -1.58929858411E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   1  29  145450   0.6000 41:09:10 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   1  29  148000   0.7515 42:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   1  30  150732   0.8000 42:09:10 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   1  32  161302   0.6000 43:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   1  33  168000   0.6226 44:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   1  35  177117   0.2000 45:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   1  36  178905   0.0000 45:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   1 200  178907   0.0000 45:09:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
