K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   3   1       0   1.0000 22:13:10 -1.68311257617E+05 -1.68311257617E+05 -0.00151  0.01210 -0.00680 -0.01278 -0.15620 -0.15574 -0.16084 -0.17975
4   3   1     100   1.9802 22:13:10 -1.68082848371E+05 -1.68082848371E+05  0.01210 -0.00680 -0.01278 -0.00151 -0.15574 -0.16084 -0.17975 -0.15620
4   3   1     200  27.7228 22:13:10 -1.64755922587E+05 -1.64643917761E+05 -0.01278 -0.00680  0.01210 -0.00151 -0.17975 -0.16084 -0.15574 -0.15620
4   3   1     400  34.5771 22:13:10 -1.63026812840E+05 -1.62308112696E+05 -0.00151 -0.00680 -0.01278  0.01210 -0.15620 -0.16084 -0.17975 -0.15574
4   3   1     800  41.0224 22:13:10 -1.63035380837E+05 -1.61755205497E+05 -0.00680 -0.01278 -0.00151  0.01210 -0.16084 -0.17975 -0.15620 -0.15574
4   3   1    1600  44.5069 22:13:10 -1.62857106053E+05 -1.61755205497E+05 -0.00680 -0.00151 -0.01278  0.01210 -0.16084 -0.15620 -0.17975 -0.15574
4   3   1    3200  45.2530 22:13:10 -1.60952746747E+05 -1.60422156253E+05  0.00877  0.05017  0.01079  0.19964 -0.12867 -0.17467 -0.23048 -0.59483
4   3   2    6400  41.5823 22:13:10 -1.61910034110E+05 -1.59816993268E+05  0.00429 -0.01433  0.01577  0.20609 -0.15229 -0.17635 -0.11602 -0.55353
4   3   4   12800  38.7461 23:13:10 -1.61458647850E+05 -1.59816993268E+05  0.00444  0.00339  0.18299  0.27519 -0.22215 -0.13856 -0.48404 -0.75006
4   3   5   20000  33.5340 24:13:10 -1.61423240002E+05 -1.59569181588E+05  0.00349 -0.01893  0.32645  0.26058 -0.14657 -0.16934 -0.89373 -0.74339
4   3   6   25600  34.3550 24:13:10 -1.60508709720E+05 -1.59569181588E+05 -0.00770  0.01546  0.00930  0.27743 -0.16977 -0.10277 -0.19191 -0.75006
4   3   7   40000  19.5788 26:13:10 -1.59945549205E+05 -1.58718385687E+05 -0.00824  0.01603  0.32645  0.26997 -0.13459 -0.24487 -0.89373 -0.75006
4   3   8   51200  16.8959 27:13:10 -1.60783079481E+05 -1.58718385687E+05 -0.00020  0.32690  0.00072  0.27046 -0.22475 -0.89373 -0.12976 -0.75006
4   3   9   60000   8.9981 28:13:10 -1.59440370862E+05 -1.58718385687E+05 -0.00576 -0.00365  0.32702  0.27059 -0.13557 -0.21012 -0.89373 -0.75006
4   3  11   80000   5.1588 30:13:10 -1.59069286671E+05 -1.58718385687E+05  0.00349  0.01808  0.20519  0.27409 -0.13870 -0.24011 -0.58801 -0.75006
4   3  14  100000   3.0019 32:13:10 -1.58719703860E+05 -1.58718385687E+05 -0.00665  0.02493  0.32630  0.26981 -0.13175 -0.27046 -0.89373 -0.75006
4   3  14  102400   3.1159 32:13:10 -1.58746230254E+05 -1.58718385687E+05 -0.00684  0.02425  0.32637  0.26989 -0.13331 -0.26570 -0.89373 -0.75006
4   3  15  107554   3.7000 32:13:10 -1.58735722131E+05 -1.58718385687E+05 -0.00240  0.01271  0.32691  0.27047 -0.14432 -0.22952 -0.89373 -0.75006
4   3  16  116041   2.0000 33:13:10 -1.58799365392E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
4   3  16  124000   2.4766 34:13:10 -1.58855367951E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   3  17  125137   1.5000 34:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00891  0.03177  0.32611  0.26961 -0.13531 -0.27841 -0.89373 -0.75006
4   3 200  133052   0.0000 35:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00343  0.32663  0.01881  0.27017 -0.13137 -0.89373 -0.26302 -0.75006
