K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   8   1       0   1.0000 26:31:10 -1.72209223674E+05 -1.72209223674E+05 -0.01336  0.01014 -0.02010 -0.00239  0.02764  0.01443  0.00053 -0.18526 -0.15633 -0.17561 -0.14096 -0.19765 -0.16388 -0.16041
7   8   1     100   5.6604 26:31:10 -1.72006720831E+05 -1.72006720831E+05 -0.01336  0.01014 -0.02010 -0.00239  0.02764  0.01443  0.00053 -0.18526 -0.15633 -0.17561 -0.14096 -0.19765 -0.16388 -0.16041
7   8   1     200  30.9179 26:31:10 -1.67390836830E+05 -1.66837020087E+05  0.02764 -0.01336 -0.02010 -0.00239  0.00053  0.01443  0.01014 -0.19765 -0.18526 -0.17561 -0.14096 -0.16041 -0.16388 -0.15633
7   8   1     400  38.3292 26:31:10 -1.64668971628E+05 -1.64451155565E+05  0.02764 -0.02010 -0.00239  0.01443  0.01014  0.00053 -0.01336 -0.19765 -0.17561 -0.14096 -0.16388 -0.15633 -0.16041 -0.18526
7   8   1     800  42.8748 27:31:10 -1.66640332472E+05 -1.63277264977E+05  0.01443 -0.01336  0.02764 -0.02010 -0.00239  0.01014  0.00053 -0.16388 -0.18526 -0.19765 -0.17561 -0.14096 -0.15633 -0.16041
7   8   1    1600  45.4263 27:31:10 -1.66371330492E+05 -1.63277264977E+05 -0.02010  0.01443  0.01014 -0.00239  0.00053  0.02764 -0.01336 -0.17561 -0.16388 -0.15633 -0.14096 -0.16041 -0.19765 -0.18526
7   8   2    3200  44.1498 27:31:10 -1.64604777009E+05 -1.63277264977E+05  0.01443 -0.00239  0.02764 -0.02010  0.01014  0.00053 -0.01336 -0.16388 -0.14096 -0.19765 -0.17561 -0.15633 -0.16041 -0.18526
7   8   3    6400  36.7794 27:31:10 -1.65688305472E+05 -1.63277264977E+05  0.01443 -0.00239  0.01014  0.00053  0.02764 -0.01336 -0.02010 -0.16388 -0.14096 -0.15633 -0.16041 -0.19765 -0.18526 -0.17561
7   8   4   16000  31.8981 28:31:10 -1.66134142942E+05 -1.63277264977E+05 -0.00140 -0.01432  0.32655  0.27009  1.00000  1.00000  1.00000 -0.12819 -0.21838 -0.89373 -0.75006  0.00000  0.00000  0.00000
7   8   5   36000  27.0767 30:31:10 -1.64707339510E+05 -1.62678046799E+05  0.00511  0.35272  0.32712  0.27070 -0.00871  1.00000  1.00000 -0.14792 -0.81087 -0.89373 -0.75006 -0.19685  0.00000  0.00000
7   8   5   52000  24.3698 32:31:10 -1.63352256467E+05 -1.62678046799E+05  0.00301 -0.01581  1.00000  0.32681  0.27036  1.00000  1.00000 -0.20721 -0.14725  0.00000 -0.89373 -0.75006  0.00000  0.00000
7   8   6   72000  18.1211 34:31:10 -1.63517422861E+05 -1.62533702578E+05  0.00672 -0.00300  1.00000  0.32681  0.27037  0.35243  1.00000 -0.12425 -0.22881  0.00000 -0.89373 -0.75006 -0.81087  0.00000
7   8   7   92000  13.5171 36:31:10 -1.63029118673E+05 -1.61883680161E+05  0.02199  0.00097  1.00000  0.05634  0.33138  0.27532  0.35682 -0.16685 -0.21636  0.00000 -0.08556 -0.89373 -0.75006 -0.81087
7   8   7  116000  13.1324 38:31:10 -1.62124893031E+05 -1.61644463126E+05  0.00113  0.03351  0.01766  0.33209  0.27609  0.35750  1.00000 -0.12441 -0.26756 -0.16556 -0.89373 -0.75006 -0.81087  0.00000
