K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6  10   1       0   1.0000 59:24:10 -1.71413506310E+05 -1.71413506310E+05  0.01329 -0.01868 -0.00656 -0.00853  0.02238 -0.01734 -0.11893 -0.16052 -0.16622 -0.15119 -0.16537 -0.21196
6  10   1     100   0.9804 59:24:10 -1.71028201851E+05 -1.71028201851E+05  0.01329 -0.01868 -0.00656 -0.00853 -0.01734  0.02238 -0.11893 -0.16052 -0.16622 -0.15119 -0.21196 -0.16537
6  10   1     200  31.6832 59:24:10 -1.67633673332E+05 -1.67480888167E+05 -0.01868  0.01329 -0.00656 -0.01734 -0.00853  0.02238 -0.16052 -0.11893 -0.16622 -0.21196 -0.15119 -0.16537
6  10   1     400  39.8010 59:24:10 -1.65221286678E+05 -1.65221286678E+05 -0.00853 -0.01868  0.01329  0.02238 -0.01734 -0.00656 -0.15119 -0.16052 -0.11893 -0.16537 -0.21196 -0.16622
6  10   1     800  41.7706 59:24:10 -1.67047307468E+05 -1.63290740423E+05 -0.00656 -0.01868  0.02238  0.01329 -0.01734 -0.00853 -0.16622 -0.16052 -0.16537 -0.11893 -0.21196 -0.15119
6  10   1    1600  49.9376 59:24:10 -1.65369546880E+05 -1.63290740423E+05  0.02238 -0.00656  0.01329 -0.01868 -0.00853 -0.01734 -0.16537 -0.16622 -0.11893 -0.16052 -0.15119 -0.21196
6  10   2    3200  47.5271 59:24:10 -1.64162977104E+05 -1.62890372331E+05  0.02238  0.01329 -0.01868 -0.00656 -0.01734 -0.00853 -0.16537 -0.11893 -0.16052 -0.16622 -0.21196 -0.15119
6  10   2    6400  48.8707 59:24:10 -1.65365883716E+05 -1.61990737873E+05  0.01325  0.00359  0.12244  0.05377  0.28111 -0.00156 -0.14004 -0.17709 -0.32686 -0.24610 -0.75006 -0.21173
6  10   5   12800  43.6486 00:25:10 -1.69450034443E+05 -1.61990737873E+05  0.00631  0.01566  1.00000  1.00000  1.00000  1.00000 -0.21067 -0.15760  0.00000  0.00000  0.00000  0.00000
6  10   6   20000  32.8106 01:25:10 -1.64193487273E+05 -1.61924000223E+05 -0.00527  1.00000  0.01589  0.32706  0.27063  1.00000 -0.14325  0.00000 -0.23760 -0.89373 -0.75006  0.00000
6  10   6   25600  31.1321 02:25:10 -1.63461301085E+05 -1.61120238934E+05  0.00920  0.01163  0.33272  0.27677  1.00000  0.13899 -0.14951 -0.21148 -0.89373 -0.75006  0.00000 -0.26293
6  10   7   36000  21.2940 03:25:10 -1.62964561601E+05 -1.61120238934E+05  0.01085 -0.00412  1.00000  0.32698  0.27055  0.35259 -0.13732 -0.22035  0.00000 -0.89373 -0.75006 -0.81087
6  10   7   51200  21.6045 04:25:10 -1.62700512427E+05 -1.60670207961E+05  0.00634 -0.01327  1.00000  0.32761  0.27123  0.35319 -0.12420 -0.21511  0.00000 -0.89373 -0.75006 -0.81087
6  10   7   52000  21.7254 05:25:10 -1.63019457883E+05 -1.60670207961E+05 -0.01327  1.00000  0.00634  0.32761  0.27123  0.35319 -0.21511  0.00000 -0.12420 -0.89373 -0.75006 -0.81087
6  10   9   76000  14.2539 07:25:10 -1.62191053739E+05 -1.60347557728E+05  0.35641  0.00562  0.00789  0.20969  0.33096  0.27486 -0.81087 -0.20342 -0.13603 -0.65932 -0.89373 -0.75006
6  10   9   96000  12.2770 09:25:10 -1.62584670419E+05 -1.60198333446E+05  0.03037  0.02289  0.01197  0.33341  0.27752  0.35877 -0.10202 -0.14844 -0.24347 -0.89373 -0.75006 -0.81087
6  10  10  102400   9.5660 09:25:10 -1.60447318669E+05 -1.60198333446E+05  0.03387  0.02818  0.01555  0.33313  0.27722  0.35851 -0.09094 -0.25989 -0.16061 -0.89373 -0.75006 -0.81087
6  10  10  116000   9.2148 11:25:10 -1.60587966114E+05 -1.60033320084E+05  0.03186  0.02789  0.01408  0.35880  0.33344  0.27755 -0.09232 -0.25841 -0.15452 -0.81087 -0.89373 -0.75006
6  10  11  118400   5.2000 11:25:10 -1.60417222883E+05 -1.60033320084E+05  0.03186  0.02789  0.01408  0.33344  0.27755  0.35880 -0.09232 -0.25841 -0.15452 -0.89373 -0.75006 -0.81087
6  10  12  136000   4.9172 13:25:10 -1.60347557728E+05 -1.60033320084E+05  0.04004  0.01735  0.01547  0.33306  0.27713  0.35843 -0.08188 -0.22911 -0.16676 -0.89373 -0.75006 -0.81087
6  10  13  156000   5.2405 15:25:10 -1.60297698186E+05 -1.60033320084E+05  0.03678  0.02557  0.02172  0.33304  0.27712  0.35842 -0.08717 -0.25707 -0.17478 -0.89373 -0.75006 -0.81087
6  10  14  162190   3.2000 15:25:10 -1.60411470627E+05 -1.60033320084E+05  0.03685  0.03168  0.01646  0.33308  0.27716  0.35846 -0.08717 -0.26374 -0.17259 -0.89373 -0.75006 -0.81087
6  10  14  176000   3.7912 17:25:10 -1.60231898092E+05 -1.60033320084E+05  0.03709  0.04137  0.00988  0.33325  0.27735  0.35862 -0.08717 -0.27764 -0.17152 -0.89373 -0.75006 -0.81087
6  10  15  182307   1.8000 17:25:10 -1.60242010169E+05 -1.60033320084E+05  0.03678  0.02557  0.02172  0.33304  0.27712  0.35842 -0.08717 -0.25707 -0.17478 -0.89373 -0.75006 -0.81087
6  10  16  190788   3.3000 18:25:10 -1.60301718211E+05 -1.60033320084E+05  0.03695  0.03506  0.01498  0.33316  0.27724  0.35853 -0.08717 -0.26756 -0.17391 -0.89373 -0.75006 -0.81087
6  10  16  200000   2.1754 19:25:10 -1.60261696084E+05 -1.60033320084E+05  0.03674  0.02756  0.01702  0.33301  0.27709  0.35839 -0.08717 -0.25619 -0.17238 -0.89373 -0.75006 -0.81087
6  10  17  211046   2.6000 20:25:10 -1.60198333446E+05 -1.60033320084E+05  0.03678  0.02557  0.02172  0.33304  0.27712  0.35842 -0.08717 -0.25707 -0.17478 -0.89373 -0.75006 -0.81087
6  10  18  220000   1.2270 21:25:10 -1.60309111863E+05 -1.60033320084E+05  0.04194  0.03079  0.03864  0.33661  0.28099  0.04619 -0.08717 -0.25707 -0.17346 -0.89373 -0.75006 -0.25259
6  10  18  220302   1.8000 21:25:10 -1.60230928543E+05 -1.60033320084E+05  0.04194  0.03079  0.03864  0.33661  0.28099  0.04619 -0.08717 -0.25707 -0.17346 -0.89373 -0.75006 -0.25259
6  10  19  240826   1.2000 23:25:10 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  19  244000   0.9751 23:25:10 -1.60008850223E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  20  261586   0.5000 24:25:10 -1.59971414432E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  20  264000   0.3950 25:25:10 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  21  270231   0.4000 25:25:10 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  21  288000   0.6488 27:25:10 -1.59995746455E+05 -1.59932687751E+05  0.03402  0.03286  0.01206  0.06398  0.33627  0.28061 -0.09191 -0.26302 -0.23986 -0.15562 -0.89373 -0.75006
6  10  22  290908   0.5000 27:25:10 -1.59932687751E+05 -1.59932687751E+05  0.03402  0.03286  0.01206  0.06398  0.33627  0.28061 -0.09191 -0.26302 -0.23986 -0.15562 -0.89373 -0.75006
6  10  23  309352   0.2000 29:25:10 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  23  312000   0.1981 29:25:10 -1.59932687751E+05 -1.59932687751E+05  0.03402  0.03286  0.01206  0.06398  0.33627  0.28061 -0.09191 -0.26302 -0.23986 -0.15562 -0.89373 -0.75006
6  10  24  329954   0.0000 31:25:10 -1.59932687751E+05 -1.59932687751E+05  0.02669  0.03668  0.01245  0.06435  0.33653  0.28090 -0.09077 -0.26374 -0.23986 -0.15562 -0.89373 -0.75006
6  10  25  330830   0.3000 31:25:10 -1.59964818217E+05 -1.59932687751E+05  0.02669  0.03668  0.01245  0.06435  0.33653  0.28090 -0.09077 -0.26374 -0.23986 -0.15562 -0.89373 -0.75006
6  10  25  332000   0.2141 31:25:10 -1.59971414432E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
6  10  27  353527   0.0000 33:25:10 -1.59932687751E+05 -1.59932687751E+05  0.04119  0.03003  0.01180  0.06373  0.33609  0.28042 -0.08717 -0.25707 -0.23986 -0.15562 -0.89373 -0.75006
