K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   9   1       0   1.0000 07:12:10 -1.66043478619E+05 -1.66043478619E+05 -0.00614  0.00295  0.00888 -0.14879 -0.17898 -0.17604
3   9   1     100   1.0000 07:12:10 -1.65653406825E+05 -1.65653406825E+05 -0.00614  0.00295  0.00888 -0.14879 -0.17898 -0.17604
3   9   1     200  19.8020 07:12:10 -1.62689964582E+05 -1.62534699352E+05 -0.00614  0.00295  0.00888 -0.14879 -0.17898 -0.17604
3   9   1     400  21.4286 07:12:10 -1.62226525602E+05 -1.61171202072E+05  0.00295 -0.00614  0.00888 -0.17898 -0.14879 -0.17604
3   9   1     800  33.9529 07:12:10 -1.63327948399E+05 -1.60054132785E+05  0.00295 -0.00614  0.00888 -0.17898 -0.14879 -0.17604
3   9   1    1600  45.3640 08:12:10 -1.62377693046E+05 -1.60054132785E+05 -0.00614  0.00295  0.00888 -0.14879 -0.17898 -0.17604
3   9   2    3200  43.0252 08:12:10 -1.60885425085E+05 -1.60054132785E+05 -0.01849 -0.00920  0.26985 -0.16345 -0.12216 -0.75006
3   9   3    6400  47.8441 08:12:10 -1.61814092021E+05 -1.60054132785E+05 -0.00446 -0.00877  0.15010 -0.13262 -0.16868 -0.47374
3   9   5   12000  38.1844 09:12:10 -1.61789871180E+05 -1.59729018771E+05 -0.02490 -0.01342  0.27028 -0.15933 -0.15440 -0.75006
3   9   5   12800  39.8260 09:12:10 -1.60890265914E+05 -1.59729018771E+05 -0.02490 -0.01342  0.27028 -0.15933 -0.15440 -0.75006
3   9   7   25600  18.5609 10:12:10 -1.60465312089E+05 -1.58954632829E+05 -0.00170 -0.00679  0.27077 -0.21944 -0.13781 -0.75006
3   9   8   32000  11.9065 11:12:10 -1.59821780881E+05 -1.58912581094E+05 -0.00879  0.00370  0.27089 -0.14575 -0.21937 -0.75006
3   9  12   51200   4.7619 13:12:10 -1.59089247141E+05 -1.58912581094E+05  0.00151 -0.00153  0.27034 -0.13649 -0.22434 -0.75006
3   9  12   52000   4.1043 13:12:10 -1.58995617894E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  16   72000   3.1955 15:12:10 -1.58953286448E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   9  20   92000   1.6287 17:12:10 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   9  22  102400   1.6349 18:12:10 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   9  23  107986   1.5000 19:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  23  108000   1.4764 19:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  24  113090   1.8000 19:12:10 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   9  25  118248   1.1000 20:12:10 -1.58929858411E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  26  123520   1.6000 20:12:10 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  27  128000   2.5641 21:12:10 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  28  134167   1.1000 21:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  29  139483   0.7000 22:12:10 -1.58929858411E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   9  30  144765   0.4000 23:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   9  30  148000   0.6520 23:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  31  150098   1.3000 23:12:10 -1.58920194247E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   9  32  155358   0.5000 24:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  33  160665   0.8000 24:12:10 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  33  164000   0.5654 25:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  34  165914   0.2000 25:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  35  171208   0.2000 25:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9 200  174388   0.0000 26:12:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
