K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   5   1       0   1.0000 07:17:10 -1.69607815338E+05 -1.69607815338E+05  0.00166 -0.00547 -0.00138  0.00253 -0.00334 -0.16248 -0.15571 -0.14181 -0.16772 -0.19366
5   5   1     100   2.9412 07:17:10 -1.69378625558E+05 -1.69378625558E+05  0.00166 -0.00547 -0.00138  0.00253 -0.00334 -0.16248 -0.15571 -0.14181 -0.16772 -0.19366
5   5   1     200  27.7228 07:17:10 -1.65404650257E+05 -1.65347508125E+05  0.00253  0.00166 -0.00138 -0.00334 -0.00547 -0.16772 -0.16248 -0.14181 -0.19366 -0.15571
5   5   1     400  30.5970 07:17:10 -1.62329755794E+05 -1.61753333209E+05 -0.00334  0.00253  0.00166 -0.00547 -0.00138 -0.19366 -0.16772 -0.16248 -0.15571 -0.14181
5   5   1     800  34.7880 07:17:10 -1.62396752613E+05 -1.61380109013E+05 -0.00138  0.00253  0.00166 -0.00547 -0.00334 -0.14181 -0.16772 -0.16248 -0.15571 -0.19366
5   5   1    1600  39.5131 07:17:10 -1.63481772214E+05 -1.61380109013E+05  0.00253 -0.00138 -0.00334  0.00166 -0.00547 -0.16772 -0.14181 -0.19366 -0.16248 -0.15571
5   5   1    3200  42.5359 07:17:10 -1.63989566708E+05 -1.60491236770E+05 -0.00334  0.00166  0.00253 -0.00547 -0.00138 -0.19366 -0.16248 -0.16772 -0.15571 -0.14181
5   5   3    6400  41.8848 07:17:10 -1.62273390774E+05 -1.60491236770E+05 -0.00507  0.01380 -0.01964  0.30747  0.32944 -0.11458 -0.14240 -0.19007 -0.78062 -0.89373
5   5   4   12800  38.8325 08:17:10 -1.62316523544E+05 -1.60258562047E+05  0.02452 -0.01041 -0.00272  0.33261  0.27665 -0.22544 -0.16739 -0.12177 -0.89373 -0.75006
5   5   5   20000  23.6364 09:17:10 -1.60343276807E+05 -1.59907556571E+05  0.03184 -0.02413  0.33567  0.27997  0.01495 -0.25913 -0.08384 -0.89373 -0.75006 -0.14112
5   5   5   25600  31.1467 09:17:10 -1.62796043029E+05 -1.59907556571E+05  0.01918 -0.00690  0.33403  0.27819  0.00976 -0.14923 -0.11301 -0.89373 -0.75006 -0.23388
5   5   6   44000  23.7595 11:17:10 -1.61113526415E+05 -1.59302953932E+05 -0.00661  0.00972  0.04016  0.33369  0.27782 -0.14493 -0.13686 -0.27204 -0.89373 -0.75006
5   5   7   51200  20.1740 11:17:10 -1.60770733280E+05 -1.59302953932E+05 -0.00034  0.03749  0.01284  0.33338  0.27749 -0.13234 -0.26931 -0.14588 -0.89373 -0.75006
