K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   4   1       0   1.0000 37:13:10 -1.67178766955E+05 -1.67178766955E+05  0.00562  0.00650  0.00487  0.00385 -0.13727 -0.17281 -0.22950 -0.14875
4   4   1     100   0.9709 37:13:10 -1.66901427869E+05 -1.66901427869E+05  0.00562  0.00650  0.00487  0.00385 -0.13727 -0.17281 -0.22950 -0.14875
4   4   1     200  22.4390 37:13:10 -1.64882402361E+05 -1.64878642201E+05  0.00487  0.00385  0.00562  0.00650 -0.22950 -0.14875 -0.13727 -0.17281
4   4   1     400  27.1605 37:13:10 -1.61373441341E+05 -1.61346695018E+05  0.00650  0.00385  0.00562  0.00487 -0.17281 -0.14875 -0.13727 -0.22950
4   4   1     800  30.9317 37:13:10 -1.61759680416E+05 -1.60946458136E+05  0.00562  0.00650  0.00385  0.00487 -0.13727 -0.17281 -0.14875 -0.22950
4   4   1    1600  37.2586 37:13:10 -1.62353962518E+05 -1.60923467322E+05  0.00385  0.00562  0.00650  0.00487 -0.14875 -0.13727 -0.17281 -0.22950
4   4   1    3200  40.9984 37:13:10 -1.62424886174E+05 -1.60535641653E+05  0.00661 -0.00928  0.02754  0.15140 -0.21151 -0.16404 -0.10455 -0.49854
4   4   3    6400  48.5089 37:13:10 -1.61936855969E+05 -1.60535641653E+05 -0.01318  0.32821 -0.02084  0.27189 -0.14532 -0.89373 -0.18119 -0.75006
4   4   4   12800  40.5962 38:13:10 -1.62622701740E+05 -1.59996101901E+05 -0.00458  0.32688  0.27044 -0.00722 -0.17194 -0.89373 -0.75006 -0.15976
4   4   5   20000  35.8560 39:13:10 -1.60936375484E+05 -1.59972903443E+05 -0.00725 -0.00858  0.32691  0.27048 -0.13831 -0.18573 -0.89373 -0.75006
4   4   6   25600  34.0649 39:13:10 -1.60408489645E+05 -1.59921738147E+05  0.00840 -0.00909  0.18111  0.27459 -0.14466 -0.17511 -0.53430 -0.75006
4   4   7   36000  23.2399 41:13:10 -1.60205585038E+05 -1.58937562093E+05 -0.01076 -0.00607  0.32724  0.27083 -0.13285 -0.22006 -0.89373 -0.75006
4   4   8   51200  17.6722 42:13:10 -1.60627762002E+05 -1.58790797033E+05 -0.00593 -0.00575  0.32707  0.27065 -0.13602 -0.20968 -0.89373 -0.75006
4   4   9   60000  12.7737 43:13:10 -1.59253170098E+05 -1.58719703860E+05 -0.00724  0.01958  0.32646  0.26999 -0.13519 -0.25027 -0.89373 -0.75006
4   4  11   80000   6.4087 45:13:10 -1.59177771525E+05 -1.58718385687E+05  0.00139  0.01742  0.21333  0.27395 -0.14152 -0.23153 -0.58382 -0.75006
4   4  14  100000   2.7501 47:13:10 -1.58805581659E+05 -1.58718385687E+05 -0.00757  0.02797  0.32634  0.26985 -0.13533 -0.27006 -0.89373 -0.75006
4   4  14  102400   3.1003 47:13:10 -1.58798342951E+05 -1.58718385687E+05 -0.00102  0.01117  0.32682  0.27037 -0.12745 -0.25296 -0.89373 -0.75006
4   4  15  107707   2.8000 48:13:10 -1.58735722131E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
4   4  16  120000   2.8523 49:13:10 -1.58719703860E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   4  17  125412   2.6000 49:13:10 -1.58798342951E+05 -1.58718385687E+05 -0.00921  0.03042  0.32615  0.26965 -0.13538 -0.27546 -0.89373 -0.75006
4   4  18  134131   2.4000 50:13:10 -1.58798342951E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   4  19  143423   3.3000 51:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   4  19  144000   3.1534 51:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   4  20  152220   2.1000 52:13:10 -1.58752789528E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   4  21  161437   0.9000 52:13:10 -1.58719703860E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   4  21  164000   1.1307 53:13:10 -1.58735722131E+05 -1.58718385687E+05 -0.00192  0.01636  0.32674  0.27029 -0.13142 -0.25707 -0.89373 -0.75006
4   4 200  169235   0.0000 53:13:10 -1.58718385687E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
