K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   2   1       0   1.0000 48:09:10 -1.66510843565E+05 -1.66510843565E+05 -0.00881 -0.00303  0.00817 -0.15621 -0.17715 -0.15912
3   2   1     100   0.9901 48:09:10 -1.66349427272E+05 -1.66349427272E+05 -0.00881 -0.00303  0.00817 -0.15621 -0.17715 -0.15912
3   2   1     200  30.8458 48:09:10 -1.64552914840E+05 -1.64552914840E+05 -0.00881  0.00817 -0.00303 -0.15621 -0.15912 -0.17715
3   2   1     400  33.9152 48:09:10 -1.62565999235E+05 -1.62431770564E+05 -0.00881  0.00817 -0.00303 -0.15621 -0.15912 -0.17715
3   2   1     800  35.0811 48:09:10 -1.62259041365E+05 -1.60728779290E+05 -0.00303  0.00817 -0.00881 -0.17715 -0.15912 -0.15621
3   2   1    1600  38.2261 49:09:10 -1.62722187853E+05 -1.60728779290E+05  0.00817 -0.00303 -0.00881 -0.15912 -0.17715 -0.15621
3   2   2    3200  40.6250 49:09:10 -1.62650777090E+05 -1.60728779290E+05 -0.01969 -0.01648  0.27129 -0.16784 -0.15446 -0.75006
3   2   2    6400  41.1830 49:09:10 -1.62099062917E+05 -1.59670331666E+05 -0.01490 -0.01545  0.27055 -0.16066 -0.16271 -0.75006
3   2   3   12000  36.1004 50:09:10 -1.61747709317E+05 -1.59670331666E+05 -0.02227  0.00294  0.26774 -0.18761 -0.12380 -0.75006
3   2   4   12800  38.6503 50:09:10 -1.61707179333E+05 -1.59670331666E+05  0.00294 -0.02227  0.26774 -0.12380 -0.18761 -0.75006
3   2   6   25600  16.7503 51:09:10 -1.60058564819E+05 -1.59190734758E+05 -0.00875 -0.01346  0.27031 -0.12120 -0.21060 -0.75006
3   2   6   28000  17.0836 52:09:10 -1.60978667246E+05 -1.59145404117E+05 -0.00425 -0.00689  0.27037 -0.21175 -0.13587 -0.75006
3   2   9   44000   7.4302 54:09:10 -1.59652850576E+05 -1.58912581094E+05  0.00411 -0.00116  0.27096 -0.25977 -0.12161 -0.75006
3   2  10   51200   5.7021 55:09:10 -1.59241722621E+05 -1.58912581094E+05 -0.00486  0.01675  0.27112 -0.13432 -0.26462 -0.75006
3   2  12   60000   3.5770 56:09:10 -1.58929858411E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   2  16   80000   2.0654 58:09:10 -1.58928625367E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  20  100000   1.7580 00:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  20  102400   1.7743 00:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  21  104319   2.0000 00:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  23  114556   1.6000 01:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   2  23  116000   1.6810 02:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  24  119618   1.3000 02:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   2  25  124740   0.7000 03:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  26  129966   1.5000 03:10:10 -1.58929858411E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   2  27  135229   1.4000 04:10:10 -1.58929858411E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  27  136000   1.2399 04:10:10 -1.58954632829E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  28  140537   0.9000 04:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  29  145856   1.5000 05:10:10 -1.58929858411E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  30  151153   0.9000 06:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  30  152000   0.5629 06:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  31  156453   1.1000 06:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   2  33  167042   0.3000 07:10:10 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2  33  168000   0.1915 08:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   2 200  168573   0.0000 08:10:10 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
