K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   5   1       0   1.0000 51:08:13 -4.37167089306E+05 -4.37167089306E+05 -0.12207  0.20839 -0.00186  0.01813 -0.03249 -0.12099  0.15233 -0.06179 -0.02180 -0.08154 -0.15954 -0.12357 -0.17317 -0.12715 -0.17614 -0.09521 -0.12334 -0.12218
9   5   1     100   1.9802 51:08:13 -4.35624245697E+05 -4.35624245697E+05 -0.12207  0.20839 -0.00186  0.01813 -0.03249 -0.12099  0.15233 -0.06179 -0.02180 -0.08154 -0.15954 -0.12357 -0.17317 -0.12715 -0.17614 -0.09521 -0.12334 -0.12218
9   5   1     200  35.8209 51:08:13 -4.03381910954E+05 -4.03381910954E+05  0.20839 -0.12099  0.15233 -0.12207  0.01813 -0.06179 -0.03249 -0.00186 -0.02180 -0.15954 -0.17614 -0.09521 -0.08154 -0.17317 -0.12334 -0.12715 -0.12357 -0.12218
9   5   1     400  50.8728 51:08:13 -3.69342875989E+05 -3.69342875989E+05 -0.12099  0.01813  0.20839  0.15233 -0.03249 -0.02180 -0.12207 -0.00186 -0.06179 -0.17614 -0.17317 -0.15954 -0.09521 -0.12715 -0.12218 -0.08154 -0.12357 -0.12334
9   5   1     800  45.0687 51:08:13 -3.69563154237E+05 -3.67517382240E+05  0.01813  0.15233 -0.03249  0.20839 -0.06179 -0.02180 -0.00186 -0.12099 -0.12207 -0.17317 -0.09521 -0.12715 -0.15954 -0.12334 -0.12218 -0.12357 -0.17614 -0.08154
9   5   1    1600  47.1580 51:08:13 -3.68010522483E+05 -3.67517382240E+05 -0.03249  0.01813 -0.12207  0.20839 -0.02180  0.15233 -0.06179 -0.00186 -0.12099 -0.12715 -0.17317 -0.08154 -0.15954 -0.12218 -0.09521 -0.12334 -0.12357 -0.17614
9   5   1    3200  43.7051 51:08:13 -3.64726388432E+05 -3.58928798240E+05  0.20839  0.01813 -0.03249 -0.02180  0.15233 -0.12207 -0.12099 -0.00186 -0.06179 -0.15954 -0.17317 -0.12715 -0.12218 -0.09521 -0.08154 -0.17614 -0.12357 -0.12334
9   5   1    6400  38.9002 52:08:13 -3.60214505892E+05 -3.58928798240E+05 -0.03249  0.01813 -0.06179 -0.00186  0.15233  0.20839 -0.02180 -0.12207 -0.12099 -0.12715 -0.17317 -0.12334 -0.12357 -0.09521 -0.15954 -0.12218 -0.08154 -0.17614
9   5   1   10000  37.8662 53:08:13 -3.65299316906E+05 -3.58799841421E+05  0.32563  0.27072  0.50449  0.25838  0.41343 -0.12267  0.31448 -0.12594  0.51602 -0.18577 -0.20403 -0.69416 -0.18699 -0.34147 -0.89603 -0.23128 -0.88445 -0.88116
9   5   1   12800  37.6767 55:08:13 -3.61206972752E+05 -3.57442445133E+05  0.51602  0.31448  0.25838  0.50449 -0.12267  0.41343  0.32563 -0.12594  0.27072 -0.88116 -0.23128 -0.18699 -0.69416 -0.89603 -0.34147 -0.18577 -0.88445 -0.20403
9   5   1   15000  37.2242 57:08:13 -3.66640320497E+05 -3.57442445133E+05  0.32563  0.41343  0.51602  0.50449 -0.12594  0.31448 -0.12267  0.27072  0.25838 -0.18577 -0.34147 -0.88116 -0.69416 -0.88445 -0.23128 -0.89603 -0.20403 -0.18699
9   5   2   25600  31.2485 58:08:13 -3.61115625414E+05 -3.57442445133E+05  0.38765  0.28422  0.41700 -0.10580 -0.10312  0.26597  1.00000  0.39604  0.43248 -0.17126 -0.23848 -0.39360 -0.89213 -0.87853  0.01665  0.00000 -0.47352 -0.30739
9   5   2   30000  33.5503 03:09:13 -3.58110141909E+05 -3.55945206773E+05  1.00000  0.28422  0.41700  0.26597 -0.10580  0.43248 -0.10312  0.38765  0.39604  0.00000 -0.23848 -0.39360  0.01665 -0.89213 -0.30739 -0.87853 -0.17126 -0.47352
9   5   2   45000  31.1671 05:09:13 -3.61772343884E+05 -3.55082767483E+05  0.31739  0.42636  0.56208  0.27431 -0.12666  0.44979  0.34304 -0.12488  0.51548 -0.49411 -0.33691 -0.90634 -0.23019 -0.89735 -0.30525 -0.21235 -0.87154 -0.88116
9   5   3   50000  30.3110 10:09:13 -3.57932631240E+05 -3.55082767483E+05  0.31739  0.34304  0.44979  0.56208 -0.12488  0.27431  0.42636  0.51548 -0.12666 -0.49411 -0.21235 -0.30525 -0.90634 -0.87154 -0.23019 -0.33691 -0.88116 -0.89735
9   5   3   51200  25.2180 10:09:13 -3.62078303620E+05 -3.55082767483E+05  0.30609  0.21393  0.52721 -0.21534  0.51590  1.00000  1.00000  0.47690  1.00000 -0.20526 -0.22618 -0.90634 -0.88937 -0.87135  0.00000  0.00000 -0.88116  0.00000
9   5   3   60000  23.2905 12:09:13 -3.58764041966E+05 -3.53787209475E+05  0.28344  0.21653  0.52727 -0.21519  0.51530  1.00000  1.00000  0.33599  1.00000 -0.17883 -0.22903 -0.90634 -0.88937 -0.86635  0.00000  0.00000 -0.47352  0.00000
9   5   3   65000  22.3036 16:09:13 -3.61556039349E+05 -3.53787209475E+05  0.28344  0.21653  0.52727  1.00000  1.00000  1.00000 -0.21519  0.33599  0.51530 -0.17883 -0.22903 -0.90634  0.00000  0.00000  0.00000 -0.88937 -0.47352 -0.86635
9   5   4   85000  19.2623 18:09:13 -3.59472705698E+05 -3.53787209475E+05  0.37231  0.30107  0.57952  1.00000 -0.09714  0.47822  0.40938 -0.07831  1.00000 -0.17931 -0.22946 -0.90634  0.00000 -0.88469 -0.22152 -0.47352 -0.89024  0.00000
9   5   5  102400  14.0062 19:09:13 -3.55531328011E+05 -3.52624367507E+05  0.37611  1.00000  0.27573  0.56566 -0.11344  0.43928  0.43866  0.38991 -0.13405 -0.20284  0.00000 -0.24611 -0.90634 -0.90888 -0.33881 -0.41123 -0.47352 -0.76898
