K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   4   1       0   1.0000 32:38:12 -4.31903796645E+05 -4.31903796645E+05 -0.01824 -0.08705  0.08112  0.08524 -0.04707 -0.04028 -0.10765 -0.10708 -0.15427 -0.09859 -0.15732 -0.11596
6   4   1     100   1.9608 32:38:12 -4.30625087624E+05 -4.30625087624E+05 -0.01824 -0.08705 -0.04707  0.08524  0.08112 -0.04028 -0.10765 -0.10708 -0.15732 -0.09859 -0.15427 -0.11596
6   4   1     200  33.9901 32:38:12 -3.86355652267E+05 -3.86355652267E+05 -0.04707  0.08524  0.08112 -0.04028 -0.01824 -0.08705 -0.15732 -0.09859 -0.15427 -0.11596 -0.10765 -0.10708
6   4   1     400  37.7171 32:38:12 -3.63745035646E+05 -3.62792295638E+05 -0.04707  0.08112  0.08524 -0.08705 -0.01824 -0.04028 -0.15732 -0.15427 -0.09859 -0.10708 -0.10765 -0.11596
6   4   1     800  40.7223 32:38:12 -3.57929141583E+05 -3.57452995872E+05 -0.04707  0.08112 -0.04028  0.08524 -0.08705 -0.01824 -0.15732 -0.15427 -0.11596 -0.09859 -0.10708 -0.10765
6   4   1    1600  37.6170 32:38:12 -3.58374284343E+05 -3.55387744400E+05 -0.04707 -0.01824  0.08524  0.08112 -0.04028 -0.08705 -0.15732 -0.10765 -0.09859 -0.15427 -0.11596 -0.10708
6   4   1    3200  36.0599 32:38:12 -3.54908823086E+05 -3.51427959934E+05  0.08524  0.08112 -0.08705 -0.04707 -0.04028 -0.01824 -0.09859 -0.15427 -0.10708 -0.15732 -0.11596 -0.10765
6   4   1    6400  31.0792 32:38:12 -3.56405771168E+05 -3.48945648617E+05  0.40909  0.33102 -0.03384  0.47283 -0.03717  0.43400 -0.21872 -0.24257 -0.90194 -0.34148 -0.88098 -0.47352
6   4   1   12800  30.7350 35:38:12 -3.54911077439E+05 -3.48945648617E+05  0.40531  0.47520  0.43331 -0.03449  0.32825 -0.03984 -0.20989 -0.42215 -0.47352 -0.90641 -0.22404 -0.87365
6   4   2   15000  33.5802 37:38:12 -3.54542419988E+05 -3.48945648617E+05  0.44304  0.33147  0.37050 -0.03173 -0.03919  0.43428 -0.20191 -0.23625 -0.20132 -0.92478 -0.83942 -0.47352
6   4   2   20000  29.5353 39:38:12 -3.53912372455E+05 -3.48945648617E+05  0.35655  0.33146  0.43830 -0.03037 -0.03702  0.43478 -0.17367 -0.22348 -0.22094 -0.93627 -0.85025 -0.47352
6   4   2   25600  27.7213 40:38:12 -3.50822577455E+05 -3.48945648617E+05  0.39153  0.39029 -0.03507  0.33444 -0.02661  0.43759 -0.21647 -0.28427 -0.87511 -0.20120 -0.89607 -0.47352
6   4   3   45000  11.6913 41:38:12 -3.48382214739E+05 -3.46038266816E+05  0.31735  0.23226 -0.19063  0.37880  0.41058  0.37849 -0.21904 -0.24501 -0.88937 -0.40038 -0.47456 -0.54674
6   4   3   51200  11.2253 41:38:12 -3.47327318657E+05 -3.46038266816E+05  0.31357  0.22736  0.40970 -0.19449  0.39587  0.34730 -0.23681 -0.22241 -0.44816 -0.88937 -0.43208 -0.47352
6   4   4   75000   6.3241 43:38:12 -3.46561409396E+05 -3.45433395008E+05  0.32924  0.22889 -0.19497  0.39921  0.47221  0.48567 -0.21988 -0.25638 -0.88937 -0.39855 -0.67994 -0.88116
6   4   5  102400   8.9414 44:38:12 -3.49599217021E+05 -3.45420088902E+05  0.30368  0.23575 -0.19458  0.39941  0.47238  0.34726 -0.21159 -0.26215 -0.88937 -0.39855 -0.67994 -0.47352
6   4   5  105000   6.9549 45:38:12 -3.46052319751E+05 -3.45420088902E+05  0.30368  0.23575  0.47238 -0.19458  0.39941  0.34726 -0.21159 -0.26215 -0.67994 -0.88937 -0.39855 -0.47352
6   4   6  109056   3.3000 45:38:12 -3.45760456253E+05 -3.45420088902E+05  0.32256  0.23019  0.42591 -0.19532  0.39903  0.34685 -0.22592 -0.25596 -0.50353 -0.88937 -0.39855 -0.47352
6   4   7  127841   3.9000 46:38:12 -3.46280554527E+05 -3.45420088902E+05  0.33407  0.22764  0.39901 -0.19566  0.39886  0.34666 -0.23397 -0.25333 -0.40984 -0.88937 -0.39855 -0.47352
6   4   8  135627   3.0000 46:38:12 -3.46166647562E+05 -3.45420088902E+05  0.34419  0.22431 -0.19908  0.39714  0.47039  0.34479 -0.23131 -0.25190 -0.88937 -0.39855 -0.67994 -0.47352
6   4   8  140000   3.3873 47:38:12 -3.45851403823E+05 -3.45420088902E+05  0.34608  0.22536  0.52239 -0.19904  0.38010  0.34482 -0.23647 -0.25112 -0.87135 -0.88937 -0.37518 -0.47352
6   4   8  150000   2.8835 52:38:12 -3.46108103591E+05 -3.45420088902E+05  0.34038  0.22633  0.40335 -0.19637  0.41164  0.34627 -0.23572 -0.26374 -0.43686 -0.88937 -0.36320 -0.47352
6   4   9  154748   1.6000 54:38:12 -3.45433395008E+05 -3.45420088902E+05  0.35088  0.22517  0.40324 -0.19660  0.39839  0.34615 -0.23735 -0.26076 -0.43686 -0.88937 -0.39855 -0.47352
6   4   9  155000   1.9520 54:38:12 -3.46163991893E+05 -3.45420088902E+05  0.35088  0.22517  0.40324 -0.19660  0.39839  0.34615 -0.23735 -0.26076 -0.43686 -0.88937 -0.39855 -0.47352
6   4  10  162718   1.6000 54:38:12 -3.45433395008E+05 -3.45420088902E+05  0.34138  0.22796  0.40375 -0.19559  0.39890  0.34670 -0.22770 -0.26698 -0.43686 -0.88937 -0.39855 -0.47352
6   4  11  182375   1.9000 55:38:12 -3.45496818241E+05 -3.45420088902E+05  0.34398  0.22824  0.40372 -0.19565  0.39887  0.34667 -0.23397 -0.26665 -0.43686 -0.88937 -0.39855 -0.47352
6   4  11  185000   2.1874 56:38:12 -3.45727348631E+05 -3.45420088902E+05  0.34398  0.22824  0.40372 -0.19565  0.39887  0.34667 -0.23397 -0.26665 -0.43686 -0.88937 -0.39855 -0.47352
6   4  12  190575   2.0000 56:38:12 -3.45666255988E+05 -3.45420088902E+05  0.34767  0.22699  0.40348 -0.19612  0.39863  0.34641 -0.23647 -0.26400 -0.43686 -0.88937 -0.39855 -0.47352
6   4  13  210887   2.1000 57:38:12 -3.45433395008E+05 -3.45420088902E+05  0.33937  0.22957  0.40395 -0.19517  0.39911  0.34693 -0.22771 -0.27071 -0.43686 -0.88937 -0.39855 -0.47352
6   4  14  219302   1.1000 58:38:12 -3.45511700752E+05 -3.45420088902E+05  0.34037  0.22944  0.40395 -0.19518  0.39910  0.34693 -0.22958 -0.27050 -0.43686 -0.88937 -0.39855 -0.47352
6   4  14  220000   1.5547 58:38:12 -3.45573928889E+05 -3.45420088902E+05  0.34037  0.22944  0.40395 -0.19518  0.39910  0.34693 -0.22958 -0.27050 -0.43686 -0.88937 -0.39855 -0.47352
6   4  15  240219   1.5000 59:38:12 -3.45497305001E+05 -3.45420088902E+05  0.34767  0.22699  0.40348 -0.19612  0.39863  0.34641 -0.23647 -0.26400 -0.43686 -0.88937 -0.39855 -0.47352
6   4 200  247933   0.0000 59:38:12 -3.45420088902E+05 -3.45420088902E+05  0.34767  0.22699  0.40348 -0.19612  0.39863  0.34641 -0.23647 -0.26400 -0.43686 -0.88937 -0.39855 -0.47352
