K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5  10   1       0   1.0000 41:35:12 -4.27271261431E+05 -4.27271261431E+05 -0.10382  0.08587 -0.04437 -0.05031  0.10437 -0.16400 -0.11204 -0.11574 -0.11626 -0.11895
5  10   1     100   1.0000 41:35:12 -4.23924999487E+05 -4.23924999487E+05 -0.10382  0.08587 -0.04437 -0.05031  0.10437 -0.16400 -0.11204 -0.11574 -0.11626 -0.11895
5  10   1     200  34.0000 41:35:12 -3.84579270582E+05 -3.84370322762E+05 -0.10382  0.10437 -0.05031  0.08587 -0.04437 -0.16400 -0.11895 -0.11626 -0.11204 -0.11574
5  10   1     400  39.7500 41:35:12 -3.58691383886E+05 -3.58681897091E+05  0.10437  0.08587 -0.10382 -0.05031 -0.04437 -0.11895 -0.11204 -0.16400 -0.11626 -0.11574
5  10   1     800  35.0000 41:35:12 -3.53918865125E+05 -3.53293371160E+05  0.10437 -0.04437 -0.10382 -0.05031  0.08587 -0.11895 -0.11574 -0.16400 -0.11626 -0.11204
5  10   1    1600  33.5000 41:35:12 -3.54184917213E+05 -3.52331965060E+05  0.10437 -0.10382  0.08587 -0.05031 -0.04437 -0.11895 -0.16400 -0.11204 -0.11626 -0.11574
5  10   1    3200  30.1562 41:35:12 -3.55602208830E+05 -3.49261266618E+05  0.10437 -0.10382 -0.04437 -0.05031  0.08587 -0.11895 -0.16400 -0.11574 -0.11626 -0.11204
5  10   1    6400  30.0312 42:35:12 -3.57184178928E+05 -3.49261266618E+05  0.56811  0.35017  0.41008 -0.00412 -0.00257 -0.88116 -0.20639 -0.20722 -0.89821 -0.86308
5  10   2   10000  40.0000 43:35:12 -3.55879409974E+05 -3.49261266618E+05  0.45279  0.35370  0.36269 -0.00031 -0.00552 -0.20553 -0.21099 -0.21259 -0.82913 -0.91259
5  10   3   12800  27.5949 46:35:12 -3.54583458986E+05 -3.49261266618E+05  0.45089  0.35653  0.34943  0.00062 -0.00536 -0.20344 -0.13961 -0.21855 -0.90911 -0.86702
5  10   3   15000  19.9630 48:35:12 -3.50965078876E+05 -3.48381114554E+05  0.13912  0.33445  0.40644 -0.14364  0.26122 -0.17182 -0.18933 -0.55358 -0.88937 -0.22517
5  10   3   25600  14.9111 49:35:12 -3.49283824805E+05 -3.44975190007E+05  0.42808  0.34868 -0.00409  0.00079  0.45129 -0.19789 -0.21493 -0.93500 -0.77312 -0.47352
5  10   3   35000  13.3360 50:35:12 -3.51270511651E+05 -3.44100759903E+05  0.36431  0.29041 -0.10030  1.00000  0.39880 -0.22270 -0.21251 -0.90477  0.00000 -0.47352
5  10   4   51200   7.8116 51:35:12 -3.48367180478E+05 -3.44092129378E+05  0.33089  0.37406  0.26545 -0.14553  0.40777 -0.22561 -0.47352 -0.22999 -0.88937 -0.37518
5  10   4   60000   7.9971 52:35:12 -3.45364272511E+05 -3.44092129378E+05  0.36308  0.25526 -0.15135  0.42114  0.37088 -0.22239 -0.24398 -0.88937 -0.39855 -0.47352
5  10   7   95000   3.7180 54:35:12 -3.44759035098E+05 -3.44092129378E+05  0.36921  0.25398 -0.15294  0.43300  0.37000 -0.23020 -0.24736 -0.88937 -0.36320 -0.47352
5  10   7  102400   3.8046 54:35:12 -3.45679390891E+05 -3.44092129378E+05  0.35167  0.25864 -0.15016  0.42174  0.37153 -0.23273 -0.23477 -0.88937 -0.39855 -0.47352
5  10   8  106233   2.4000 54:35:12 -3.44144342023E+05 -3.44092129378E+05  0.36821  0.25550 -0.15195  0.42084  0.37055 -0.22929 -0.24372 -0.88937 -0.39855 -0.47352
5  10  10  133239   2.3000 56:35:12 -3.44518608467E+05 -3.44092129378E+05  0.37837  0.25366 -0.15317  0.42022  0.36988 -0.24185 -0.23984 -0.88937 -0.39855 -0.47352
5  10  10  135000   2.1599 56:35:12 -3.44281670033E+05 -3.44092129378E+05  0.36724  0.25717 -0.15151  0.42106  0.37079 -0.23380 -0.24559 -0.88937 -0.39855 -0.47352
5  10  11  141727   2.4000 56:35:12 -3.44369807227E+05 -3.44092129378E+05  0.37493  0.25704 -0.15047  0.40521  0.37136 -0.23632 -0.24431 -0.88937 -0.37518 -0.47352
5  10  11  145000   2.1470 59:35:12 -3.44539370292E+05 -3.44092129378E+05  0.37517  0.25408 -0.15304  0.42029  0.36995 -0.23578 -0.24018 -0.88937 -0.39855 -0.47352
5  10  11  150000   1.9659 03:36:12 -3.44313796438E+05 -3.44092129378E+05  0.37171  0.25639 -0.15204  0.42079  0.37050 -0.23647 -0.24517 -0.88937 -0.39855 -0.47352
5  10  12  160775   2.0000 03:36:12 -3.44144180086E+05 -3.44092129378E+05  0.37171  0.25639 -0.15204  0.42079  0.37050 -0.23647 -0.24517 -0.88937 -0.39855 -0.47352
5  10  13  169426   1.4000 04:36:12 -3.44092129378E+05 -3.44092129378E+05  0.37171  0.25639 -0.15204  0.42079  0.37050 -0.23647 -0.24517 -0.88937 -0.39855 -0.47352
5  10  13  180000   1.6713 05:36:12 -3.44421895369E+05 -3.44092129378E+05  0.36932  0.25900 -0.14946  0.40573  0.37191 -0.23397 -0.24799 -0.88937 -0.37518 -0.47352
5  10  14  188789   1.8000 05:36:12 -3.44345638795E+05 -3.44092129378E+05  0.37171  0.25639 -0.15204  0.42079  0.37050 -0.23647 -0.24517 -0.88937 -0.39855 -0.47352
5  10 200  196623   0.0000 05:36:12 -3.44092129378E+05 -3.44092129378E+05  0.37078  0.25615 -0.15202  0.42080  0.37051 -0.23517 -0.24446 -0.88937 -0.39855 -0.47352
