K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   8   1       0   1.0000 26:12:13 -4.35090632885E+05 -4.35090632885E+05 -0.13014  0.15595  0.09965 -0.07494 -0.12141  0.05690  0.18153  0.06229 -0.18497 -0.12793 -0.11784 -0.15384 -0.07627 -0.08086 -0.13774 -0.23699 -0.17692 -0.13247
9   8   1     100   1.0000 26:12:13 -4.31675407874E+05 -4.31675407874E+05 -0.13014  0.15595  0.09965 -0.07494 -0.12141  0.05690  0.18153  0.06229 -0.18497 -0.12793 -0.11784 -0.15384 -0.07627 -0.08086 -0.13774 -0.23699 -0.17692 -0.13247
9   8   1     200  36.5000 26:12:13 -4.06624087888E+05 -4.06624087888E+05 -0.13014  0.05690  0.09965 -0.07494  0.18153 -0.18497  0.06229 -0.12141  0.15595 -0.12793 -0.13774 -0.15384 -0.07627 -0.23699 -0.13247 -0.17692 -0.08086 -0.11784
9   8   1     400  49.2500 26:12:13 -3.78241958671E+05 -3.77605092306E+05  0.09965  0.06229 -0.07494  0.18153 -0.12141  0.05690 -0.18497 -0.13014  0.15595 -0.15384 -0.17692 -0.07627 -0.23699 -0.08086 -0.13774 -0.13247 -0.12793 -0.11784
9   8   1     800  43.6250 26:12:13 -3.71417135752E+05 -3.69348862097E+05  0.09965  0.06229  0.18153  0.05690 -0.12141 -0.07494 -0.13014 -0.18497  0.15595 -0.15384 -0.17692 -0.23699 -0.13774 -0.08086 -0.07627 -0.12793 -0.13247 -0.11784
9   8   1    1600  44.3750 26:12:13 -3.74410292643E+05 -3.67931506338E+05  0.06229  0.09965 -0.13014 -0.18497 -0.12141  0.15595 -0.07494  0.05690  0.18153 -0.17692 -0.15384 -0.12793 -0.13247 -0.08086 -0.11784 -0.07627 -0.13774 -0.23699
9   8   1    3200  42.6562 26:12:13 -3.65468147646E+05 -3.65229656946E+05  0.06229 -0.13014  0.09965  0.18153 -0.18497 -0.12141  0.05690 -0.07494  0.15595 -0.17692 -0.12793 -0.15384 -0.23699 -0.13247 -0.08086 -0.13774 -0.07627 -0.11784
9   8   2    6400  35.0628 26:12:13 -3.71951296166E+05 -3.63965358432E+05  0.06229 -0.13014  0.09965 -0.12141 -0.07494  0.18153  0.05690 -0.18497  0.15595 -0.17692 -0.12793 -0.15384 -0.08086 -0.07627 -0.23699 -0.13774 -0.13247 -0.11784
9   8   2   10000  35.6413 29:12:13 -3.69730053348E+05 -3.62959929713E+05  0.39633  1.00000  1.00000  0.36245  0.01930  0.36855  0.01885  0.00706  0.57678 -0.15206  0.00000  0.00000 -0.24136 -0.92890 -0.18908 -0.87136 -0.90241 -0.88116
9   8   2   12800  35.9710 32:12:13 -3.66863474434E+05 -3.62359763471E+05  1.00000  1.00000  0.39633  0.36245  0.01930  0.36855  0.01885  0.57678  0.00706  0.00000  0.00000 -0.15206 -0.24136 -0.92890 -0.18908 -0.87136 -0.88116 -0.90241
9   8   2   15000  35.3446 32:12:13 -3.68375320766E+05 -3.62359763471E+05  1.00000  0.36245  0.36855  0.01930  0.39633  0.00706  1.00000  0.01885  0.57678  0.00000 -0.24136 -0.18908 -0.92890 -0.15206 -0.90241  0.00000 -0.87136 -0.88116
9   8   2   25000  36.4233 34:12:13 -3.67223937748E+05 -3.61031292765E+05  0.34361  1.00000 -0.06586 -0.06428  0.30837  0.43157  1.00000  0.54028  0.32667 -0.13437  0.00000 -0.93119 -0.85366 -0.24547 -0.22827  0.00000 -0.88116 -0.21167
9   8   2   25600  36.4599 34:12:13 -3.68478706933E+05 -3.61031292765E+05  0.32233  1.00000  0.39676 -0.04454  0.37302  1.00000 -0.04130  0.43014  1.00000 -0.20841  0.00000 -0.20066 -0.89780 -0.12811  0.00000 -0.89112 -0.47352  0.00000
9   8   3   30000  32.1674 38:12:13 -3.64341820792E+05 -3.61031292765E+05  0.39676  1.00000 -0.04130  1.00000 -0.04454  0.37302  0.43014  1.00000  0.32233 -0.20066  0.00000 -0.89112  0.00000 -0.89780 -0.12811 -0.47352  0.00000 -0.20841
9   8   3   45000  29.6464 44:12:13 -3.67023682516E+05 -3.61031292765E+05  1.00000  0.36415 -0.10319  1.00000  1.00000  0.28593  0.42413  1.00000  1.00000  0.00000 -0.19705 -0.88937  0.00000  0.00000 -0.22249 -0.54674  0.00000  0.00000
9   8   3   51200  29.8727 45:12:13 -3.66800424171E+05 -3.61031292765E+05  0.34295  0.28452  1.00000 -0.10303  1.00000  1.00000  1.00000  0.52524  1.00000 -0.18158 -0.20840  0.00000 -0.88937  0.00000  0.00000  0.00000 -0.88116  0.00000
9   8   3   55000  29.1804 46:12:13 -3.66462268288E+05 -3.60963183003E+05  0.34295  0.28452  1.00000 -0.10303  1.00000  1.00000  1.00000  0.52524  1.00000 -0.18158 -0.20840  0.00000 -0.88937  0.00000  0.00000  0.00000 -0.88116  0.00000
9   8   4   60000  22.2222 51:12:13 -3.63824308941E+05 -3.60322041524E+05  0.30659  0.25981 -0.13812  1.00000  0.37810  1.00000  0.53552  1.00000  1.00000 -0.19372 -0.18251 -0.88937  0.00000 -0.47352  0.00000 -0.91966  0.00000  0.00000
9   8   4   95000  22.8857 53:12:13 -3.66112654428E+05 -3.59766495714E+05  0.35838  0.28841 -0.10162  1.00000  1.00000  1.00000  1.00000  0.52585  1.00000 -0.17672 -0.24971 -0.88937  0.00000  0.00000  0.00000  0.00000 -0.88116  0.00000
9   8   5  102400  18.4258 53:12:13 -3.65908920325E+05 -3.59766495714E+05  1.00000  0.25438  0.33169 -0.14855  0.57767  1.00000  1.00000  0.40234  1.00000  0.00000 -0.21473 -0.21587 -0.89841 -0.83914  0.00000  0.00000 -0.55358  0.00000
9   8   5  125000  18.3058 55:12:13 -3.57030835974E+05 -3.54519568367E+05  0.41346  0.30703  0.58051 -0.08416  0.31467  1.00000 -0.07547  1.00000  0.53587 -0.22003 -0.27103 -0.90634 -0.86755 -0.20304  0.00000 -0.90027  0.00000 -0.88116
9   8   6  141279  13.6000 56:12:13 -3.56565275411E+05 -3.53382153517E+05  0.30597  0.53826  0.51023  0.18219  0.36702  1.00000 -0.25900  0.52818  0.31205 -0.19825 -0.83914 -0.90634 -0.24455 -0.39855  0.00000 -0.88937 -0.81434 -0.47352
9   8   6  155000  10.0472 57:12:13 -3.57031948635E+05 -3.51859961905E+05  0.31045  0.30139  0.49832 -0.28961  0.33328  0.16301  0.29533  0.48566  0.49668 -0.21504 -0.32657 -0.90634 -0.88937 -0.37518 -0.26286 -0.47352 -0.86299 -0.72747
9   8   6  195000  12.1897 59:12:13 -3.54661021809E+05 -3.51205938472E+05  0.27735  1.00000  0.20069  0.51643 -0.24306  0.39243  0.50485  0.32076  1.00000 -0.20406  0.00000 -0.25694 -0.90634 -0.88937 -0.30525 -0.87135 -0.47352  0.00000
9   8   7  198495  18.1000 59:12:13 -3.52817868568E+05 -3.51205938472E+05  0.27735  1.00000  1.00000  0.50485  0.51643  0.20069  0.39243 -0.24306  0.32076 -0.20406  0.00000  0.00000 -0.87135 -0.90634 -0.25694 -0.30525 -0.88937 -0.47352
9   8   8  219423  11.0000 00:13:13 -3.53823530116E+05 -3.51205938472E+05  0.30407  0.17160  0.26894  0.50326  0.36319 -0.27691  0.35801  0.53328  0.30226 -0.19990 -0.27605 -0.31879 -0.90634 -0.43686 -0.88937 -0.39855 -0.86962 -0.47352
9   8   8  225000  12.8427 01:13:13 -3.54975975351E+05 -3.51121444173E+05  0.30407  0.17160  0.36319  0.50326 -0.27691  0.35801  0.53328  0.26894  0.30226 -0.19990 -0.27605 -0.43686 -0.90634 -0.88937 -0.39855 -0.86962 -0.31879 -0.47352
9   8   8  260000  10.3605 03:13:13 -3.54749689220E+05 -3.50623820265E+05  0.37259  0.26835  0.55903 -0.14264  0.43009  0.43863 -0.13049  0.41168  0.33039 -0.21658 -0.29044 -0.90634 -0.88870 -0.39855 -0.45840 -0.88923 -0.55358 -0.18407
9   8   9  261979   3.9000 03:13:13 -3.53012457549E+05 -3.50623820265E+05  0.35808  1.00000  0.28548  0.55694  0.56730 -0.11309  0.42494 -0.10062  0.39221 -0.21258  0.00000 -0.24533 -0.87135 -0.90634 -0.88022 -0.37518 -0.96080 -0.47352
9   8  10  297873  11.9000 05:13:13 -3.51669697063E+05 -3.50265509201E+05  0.37315  0.22879  0.17125  0.32937  0.50289 -0.27787  0.37156  0.47849  0.30174 -0.24690 -0.23720 -0.31119 -0.34777 -0.90634 -0.88937 -0.36320 -0.91966 -0.47352
9   8  10  300000   8.9891 05:13:13 -3.51485820846E+05 -3.50232735508E+05  0.37315  0.22879  0.17125  0.32937  0.50289 -0.27787  0.37156  0.47849  0.30174 -0.24690 -0.23720 -0.31119 -0.34777 -0.90634 -0.88937 -0.36320 -0.91966 -0.47352
9   8  10  330000   9.2051 07:13:13 -3.51973848997E+05 -3.50150270776E+05  0.35644  0.23751  0.17782  0.50934 -0.26118  0.36586  0.37098  1.00000  0.31080 -0.23321 -0.22605 -0.33023 -0.90634 -0.90159 -0.39855 -0.43686  0.00000 -0.47352
9   8  11  347749   3.8000 08:13:13 -3.50935312392E+05 -3.50150270776E+05  0.37191 -0.14486  0.25963  0.55180  0.55326 -0.15290  0.42264  0.49279  0.37250 -0.21010 -0.90893 -0.27150 -0.72747 -0.90634 -0.86147 -0.39855 -0.67994 -0.47352
9   8  11  365000   5.5667 09:13:13 -3.50731959228E+05 -3.49973261987E+05  0.35155  0.21640  0.15707  0.49518  0.49682 -0.29346  0.34969  0.42871  0.29322 -0.23523 -0.22033 -0.31626 -0.72747 -0.90634 -0.88937 -0.39855 -0.67994 -0.47352
9   8  12  377207   5.2000 09:13:13 -3.50471091372E+05 -3.49973261987E+05  0.32194  0.20805  0.15892  0.49622  0.49787 -0.29078  0.36521  0.42989  0.33008 -0.22626 -0.23885 -0.32287 -0.72747 -0.90634 -0.88937 -0.36320 -0.67994 -0.55358
9   8  12  395000   4.7443 11:13:13 -3.50690628142E+05 -3.49966875605E+05  0.34847  0.21676  0.16215  0.49540  0.49705 -0.29289  0.33158  0.42896  0.29354 -0.23657 -0.22617 -0.32986 -0.72747 -0.90634 -0.88937 -0.37518 -0.67994 -0.47352
9   8  13  412255   2.4000 12:13:13 -3.50268043703E+05 -3.49966875605E+05  0.36163  0.21348  0.16204  0.49469  0.49634 -0.29472  0.34906  0.42815  0.29254 -0.24390 -0.22505 -0.33012 -0.72747 -0.90634 -0.88937 -0.39855 -0.67994 -0.47352
9   8  13  430000   3.8098 13:13:13 -3.50542775019E+05 -3.49966875605E+05  0.35825  0.21875  0.16102  0.49508  0.49673 -0.29371  0.33116  0.48468  0.29309 -0.23979 -0.22959 -0.31554 -0.72747 -0.90634 -0.88937 -0.37518 -0.87135 -0.47352
9   8  14  432044   2.4000 13:13:13 -3.50473804917E+05 -3.49966875605E+05  0.35825  0.21875  0.16102  0.49508  0.49673 -0.29371  0.33116  0.48468  0.29309 -0.23979 -0.22959 -0.31554 -0.72747 -0.90634 -0.88937 -0.37518 -0.87135 -0.47352
