 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   4   1       0   1.0000 39:20:13 -4.42764431553E+05 -4.42764431553E+05  0.04726 -0.07245  0.16067 -0.04050  0.02948  0.05297  0.05373 -0.14254 -0.14799  0.01022 -0.11823 -0.03746 -0.21584 -0.07126 -0.14294 -0.11730 -0.12631 -0.14766 -0.13206 -0.13191
10   4   1     100   1.0000 39:20:13 -4.40523433523E+05 -4.40523433523E+05  0.04726 -0.07245  0.16067 -0.04050  0.02948  0.05297  0.05373 -0.14254 -0.14799  0.01022 -0.11823 -0.03746 -0.21584 -0.07126 -0.14294 -0.11730 -0.12631 -0.14766 -0.13206 -0.13191
10   4   1     200  37.3134 39:20:13 -4.10651425588E+05 -4.10589901029E+05  0.05373 -0.07245  0.16067  0.05297 -0.14799  0.04726 -0.14254  0.02948  0.01022 -0.04050 -0.12631 -0.03746 -0.21584 -0.11730 -0.13206 -0.11823 -0.14766 -0.14294 -0.13191 -0.07126
10   4   1     400  43.1421 39:20:13 -3.86617438114E+05 -3.86140540243E+05  0.05297  0.16067 -0.14799  0.05373  0.04726 -0.14254 -0.07245  0.02948  0.01022 -0.04050 -0.11730 -0.21584 -0.13206 -0.12631 -0.11823 -0.14766 -0.03746 -0.14294 -0.13191 -0.07126
10   4   1     800  41.1985 39:20:13 -3.70772151323E+05 -3.70386964967E+05  0.05373  0.04726  0.16067 -0.04050  0.02948  0.05297 -0.14254 -0.14799 -0.07245  0.01022 -0.12631 -0.11823 -0.21584 -0.07126 -0.14294 -0.11730 -0.14766 -0.13206 -0.03746 -0.13191
10   4   1    1600  42.5984 39:20:13 -3.73512787962E+05 -3.70217641528E+05  0.05373  0.04726  0.05297 -0.04050 -0.14254  0.01022  0.16067 -0.07245 -0.14799  0.02948 -0.12631 -0.11823 -0.11730 -0.07126 -0.14766 -0.13191 -0.21584 -0.03746 -0.13206 -0.14294
10   4   1    3200  40.3624 39:20:13 -3.66499519352E+05 -3.65053314087E+05  0.05373  0.05297 -0.14254  0.04726 -0.07245  0.16067 -0.14799 -0.04050  0.01022  0.02948 -0.12631 -0.11730 -0.14766 -0.11823 -0.03746 -0.21584 -0.13206 -0.07126 -0.13191 -0.14294
10   4   1    6400  36.9786 39:20:13 -3.70285067264E+05 -3.62960960336E+05  0.05297  0.16067  0.05373 -0.14254 -0.07245  0.01022  0.04726 -0.04050 -0.14799  0.02948 -0.11730 -0.21584 -0.12631 -0.14766 -0.03746 -0.13191 -0.11823 -0.07126 -0.13206 -0.14294
10   4   2   12800  36.8534 42:20:13 -3.63197927017E+05 -3.59836857277E+05  0.36789  1.00000  0.30754  0.55997 -0.13191  0.36474 -0.12726  0.43036  0.41365  0.26519 -0.18760  0.00000 -0.10543 -0.90415 -0.87903 -0.25290 -0.90132 -0.40117 -0.55358 -0.23834
10   4   2   15000  34.7598 44:20:13 -3.60946303447E+05 -3.59836857277E+05  0.36789  0.26519  0.30754  0.55997 -0.12726  0.36474 -0.13191  0.43036  0.41365  1.00000 -0.18760 -0.23834 -0.10543 -0.90415 -0.90132 -0.25290 -0.87903 -0.40117 -0.55358  0.00000
10   4   2   25000  32.2838 46:20:13 -3.67684341694E+05 -3.58893186124E+05  0.56141  1.00000  0.27669  0.26844  0.26681 -0.12932  0.40569 -0.12422  0.41486  0.30424 -0.90634  0.00000 -0.15237 -0.21797 -0.26324 -0.88955 -0.22176 -0.88807 -0.55358 -0.16973
10   4   2   25600  32.2432 46:20:13 -3.70578831270E+05 -3.58893186124E+05  0.30424  1.00000  0.27669  0.26844  0.26681 -0.12422  0.40569 -0.12932  0.56141  0.41486 -0.16973  0.00000 -0.15237 -0.21797 -0.26324 -0.88807 -0.22176 -0.88955 -0.90634 -0.55358
