K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   2   1       0   1.0000 54:04:13 -4.39686789494E+05 -4.39686789494E+05 -0.00597 -0.00982 -0.14013  0.04916 -0.05967  0.06052 -0.04630 -0.05846  0.17459 -0.08327 -0.08755 -0.09730 -0.13493 -0.10515 -0.11514 -0.11571 -0.17654 -0.21724
9   2   1     100   1.0000 54:04:13 -4.33527656988E+05 -4.33527656988E+05 -0.00597  0.17459 -0.00982 -0.14013  0.04916 -0.05967  0.06052 -0.04630 -0.05846 -0.08327 -0.21724 -0.08755 -0.09730 -0.13493 -0.10515 -0.11514 -0.11571 -0.17654
9   2   1     200  37.8109 54:04:13 -3.98081328870E+05 -3.98081328870E+05 -0.00597 -0.04630 -0.14013  0.06052 -0.05846 -0.05967 -0.00982  0.17459  0.04916 -0.08327 -0.11571 -0.09730 -0.11514 -0.17654 -0.10515 -0.08755 -0.21724 -0.13493
9   2   1     400  44.8878 54:04:13 -3.78225361310E+05 -3.76387652346E+05  0.06052 -0.04630  0.17459 -0.14013 -0.05846 -0.00982 -0.00597 -0.05967  0.04916 -0.11514 -0.11571 -0.21724 -0.09730 -0.17654 -0.08755 -0.08327 -0.10515 -0.13493
9   2   1     800  43.5705 54:04:13 -3.70115540104E+05 -3.68780852483E+05 -0.04630  0.17459 -0.05967  0.06052 -0.00597 -0.00982 -0.05846 -0.14013  0.04916 -0.11571 -0.21724 -0.10515 -0.11514 -0.08327 -0.08755 -0.17654 -0.09730 -0.13493
9   2   1    1600  41.5990 54:04:13 -3.73218251939E+05 -3.67817818441E+05 -0.04630 -0.00597 -0.05846  0.04916 -0.00982 -0.05967 -0.14013  0.17459  0.06052 -0.11571 -0.08327 -0.17654 -0.13493 -0.08755 -0.10515 -0.09730 -0.21724 -0.11514
9   2   1    3200  41.1434 54:04:13 -3.64816962630E+05 -3.63977725571E+05 -0.04630 -0.05846 -0.00597  0.06052 -0.00982 -0.14013  0.17459 -0.05967  0.04916 -0.11571 -0.17654 -0.08327 -0.11514 -0.08755 -0.09730 -0.21724 -0.10515 -0.13493
9   2   2    6400  29.6000 54:04:13 -3.69631339003E+05 -3.62996495729E+05  0.17459  0.04916 -0.04630 -0.05846 -0.14013  0.06052 -0.00597 -0.05967 -0.00982 -0.21724 -0.13493 -0.11571 -0.17654 -0.09730 -0.11514 -0.08327 -0.10515 -0.08755
9   2   2   12800  35.4448 56:04:13 -3.67173591220E+05 -3.56765067047E+05  0.44367  0.26786  0.29535  0.35326 -0.13603 -0.13363  0.44281  0.41035  0.25500 -0.33898 -0.22858 -0.25722 -0.33813 -0.82655 -0.89812 -0.39060 -0.23335 -0.27285
9   2   2   15000  34.8293 59:04:13 -3.67003416449E+05 -3.56765067047E+05  0.44367  0.26786  0.44281 -0.13603 -0.13363  0.25500  0.41035  0.29535  0.35326 -0.33898 -0.22858 -0.39060 -0.82655 -0.89812 -0.27285 -0.23335 -0.25722 -0.33813
9   2   2   25600  33.7201 00:05:13 -3.60309733449E+05 -3.56765067047E+05  0.44006  0.31566  0.52904  1.00000 -0.08080  0.30674 -0.08010  0.40953  1.00000 -0.23045 -0.21620 -0.70008  0.00000 -0.90420 -0.23749 -0.82951 -0.47352  0.00000
9   2   2   30000  34.0021 01:05:13 -3.62313357877E+05 -3.56765067047E+05  1.00000  0.44006  0.52904  0.30674 -0.08080  1.00000  0.31566 -0.08010  0.40953  0.00000 -0.23045 -0.70008 -0.23749 -0.90420  0.00000 -0.21620 -0.82951 -0.47352
9   2   3   35000  29.2260 06:05:13 -3.61864882613E+05 -3.56765067047E+05  0.24466  0.27899  1.00000  0.54662  1.00000 -0.16546  1.00000  1.00000  0.36317 -0.21978 -0.14172  0.00000 -0.90634  0.00000 -0.88937  0.00000  0.00000 -0.47352
