K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   4   1       0   1.0000 13:18:12 -4.22252102224E+05 -4.22252102224E+05 -0.04623  0.03277  0.00980 -0.11756 -0.11526 -0.14835
3   4   1     100   1.9417 13:18:12 -4.17390942199E+05 -4.17390942199E+05 -0.04623  0.03277  0.00980 -0.11756 -0.11526 -0.14835
3   4   1     200  18.4466 13:18:12 -3.61461139425E+05 -3.61461139425E+05  0.00980 -0.04623  0.03277 -0.14835 -0.11756 -0.11526
3   4   1     400  20.3390 13:18:12 -3.54281272303E+05 -3.54281272303E+05  0.00980  0.03277 -0.04623 -0.14835 -0.11526 -0.11756
3   4   1     800  20.7390 13:18:12 -3.58113348186E+05 -3.51086720311E+05 -0.04623  0.00980  0.03277 -0.11756 -0.14835 -0.11526
3   4   1    1600  29.2862 13:18:12 -3.59890686403E+05 -3.51086720311E+05 -0.04623  0.00980  0.03277 -0.11756 -0.14835 -0.11526
3   4   1    3200  35.1652 13:18:12 -3.60756438120E+05 -3.51086720311E+05  0.31798  0.31856 -0.04133 -0.11750 -0.19021 -0.88937
3   4   2    6400  26.6272 13:18:12 -3.52249951714E+05 -3.48599559999E+05  0.38608  0.31964 -0.04656 -0.16886 -0.19420 -0.88937
3   4   3   12800  14.6394 15:18:12 -3.49438888898E+05 -3.46493724642E+05  0.41677  0.31636 -0.05051 -0.18774 -0.19047 -0.88937
3   4   3   15000  16.8314 17:18:12 -3.52358908015E+05 -3.46493724642E+05  0.40867  0.31480 -0.04990 -0.18874 -0.18331 -0.88937
3   4   3   20000  19.1155 20:18:12 -3.50043275057E+05 -3.46493724642E+05  0.31278  0.43279 -0.05346 -0.18230 -0.19785 -0.88937
3   4   4   25600  16.5394 21:18:12 -3.48636310192E+05 -3.46062856265E+05  0.38387  0.32255 -0.04414 -0.17873 -0.21730 -0.88937
3   4   6   45000  10.2267 22:18:12 -3.45603742064E+05 -3.44669500417E+05  0.38104  0.32404 -0.04348 -0.20044 -0.20711 -0.88937
3   4   7   51200  11.8329 22:18:12 -3.50474062091E+05 -3.44669500417E+05  0.39196  0.32317 -0.04495 -0.21610 -0.20218 -0.88937
3   4  10   85000   4.3314 24:18:12 -3.45101303778E+05 -3.44533000167E+05  0.40330  0.32343 -0.04560 -0.20463 -0.22184 -0.88937
3   4  12  102400   3.6496 25:18:12 -3.44995927646E+05 -3.44533000167E+05  0.40682  0.32204 -0.04625 -0.20322 -0.22020 -0.88937
3   4  13  108537   2.6000 25:18:12 -3.44877811176E+05 -3.44533000167E+05  0.40783  0.32221 -0.04624 -0.20872 -0.21883 -0.88937
3   4  13  115000   2.9606 26:18:12 -3.44652339892E+05 -3.44533000167E+05  0.40625  0.32371 -0.04566 -0.21242 -0.22150 -0.88937
3   4  14  118688   3.1000 26:18:12 -3.44849921097E+05 -3.44533000167E+05  0.40322  0.32415 -0.04525 -0.20570 -0.22412 -0.88937
3   4  15  127541   3.8000 26:18:12 -3.44676849009E+05 -3.44533000167E+05  0.40595  0.32356 -0.04564 -0.20955 -0.22238 -0.88937
3   4  15  135000   2.7884 28:18:12 -3.44762194158E+05 -3.44533000167E+05  0.40262  0.32448 -0.04524 -0.20746 -0.22309 -0.88937
3   4  16  137733   2.4000 31:18:12 -3.44768992958E+05 -3.44533000167E+05  0.40787  0.32286 -0.04597 -0.21051 -0.22094 -0.88937
3   4  16  140000   2.2012 34:18:12 -3.44660435983E+05 -3.44533000167E+05  0.40266  0.32380 -0.04529 -0.20654 -0.22250 -0.88937
3   4  16  145000   2.5602 37:18:12 -3.44763721297E+05 -3.44533000167E+05  0.40931  0.32228 -0.04629 -0.21002 -0.21987 -0.88937
3   4  17  146581   1.7000 40:18:12 -3.44533000167E+05 -3.44533000167E+05  0.40787  0.32286 -0.04597 -0.21051 -0.22094 -0.88937
3   4  17  150000   1.9547 41:18:12 -3.44548030476E+05 -3.44533000167E+05  0.40249  0.32457 -0.04520 -0.20491 -0.22441 -0.88937
3   4  19  165810   2.1000 41:18:12 -3.44645730228E+05 -3.44533000167E+05  0.40401  0.32463 -0.04529 -0.20937 -0.22393 -0.88937
3   4  20  176134   1.4000 42:18:12 -3.44548030476E+05 -3.44533000167E+05  0.40401  0.32463 -0.04529 -0.20937 -0.22393 -0.88937
3   4 200  184059   0.0000 42:18:12 -3.44533000167E+05 -3.44533000167E+05  0.40625  0.32371 -0.04566 -0.21242 -0.22150 -0.88937
