K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   4   1       0   1.0000 31:31:12 -4.26558173771E+05 -4.26558173771E+05 -0.06888 -0.05083  0.04519  0.08274  0.00239 -0.11173 -0.09847 -0.16081 -0.16128 -0.12907
5   4   1     100   1.9802 31:31:12 -4.25813589767E+05 -4.25813589767E+05 -0.06888 -0.05083  0.04519  0.08274  0.00239 -0.11173 -0.09847 -0.16081 -0.16128 -0.12907
5   4   1     200  35.8209 31:31:12 -3.98082529328E+05 -3.98082529328E+05  0.04519  0.08274 -0.05083  0.00239 -0.06888 -0.16081 -0.16128 -0.09847 -0.12907 -0.11173
5   4   1     400  42.6434 31:31:12 -3.61515241354E+05 -3.61464958000E+05  0.08274 -0.05083  0.04519  0.00239 -0.06888 -0.16128 -0.09847 -0.16081 -0.12907 -0.11173
5   4   1     800  42.0724 32:31:12 -3.55303515369E+05 -3.55199935796E+05  0.08274 -0.05083  0.04519  0.00239 -0.06888 -0.16128 -0.09847 -0.16081 -0.12907 -0.11173
5   4   1    1600  41.5990 33:31:12 -3.59990447427E+05 -3.53914156478E+05  0.08274  0.04519 -0.06888  0.00239 -0.05083 -0.16128 -0.16081 -0.11173 -0.12907 -0.09847
5   4   1    3200  38.8004 36:31:12 -3.52579383729E+05 -3.52035940583E+05  0.08274  0.04519  0.00239 -0.05083 -0.06888 -0.16128 -0.16081 -0.12907 -0.09847 -0.11173
5   4   1    5000  35.3529 37:31:12 -3.54923687635E+05 -3.51548313182E+05  0.32244  0.28878  1.00000 -0.09637  0.40104 -0.17281 -0.19692  0.00000 -0.88534 -0.47352
5   4   1    6400  34.0259 37:31:12 -3.53392286131E+05 -3.51548313182E+05  0.32244  0.28878 -0.09637  1.00000  0.40104 -0.17281 -0.19692 -0.88534  0.00000 -0.47352
5   4   1   10000  33.0567 39:31:12 -3.54917704882E+05 -3.49757127245E+05  0.40020  0.27703 -0.11160  1.00000  0.39271 -0.23375 -0.20006 -0.88807  0.00000 -0.47352
5   4   2   12800  31.6848 41:31:12 -3.57423832756E+05 -3.49757127245E+05  0.37935  0.35248  0.00221  0.00651  0.36099 -0.16899 -0.19645 -0.89369 -0.88182 -0.21553
5   4   2   15000  31.5127 44:31:12 -3.49020945439E+05 -3.48146102360E+05  0.39608  0.35146  0.00307 -0.00022  0.45372 -0.17159 -0.21393 -0.84900 -0.90504 -0.47352
5   4   3   25600  20.5205 45:31:12 -3.50865631572E+05 -3.48114477077E+05  0.33640  0.40229  0.25743 -0.15164  0.38252 -0.22453 -0.55358 -0.23751 -0.88937 -0.13675
5   4   4   45000  11.6773 46:31:12 -3.47697835475E+05 -3.44914805634E+05  0.33633  0.25917 -0.14629  0.40737  0.40507 -0.22677 -0.21934 -0.88937 -0.37518 -0.55358
5   4   4   51200  12.3448 46:31:12 -3.49101733103E+05 -3.44914805634E+05  0.35615  0.25273 -0.15182  0.43355  0.37062 -0.20636 -0.24964 -0.88937 -0.36320 -0.47352
5   4   5   80000   9.0263 48:31:12 -3.46170907830E+05 -3.43992026053E+05  0.35832  0.23888  0.54214 -0.17696  0.38915 -0.20920 -0.22407 -0.90634 -0.88937 -0.55358
5   4   7  102400   4.0515 49:31:12 -3.44799006449E+05 -3.43992026053E+05  0.37215  0.23416  0.54048 -0.18124  0.35454 -0.22304 -0.21196 -0.90634 -0.88937 -0.47352
5   4   8  115890   3.9000 49:31:12 -3.43992026053E+05 -3.43992026053E+05  0.36314  0.23820  0.54158 -0.17841  0.35609 -0.22038 -0.22117 -0.90634 -0.88937 -0.47352
5   4   9  125000   3.8480 50:31:12 -3.44185616685E+05 -3.43992026053E+05  0.34802  0.23985  0.54245 -0.17618  0.35731 -0.19159 -0.22671 -0.90634 -0.88937 -0.47352
5   4  10  142653   1.7000 50:31:12 -3.44146913084E+05 -3.43992026053E+05  0.36891  0.23742  0.54119 -0.17942  0.35554 -0.22162 -0.22186 -0.90634 -0.88937 -0.47352
5   4  11  155000   2.3725 52:31:12 -3.44007525510E+05 -3.43992026053E+05  0.36342  0.23865  0.54158 -0.17841  0.35609 -0.21363 -0.22452 -0.90634 -0.88937 -0.47352
5   4  11  160000   2.2610 57:31:12 -3.44222890933E+05 -3.43992026053E+05  0.36623  0.23846  0.54149 -0.17865  0.35596 -0.22074 -0.22393 -0.90634 -0.88937 -0.47352
5   4  12  170134   2.4000 58:31:12 -3.44329215878E+05 -3.43992026053E+05  0.36623  0.23846  0.54149 -0.17865  0.35596 -0.22074 -0.22393 -0.90634 -0.88937 -0.47352
5   4  13  178707   2.5000 59:31:12 -3.44132216446E+05 -3.43992026053E+05  0.37462  0.23544  0.54089 -0.18018  0.35512 -0.21911 -0.22116 -0.90634 -0.88937 -0.47352
5   4  13  180000   2.0359 59:31:12 -3.44007525510E+05 -3.43992026053E+05  0.37462  0.23544  0.54089 -0.18018  0.35512 -0.21911 -0.22116 -0.90634 -0.88937 -0.47352
5   4  14  198011   1.4000 00:32:12 -3.44149893717E+05 -3.43992026053E+05  0.35873  0.23949  0.54196 -0.17743  0.35662 -0.20961 -0.22566 -0.90634 -0.88937 -0.47352
5   4  15  215000   1.4129 01:32:12 -3.44007525510E+05 -3.43992026053E+05  0.35236  0.24190  0.54253 -0.17597  0.35742 -0.20828 -0.22912 -0.90634 -0.88937 -0.47352
5   4  16  226134   1.3000 01:32:12 -3.44132216446E+05 -3.43992026053E+05  0.37518  0.23550  0.54077 -0.18049  0.35495 -0.22603 -0.21982 -0.90634 -0.88937 -0.47352
5   4 200  234086   0.0000 02:32:12 -3.43992026053E+05 -3.43992026053E+05  0.36623  0.23846  0.54149 -0.17865  0.35596 -0.22074 -0.22393 -0.90634 -0.88937 -0.47352
