 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10  10   1       0   1.0000 18:28:13 -4.40925273829E+05 -4.40925273829E+05 -0.06130  0.04543 -0.15200 -0.03259  0.15667  0.05788 -0.13911  0.03094  0.16623 -0.08289 -0.14115 -0.10272 -0.13410 -0.11193 -0.13071 -0.18780 -0.06410 -0.16031 -0.18102 -0.07878
10  10   1     100   1.9608 18:28:13 -4.40901779622E+05 -4.40614381595E+05 -0.06130  0.04543 -0.15200 -0.03259  0.15667  0.05788 -0.13911  0.03094  0.16623 -0.08289 -0.14115 -0.10272 -0.13410 -0.11193 -0.13071 -0.18780 -0.06410 -0.16031 -0.18102 -0.07878
10  10   1     200  38.4236 18:28:13 -4.00714474409E+05 -4.00714474409E+05  0.15667  0.03094 -0.03259  0.16623 -0.15200  0.05788 -0.08289 -0.06130 -0.13911  0.04543 -0.13071 -0.16031 -0.11193 -0.18102 -0.13410 -0.18780 -0.07878 -0.14115 -0.06410 -0.10272
10  10   1     400  45.6576 18:28:13 -3.82241114826E+05 -3.81662091773E+05  0.05788  0.16623  0.15667 -0.15200 -0.06130 -0.13911  0.04543  0.03094 -0.03259 -0.08289 -0.18780 -0.18102 -0.13071 -0.13410 -0.14115 -0.06410 -0.10272 -0.16031 -0.11193 -0.07878
10  10   1     800  45.0809 18:28:13 -3.75952982144E+05 -3.75165239866E+05  0.16623  0.04543  0.03094 -0.15200 -0.06130  0.05788 -0.03259  0.15667 -0.13911 -0.08289 -0.18102 -0.10272 -0.16031 -0.13410 -0.14115 -0.18780 -0.11193 -0.13071 -0.06410 -0.07878
10  10   1    1600  45.9139 18:28:13 -3.82495358259E+05 -3.73541589046E+05 -0.15200 -0.08289  0.15667  0.03094 -0.06130  0.16623  0.05788 -0.03259 -0.13911  0.04543 -0.13410 -0.07878 -0.13071 -0.16031 -0.14115 -0.18102 -0.18780 -0.11193 -0.06410 -0.10272
10  10   1    3200  49.1414 18:28:13 -3.74418594105E+05 -3.71963306826E+05 -0.03259 -0.15200  0.15667 -0.08289 -0.13911  0.05788  0.16623  0.03094 -0.06130  0.04543 -0.11193 -0.13410 -0.13071 -0.07878 -0.06410 -0.18780 -0.18102 -0.16031 -0.14115 -0.10272
10  10   1    6400  42.1990 18:28:13 -3.74488909934E+05 -3.67433282790E+05  0.04543 -0.15200 -0.08289 -0.13911  0.05788  0.16623  0.15667 -0.06130 -0.03259  0.03094 -0.10272 -0.13410 -0.07878 -0.06410 -0.18780 -0.18102 -0.13071 -0.14115 -0.11193 -0.16031
10  10   2   12800  34.5995 22:28:13 -3.70259824577E+05 -3.63642309045E+05  0.26445  0.29691  0.49001 -0.13227  0.40453  1.00000  0.35250  0.27085 -0.12725  0.38270 -0.20527 -0.23060 -0.29337 -0.92419 -0.33596  0.00000 -0.19453 -0.32871 -0.85913 -0.47352
10  10   2   15000  34.0438 24:28:13 -3.70807613991E+05 -3.63642309045E+05  0.35250  0.38270  0.49001  0.27085  0.29691 -0.13227  0.40453  1.00000 -0.12725  0.26445 -0.19453 -0.47352 -0.29337 -0.32871 -0.23060 -0.92419 -0.33596  0.00000 -0.85913 -0.20527
10  10   2   25600  33.5114 25:28:13 -3.63369572239E+05 -3.60749765512E+05  0.24917  0.24963  0.34416  0.55120  0.47750 -0.15189  0.41853 -0.15516  0.34482  0.50344 -0.23127 -0.06677 -0.43646 -0.90634 -0.51852 -0.86152 -0.46111 -0.93296 -0.18176 -0.88116
10  10   2   30000  33.6370 29:28:13 -3.65510269969E+05 -3.60509544363E+05  0.34482  0.41853  0.55120  0.24963  0.24917 -0.15189  0.47750 -0.15516  0.50344  0.34416 -0.18176 -0.46111 -0.90634 -0.06677 -0.23127 -0.86152 -0.51852 -0.93296 -0.88116 -0.43646
10  10   2   35000  33.3392 31:28:13 -3.65746244622E+05 -3.58486097135E+05  0.25502  1.00000  0.34078  0.56134  0.32900 -0.12976  0.26415  0.42972 -0.12568  0.51466 -0.09579  0.00000 -0.17364 -0.90634 -0.28408 -0.90284 -0.25604 -0.37274 -0.87301 -0.88116
10  10   3   45000  19.6210 33:28:13 -3.62757443508E+05 -3.56070420957E+05  0.43582  1.00000  0.25654  0.50309 -0.27735  0.35362  0.17293  0.26630  0.30202  0.53153 -0.67994  0.00000 -0.28753 -0.90634 -0.88937 -0.42215 -0.23790 -0.21491 -0.47352 -0.83914
10  10   3   50000  20.4511 37:28:13 -3.61983045479E+05 -3.56070420957E+05  0.43582  1.00000  0.50309 -0.27735  0.35362  0.30202  0.17293  0.26630  0.53153  0.25654 -0.67994  0.00000 -0.90634 -0.88937 -0.42215 -0.47352 -0.23790 -0.21491 -0.83914 -0.28753
10  10   3   51200  20.6838 37:28:13 -3.60473809075E+05 -3.56070420957E+05  0.27899  0.20815  0.52485  0.33007 -0.22142  0.39673  1.00000  1.00000  0.33259  1.00000 -0.19693 -0.21727 -0.90634 -0.40350 -0.88937 -0.38607  0.00000  0.00000 -0.47352  0.00000
10  10   3   65000  20.9931 43:28:13 -3.63793871223E+05 -3.56070420957E+05  0.34286  1.00000  0.22678  0.53304 -0.20036  1.00000  1.00000  0.25543  0.34409  1.00000 -0.20604  0.00000 -0.25516 -0.90634 -0.88937  0.00000  0.00000 -0.21980 -0.47352  0.00000
10  10   5   95000  20.1705 45:28:13 -3.61347384229E+05 -3.56070420957E+05  0.34205  1.00000 -0.08623  0.57819  0.30322  0.52109 -0.08035  1.00000  1.00000  0.40751 -0.17728  0.00000 -0.88445 -0.90634 -0.22756 -0.67994 -0.89945  0.00000  0.00000 -0.47352
10  10   5  102400  15.6021 45:28:13 -3.61184086929E+05 -3.56070420957E+05  0.34205  1.00000  1.00000  0.57819  1.00000  0.52109 -0.08035  0.30322 -0.08623  0.40751 -0.17728  0.00000  0.00000 -0.90634  0.00000 -0.67994 -0.89945 -0.22756 -0.88445 -0.47352
10  10   5  125000  16.0707 47:28:13 -3.57971184902E+05 -3.54936335801E+05  0.31296  0.53186  0.50175 -0.28079  0.30654  0.48983  0.17276  0.30015  0.17905  1.00000 -0.22114 -0.86962 -0.90634 -0.88937 -0.35291 -0.87135 -0.28169 -0.47352 -0.16556  0.00000
