 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   5   1       0   1.0000 53:21:13 -4.35889362544E+05 -4.35889362544E+05 -0.05231 -0.12715  0.01788  0.17018  0.17733  0.15415  0.04593 -0.06167 -0.28560  0.06070 -0.12558 -0.10662 -0.14409 -0.08924 -0.16320 -0.08030 -0.18371 -0.10977 -0.22293 -0.15037
10   5   1     100   2.9412 53:21:13 -4.35439172508E+05 -4.35417524007E+05 -0.05231 -0.12715  0.01788  0.17018  0.17733  0.15415  0.04593 -0.06167 -0.28560  0.06070 -0.12558 -0.10662 -0.14409 -0.08924 -0.16320 -0.08030 -0.18371 -0.10977 -0.22293 -0.15037
10   5   1     200  37.1287 53:21:13 -3.90841522393E+05 -3.90841522393E+05  0.17733  0.15415 -0.12715  0.17018  0.04593  0.01788 -0.05231 -0.06167  0.06070 -0.28560 -0.16320 -0.08030 -0.10662 -0.08924 -0.18371 -0.14409 -0.12558 -0.10977 -0.15037 -0.22293
10   5   1     400  41.2935 53:21:13 -3.73067464339E+05 -3.72385042698E+05  0.15415  0.06070  0.17018  0.17733 -0.06167  0.04593 -0.05231 -0.12715 -0.28560  0.01788 -0.08030 -0.15037 -0.08924 -0.16320 -0.10977 -0.18371 -0.12558 -0.10662 -0.22293 -0.14409
10   5   1     800  39.1521 53:21:13 -3.72410424856E+05 -3.67776824075E+05  0.17018  0.15415 -0.28560  0.04593 -0.06167 -0.12715  0.17733 -0.05231  0.06070  0.01788 -0.08924 -0.08030 -0.22293 -0.18371 -0.10977 -0.10662 -0.16320 -0.12558 -0.15037 -0.14409
10   5   1    1600  41.9476 53:21:13 -3.65680430496E+05 -3.63486355938E+05  0.15415  0.17018  0.17733  0.04593 -0.28560 -0.06167  0.06070 -0.12715 -0.05231  0.01788 -0.08030 -0.08924 -0.16320 -0.18371 -0.22293 -0.10977 -0.15037 -0.10662 -0.12558 -0.14409
10   5   1    3200  37.9138 53:21:13 -3.66736802392E+05 -3.62439151443E+05 -0.06167  0.06070  0.04593 -0.28560 -0.05231 -0.12715  0.17018  0.17733  0.15415  0.01788 -0.10977 -0.15037 -0.18371 -0.22293 -0.12558 -0.10662 -0.08924 -0.16320 -0.08030 -0.14409
10   5   1    6400  36.3480 54:21:13 -3.63003712694E+05 -3.59922811643E+05  0.15415  0.04593 -0.28560 -0.05231  0.17018 -0.12715  0.06070 -0.06167  0.17733  0.01788 -0.08030 -0.18371 -0.22293 -0.12558 -0.08924 -0.10662 -0.15037 -0.10977 -0.16320 -0.14409
10   5   1   10000  34.3031 55:21:13 -3.67603429804E+05 -3.59922811643E+05  0.15415  0.06070 -0.28560  0.04593 -0.12715 -0.06167  0.17018 -0.05231  0.01788  0.17733 -0.08030 -0.15037 -0.22293 -0.18371 -0.10662 -0.10977 -0.08924 -0.12558 -0.14409 -0.16320
10   5   1   12800  34.6665 57:21:13 -3.63353023157E+05 -3.59922811643E+05  1.00000  0.32254  0.52208  0.26574 -0.11753  1.00000  0.29194  0.37398 -0.10376  0.33296  0.00000 -0.22085 -0.67837 -0.21871 -0.82589  0.00000 -0.19763 -0.21081 -0.90500 -0.31622
10   5   1   15000  35.0287 58:21:13 -3.70477117832E+05 -3.59922811643E+05  0.37398  0.32254  0.52208  1.00000 -0.10376  0.26574 -0.11753  1.00000  0.29194  0.33296 -0.21081 -0.22085 -0.67837  0.00000 -0.90500 -0.21871 -0.82589  0.00000 -0.19763 -0.31622
10   5   1   20000  35.4515 00:22:13 -3.64829881167E+05 -3.59922811643E+05  0.37398  0.26574  1.00000  0.52208  1.00000 -0.11753 -0.10376  0.29194  0.32254  0.33296 -0.21081 -0.21871  0.00000 -0.67837  0.00000 -0.82589 -0.90500 -0.19763 -0.22085 -0.31622
10   5   1   25600  35.8136 00:22:13 -3.64819938499E+05 -3.59922811643E+05  0.37210  0.45647  0.54849  0.24721 -0.16248  0.53769  0.29149 -0.15853  1.00000  0.39762 -0.21327 -0.42902 -0.90634 -0.21227 -0.89780 -0.87135 -0.21062 -0.87972  0.00000 -0.55358
10   5   1   30000  35.4910 04:22:13 -3.63063735144E+05 -3.59436609094E+05  0.37210  0.24721  0.54849  0.29149 -0.15853  0.53769  1.00000 -0.16248  0.45647  0.39762 -0.21327 -0.21227 -0.90634 -0.21062 -0.87972 -0.87135  0.00000 -0.89780 -0.42902 -0.55358
