K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   2   1       0   1.0000 18:13:12 -4.15966037157E+05 -4.15966037157E+05 -0.06913  0.07268 -0.14479 -0.11392
2   2   1     100   1.0000 18:13:12 -4.14266269732E+05 -4.14266269732E+05 -0.06913  0.07268 -0.14479 -0.11392
2   2   1     200  41.0000 18:13:12 -4.08654937682E+05 -4.06654991514E+05  0.07268 -0.06913 -0.11392 -0.14479
2   2   1     400  51.0000 18:13:12 -3.92336652501E+05 -3.88624843084E+05  0.07268 -0.06913 -0.11392 -0.14479
2   2   1     800  62.7500 18:13:12 -4.13963584061E+05 -3.86172175048E+05 -0.06913  0.07268 -0.14479 -0.11392
2   2   2    1600  74.4792 18:13:12 -4.03506680134E+05 -3.86172175048E+05  0.09842 -0.08768 -0.13501 -0.13411
2   2   3    3200  52.1872 18:13:12 -4.04966748708E+05 -3.60464031337E+05 -0.13616  0.16172 -0.14691 -0.13781
2   2   4    6400  45.2860 18:13:12 -3.60458593755E+05 -3.53963271449E+05  0.26578 -0.16129 -0.14812 -0.24565
2   2   6   12800  29.9385 19:13:12 -3.77952849314E+05 -3.53963271449E+05  0.30806 -0.14231 -0.15198 -0.33634
2   2   6   15000  30.3085 20:13:12 -3.60420390229E+05 -3.53963271449E+05  0.19860 -0.13938 -0.14211 -0.18921
2   2   7   20000   4.0167 22:13:12 -3.55343702881E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
2   2   9   25600   0.0000 24:13:12 -3.53963271449E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
2   2 200   29093   0.0000 24:13:12 -3.53963271449E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
