K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   3   1       0   1.0000 25:13:12 -4.18265313419E+05 -4.18265313419E+05  0.01886 -0.01905 -0.11180 -0.14424
2   3   1     100   1.0000 25:13:12 -4.18189909884E+05 -4.18189909884E+05  0.01886 -0.01905 -0.11180 -0.14424
2   3   1     200  30.0000 25:13:12 -4.08640741070E+05 -4.08638389482E+05  0.01886 -0.01905 -0.11180 -0.14424
2   3   1     400  26.7500 25:13:12 -3.53963271449E+05 -3.53963271449E+05  0.01886 -0.01905 -0.11180 -0.14424
2   3   1     800  13.3750 25:13:12 -3.53963271449E+05 -3.53963271449E+05  0.01886 -0.01905 -0.11180 -0.14424
2   3   1    1600   7.0625 25:13:12 -3.55994769798E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
2   3   1    3200  20.2188 25:13:12 -4.09008985290E+05 -3.53963271449E+05 -0.06481  0.33735 -0.55265 -0.14803
2   3   4    6400  69.8073 25:13:12 -4.00388950865E+05 -3.53963271449E+05  0.17645 -0.14192 -0.14570 -0.15121
2   3   6   12800  29.1625 25:13:12 -3.65498316782E+05 -3.53963271449E+05  0.35269  0.04258 -0.14241 -0.88022
2   3   8   25600   2.1409 25:13:12 -3.53963271449E+05 -3.53963271449E+05  0.35772 -0.03103 -0.14877 -0.66824
2   3 200   37160   0.0000 26:13:12 -3.53963271449E+05 -3.53963271449E+05  0.04045  0.37081 -0.88937 -0.14726
