 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   9   1       0   1.0000 09:27:13 -4.44268712300E+05 -4.44268712300E+05 -0.13173 -0.05409  0.04952  0.03384  0.03179  0.04806 -0.03028  0.05274 -0.06392  0.01365 -0.08725 -0.13817 -0.07681 -0.15599 -0.16859 -0.05634 -0.09322 -0.21109 -0.12753 -0.12594
10   9   1     100   2.9412 09:27:13 -4.41026698572E+05 -4.41026698572E+05 -0.13173 -0.05409  0.04952  0.03384  0.03179  0.04806 -0.03028  0.05274 -0.06392  0.01365 -0.08725 -0.13817 -0.07681 -0.15599 -0.16859 -0.05634 -0.09322 -0.21109 -0.12753 -0.12594
10   9   1     200  37.6238 09:27:13 -3.92263466001E+05 -3.92225126680E+05 -0.03028  0.05274  0.04806  0.03179  0.01365  0.04952 -0.13173 -0.06392  0.03384 -0.05409 -0.09322 -0.21109 -0.05634 -0.16859 -0.12594 -0.07681 -0.08725 -0.12753 -0.15599 -0.13817
10   9   1     400  48.7562 09:27:13 -3.74969420553E+05 -3.74969420553E+05  0.03179 -0.03028  0.05274  0.04952  0.01365 -0.06392  0.04806 -0.13173  0.03384 -0.05409 -0.16859 -0.09322 -0.21109 -0.07681 -0.12594 -0.12753 -0.05634 -0.08725 -0.15599 -0.13817
10   9   1     800  44.0150 09:27:13 -3.74899368669E+05 -3.72551269859E+05 -0.03028 -0.06392  0.01365  0.04806 -0.13173  0.05274  0.03384  0.03179 -0.05409  0.04952 -0.09322 -0.12753 -0.12594 -0.05634 -0.08725 -0.21109 -0.15599 -0.16859 -0.13817 -0.07681
10   9   1    1600  41.7603 09:27:13 -3.69867094052E+05 -3.69757397878E+05 -0.03028 -0.06392  0.04806  0.05274 -0.05409  0.03179  0.03384  0.01365 -0.13173  0.04952 -0.09322 -0.12753 -0.05634 -0.21109 -0.13817 -0.16859 -0.15599 -0.12594 -0.08725 -0.07681
10   9   1    3200  40.7245 09:27:13 -3.74062522805E+05 -3.67943228351E+05 -0.03028 -0.06392  0.03179 -0.13173  0.01365  0.03384  0.05274  0.04806  0.04952 -0.05409 -0.09322 -0.12753 -0.16859 -0.08725 -0.12594 -0.15599 -0.21109 -0.05634 -0.07681 -0.13817
10   9   2    6400  35.4293 09:27:13 -3.67884005896E+05 -3.65889955462E+05  0.03179  0.04806  0.01365 -0.06392  0.05274 -0.05409 -0.03028 -0.13173  0.03384  0.04952 -0.16859 -0.05634 -0.12594 -0.12753 -0.21109 -0.13817 -0.09322 -0.08725 -0.15599 -0.07681
10   9   2   12800  32.4513 11:27:13 -3.65157897398E+05 -3.61612841556E+05  0.26386  0.37023  0.33751  0.26507  0.55904  1.00000 -0.13540 -0.12986  0.32284  0.51212 -0.19886 -0.29531 -0.18768 -0.22090 -0.90634  0.00000 -0.89434 -0.88261 -0.18273 -0.88116
10   9   2   15000  33.0927 13:27:13 -3.65061493516E+05 -3.61612841556E+05  0.26386  0.32284  0.37023  0.26507  0.55904  0.33751 -0.13540 -0.12986  0.51212  1.00000 -0.19886 -0.18273 -0.29531 -0.22090 -0.90634 -0.18768 -0.89434 -0.88261 -0.88116  0.00000
10   9   2   20000  33.1074 15:27:13 -3.66956012277E+05 -3.59709081528E+05  0.37023  0.33751  0.55904  0.26507 -0.12986  0.32284  0.26386  1.00000 -0.13540  0.51212 -0.29531 -0.18768 -0.90634 -0.22090 -0.88261 -0.18273 -0.19886  0.00000 -0.89434 -0.88116
10   9   2   25600  33.1166 16:27:13 -3.66156892069E+05 -3.59709081528E+05  0.29259  0.31976  0.59502 -0.05076  0.41966  0.37459 -0.03680  1.00000 -0.03603  0.55260 -0.06176 -0.20733 -0.89912 -0.90785 -0.26611 -0.18293 -0.92031  0.00000 -0.86012 -0.88116
10   9   2   30000  33.4535 17:27:13 -3.67493990920E+05 -3.59685008874E+05  0.29259  0.31976  0.37459  0.59502  0.41966 -0.03680  1.00000 -0.03603  0.55260 -0.05076 -0.06176 -0.20733 -0.18293 -0.89912 -0.26611 -0.92031  0.00000 -0.86012 -0.88116 -0.90785
10   9   3   35000  28.6275 21:27:13 -3.65328417866E+05 -3.59685008874E+05  0.26998  0.30033  0.56573 -0.11297 -0.13494  0.26416  0.30690  1.00000  0.36619  1.00000 -0.16869  0.08060 -0.90634 -0.90903 -0.85938 -0.42698 -0.16930  0.00000 -0.35381  0.00000
10   9   3   50000  30.1436 25:27:13 -3.67029412365E+05 -3.59685008874E+05  1.00000  1.00000  0.38291  0.59172  0.32210  1.00000 -0.05149  1.00000 -0.04787  0.45530  0.00000  0.00000 -0.17205 -0.90634 -0.22191  0.00000 -0.90119  0.00000 -0.87882 -0.55358
10   9   3   51200  30.2439 26:27:13 -3.65612727191E+05 -3.59685008874E+05  0.36644  0.31623  0.59201 -0.04463  1.00000  1.00000  1.00000 -0.05618  0.54859  1.00000 -0.16630 -0.19597 -0.90634 -0.91860  0.00000  0.00000  0.00000 -0.88051 -0.88116  0.00000
10   9   3   55000  30.8849 28:27:13 -3.69989028948E+05 -3.59685008874E+05  0.59201  0.31623 -0.04463 -0.05618  1.00000  1.00000  0.36644  1.00000  0.54859  1.00000 -0.90634 -0.19597 -0.91860 -0.88051  0.00000  0.00000 -0.16630  0.00000 -0.88116  0.00000
10   9   3   65000  30.9478 30:27:13 -3.68785810605E+05 -3.59685008874E+05  0.41053  0.34812  1.00000 -0.00656 -0.00046  1.00000  1.00000  1.00000  0.56846  1.00000 -0.21192 -0.19916  0.00000 -0.92739 -0.87063  0.00000  0.00000  0.00000 -0.88116  0.00000
10   9   4   70000  22.0366 34:27:13 -3.71058165694E+05 -3.59685008874E+05  0.41053  0.34812 -0.00656  1.00000 -0.00046  1.00000  1.00000  1.00000  1.00000  0.56846 -0.21192 -0.19916 -0.92739  0.00000 -0.87063  0.00000  0.00000  0.00000  0.00000 -0.88116
10   9   5  102400  17.6127 35:27:13 -3.63252159850E+05 -3.54468021300E+05  0.31125  0.26813  1.00000  0.55471 -0.15087  0.41745  0.54406 -0.14196  0.55304  0.37454 -0.20808 -0.24745  0.00000 -0.90634 -0.87694 -0.34148 -0.87135 -0.89494 -0.79253 -0.47352
10   9   5  105000  17.2877 36:27:13 -3.58117462867E+05 -3.54468021300E+05  0.26813 -0.15087  0.31125  1.00000  0.55471 -0.14196  0.41745  0.54406  0.55304  0.37454 -0.24745 -0.87694 -0.20808  0.00000 -0.90634 -0.89494 -0.34148 -0.87135 -0.79253 -0.47352
10   9   6  129112   8.5000 37:27:13 -3.56172038966E+05 -3.54468021300E+05  0.27588  1.00000  0.50245  0.50407 -0.27482  0.30851  0.49220  1.00000  0.30341  0.17691 -0.21578  0.00000 -0.72747 -0.90634 -0.88937 -0.28665 -0.87135  0.00000 -0.47352 -0.25002
10   9   6  135000  10.3762 38:27:13 -3.57067156397E+05 -3.54468021300E+05  0.29026  0.17474  1.00000  0.49112  0.50302  1.00000 -0.27753  0.35770  0.30193  0.42140 -0.20375 -0.26494  0.00000 -0.87135 -0.90634  0.00000 -0.88937 -0.39855 -0.47352 -0.51852
10   9   6  170000  11.9262 40:27:13 -3.58000293374E+05 -3.54317445320E+05  0.35557  0.32421  0.26162  0.56006  0.43600  1.00000  0.43141 -0.12525 -0.13466  0.41305 -0.19018 -0.26448 -0.26723 -0.90634 -0.43686  0.00000 -0.39855 -0.94776 -0.85736 -0.55358
10   9   7  173859  10.3000 40:27:13 -3.56525039230E+05 -3.54317445320E+05  0.31110  0.18216  0.50703 -0.26722  0.34485  0.36802  1.00000  0.23736  0.45457  1.00000 -0.21144 -0.27050 -0.90634 -0.88937 -0.37518 -0.43686  0.00000 -0.20988 -0.88116  0.00000
10   9   7  210000  11.1083 42:27:13 -3.56115538933E+05 -3.52899796762E+05  0.30134  0.16747  0.43198  0.49971 -0.28604  0.33512  0.34486  1.00000  0.44647  0.49807 -0.21337 -0.26599 -0.67994 -0.90634 -0.88937 -0.37518 -0.56726  0.00000 -0.88116 -0.72747
10   9   8  213974   9.3000 42:27:13 -3.55113052701E+05 -3.52899796762E+05  0.37383  0.26274  0.43195  0.55690 -0.13520  0.42734 -0.13939  0.58227  1.00000  0.50975 -0.21498 -0.26420 -0.43686 -0.90634 -0.83829 -0.39855 -0.89757 -0.83914  0.00000 -0.88116
10   9   9  237476   3.2000 43:27:13 -3.54998480586E+05 -3.52899796762E+05  0.30364  0.47595  0.17161  0.50047 -0.28407  0.35441  0.36543  0.34586  0.35557  0.44732 -0.22244 -0.91966 -0.24700 -0.90634 -0.88937 -0.39855 -0.44816 -0.56726 -0.88352 -0.88116
10   9   9  245000  11.6303 44:27:13 -3.54209483325E+05 -3.52899796762E+05  0.30694  0.15942  0.49420  0.49585  0.51434 -0.29595  0.34844  0.42760  0.33981  0.44220 -0.21582 -0.26811 -0.72747 -0.90634 -0.81434 -0.88937 -0.39855 -0.67994 -0.56726 -0.88116
10   9  10  266416   3.5000 45:27:13 -3.55207308017E+05 -3.52899796762E+05  0.26032  0.17943  0.49914  0.50078 -0.28330  0.35480  0.43319  0.34625  1.00000  0.44765 -0.22061 -0.26223 -0.72747 -0.90634 -0.88937 -0.39855 -0.67994 -0.56726  0.00000 -0.88116
10   9  10  280000   5.0175 46:27:13 -3.55478007509E+05 -3.52899796762E+05  0.30145  0.16931  0.49771  0.49935 -0.28703  0.35296  0.43157  1.00000  0.44607  0.34439 -0.21472 -0.26765 -0.72747 -0.90634 -0.90477 -0.39855 -0.67994  0.00000 -0.88116 -0.56726
10   9  11  288833   7.4000 46:27:13 -3.53567599254E+05 -3.52899796762E+05  0.30156  1.00000  0.17685  0.50159  0.50322 -0.27684  0.35796  0.43597  0.30221  1.00000 -0.21241  0.00000 -0.27054 -0.72747 -0.90634 -0.91930 -0.39855 -0.67994 -0.47352  0.00000
10   9  11  300000  15.5196 48:27:13 -3.55504721127E+05 -3.52609897016E+05  0.32443  0.21088  0.49082  0.49248  0.14839 -0.30463  0.34407  0.42377  0.28712  0.51108 -0.22481 -0.23845 -0.72747 -0.90634 -0.33055 -0.88937 -0.39855 -0.67994 -0.47352 -0.81434
10   9  12  321118   7.0000 49:27:13 -3.53891892700E+05 -3.52609897016E+05  0.32710  0.21620  0.15096  0.49426  0.49591 -0.29581  0.33007  0.48384  0.33988  0.44226 -0.22432 -0.22023 -0.30099 -0.72747 -0.90634 -0.88937 -0.37518 -0.87135 -0.56726 -0.88116
10   9  12  330000  13.7281 50:27:13 -3.53326274083E+05 -3.52609897016E+05  0.35818  0.19754  0.49195  0.49361  0.15993 -0.30172  0.34554  0.48149  0.33687  0.43972 -0.24390 -0.23419 -0.72747 -0.90634 -0.31951 -0.88937 -0.39855 -0.87135 -0.56726 -0.88116
10   9  13  365000  15.9166 52:27:13 -3.53710737639E+05 -3.52609897016E+05  0.35389  0.21252  0.15603  0.49267  0.49432 -0.29989  0.36073  0.42587  0.33781  0.44051 -0.24720 -0.22617 -0.32104 -0.72747 -0.90634 -0.88937 -0.36320 -0.67994 -0.56726 -0.88116
10   9  14  372831   3.3000 52:27:13 -3.52984371398E+05 -3.52609897016E+05  0.35389  0.21252  0.15603  0.49267  0.49432 -0.29989  0.36073  0.42587  0.33781  0.44051 -0.24720 -0.22617 -0.32104 -0.72747 -0.90634 -0.88937 -0.36320 -0.67994 -0.56726 -0.88116
10   9  15  394485   1.8000 54:27:13 -3.53221649999E+05 -3.52609897016E+05  0.34818  0.21711  0.16173  0.49563  0.49727 -0.29219  0.33188  0.42921  1.00000  0.29385 -0.23833 -0.22617 -0.33851 -0.72747 -0.90634 -0.90159 -0.37518 -0.67994  0.00000 -0.47352
10   9  15  395000   1.7555 54:27:13 -3.53115574686E+05 -3.52609897016E+05  0.36791  0.21315  0.16405  0.41403  0.49669 -0.29387  0.33111  0.48465  1.00000  0.29304 -0.24435 -0.22934 -0.32523 -0.51852 -0.90634 -0.90477 -0.37518 -0.87135  0.00000 -0.47352
10   9  16  403160   2.4000 54:27:13 -3.53013611518E+05 -3.52609897016E+05  0.36791  0.21315  0.16405  0.41403  0.49669 -0.29387  0.33111  0.48465  0.29304  1.00000 -0.24435 -0.22934 -0.32523 -0.51852 -0.90634 -0.90477 -0.37518 -0.87135 -0.47352  0.00000
10   9  16  425000   2.2129 56:27:13 -3.52879414613E+05 -3.52609897016E+05  0.35522  0.20917  0.16148  0.49490  0.49655 -0.29424  0.34933  0.42839  1.00000  0.29283 -0.24161 -0.21160 -0.34599 -0.72747 -0.90634 -0.90477 -0.39855 -0.67994  0.00000 -0.47352
10   9  17  430816   1.0000 56:27:13 -3.52892037640E+05 -3.52609897016E+05  0.36164  0.21349  0.16205  0.49469  0.49634 -0.29136  0.34907  0.42816  0.29254  1.00000 -0.24390 -0.22505 -0.33012 -0.72747 -0.90634 -0.89200 -0.39855 -0.67994 -0.47352  0.00000
10   9  17  455000   1.7025 58:27:13 -3.53059971195E+05 -3.52609897016E+05  0.36222  0.21341  0.16349  0.49464  0.49629 -0.29472  0.34900  0.42810  0.29247  1.00000 -0.24236 -0.22505 -0.32282 -0.72747 -0.90634 -0.90159 -0.39855 -0.67994 -0.47352  0.00000
10   9  18  458044   0.8000 58:27:13 -3.52885800995E+05 -3.52609897016E+05  0.35312  0.21391  0.16169  0.49496  0.49661 -0.29390  0.34941  0.42846  1.00000  0.29292 -0.23990 -0.22505 -0.33372 -0.72747 -0.90634 -0.90159 -0.39855 -0.67994  0.00000 -0.47352
10   9  19  485969   1.2000 59:27:13 -3.52961004139E+05 -3.52609897016E+05  0.36082  0.21657  0.16297  0.49528  0.49693 -0.29308  0.33142  0.42882  1.00000  0.29337 -0.24168 -0.22617 -0.32965 -0.72747 -0.90634 -0.90159 -0.37518 -0.67994  0.00000 -0.47352
10   9  19  490000   1.4227 00:28:13 -3.53002326950E+05 -3.52609897016E+05  0.36082  0.21657  0.16297  0.49528  0.49693 -0.29308  0.33142  0.42882  0.29337  1.00000 -0.24168 -0.22617 -0.32965 -0.72747 -0.90634 -0.90159 -0.37518 -0.67994 -0.47352  0.00000
10   9  20  513946   1.3000 01:28:13 -3.52985656231E+05 -3.52609897016E+05  0.35551  0.21633  0.15940  0.49513  0.49677 -0.29366  0.34963  0.42865  1.00000  0.29315 -0.24161 -0.22617 -0.32713 -0.72747 -0.90634 -0.90477 -0.39855 -0.67994  0.00000 -0.47352
10   9  20  520000   1.0113 02:28:13 -3.53082230825E+05 -3.52609897016E+05  0.36184  0.21374  0.16231  0.49485  0.49650 -0.29436  0.34927  0.42834  0.29277  1.00000 -0.24390 -0.22505 -0.33012 -0.72747 -0.90634 -0.90477 -0.39855 -0.67994 -0.47352  0.00000
10   9  21  522850   1.1000 02:28:13 -3.52885800995E+05 -3.52609897016E+05  0.36184  0.21374  0.16231  0.49485  0.49650 -0.29436  0.34927  0.42834  1.00000  0.29277 -0.24390 -0.22505 -0.33012 -0.72747 -0.90634 -0.90477 -0.39855 -0.67994  0.00000 -0.47352
10   9  21  540000   0.8566 04:28:13 -3.52858776141E+05 -3.52609897016E+05  0.35538  0.21401  0.16150  0.49502  0.49667 -0.29392  0.34949  0.42853  1.00000  0.29301 -0.24161 -0.22505 -0.33451 -0.72747 -0.90634 -0.90477 -0.39855 -0.67994  0.00000 -0.47352
