 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   6   1       0   1.0000 12:23:13 -4.41457882063E+05 -4.41457882063E+05 -0.05111 -0.04078  0.03419  0.15481  0.04569 -0.07190 -0.06187 -0.06250  0.18461 -0.15417 -0.07902 -0.10107 -0.11063 -0.22012 -0.17166 -0.06066 -0.07916 -0.12039 -0.17001 -0.16838
10   6   1     100   0.0000 12:23:13 -4.41457882063E+05 -4.41457882063E+05 -0.05111 -0.04078  0.03419  0.15481  0.04569 -0.07190 -0.06187 -0.06250  0.18461 -0.15417 -0.07902 -0.10107 -0.11063 -0.22012 -0.17166 -0.06066 -0.07916 -0.12039 -0.17001 -0.16838
10   6   1     200  36.2745 12:23:13 -4.03080135779E+05 -4.03076702195E+05  0.15481 -0.04078  0.03419  0.18461  0.04569 -0.06187 -0.07190 -0.06250 -0.05111 -0.15417 -0.22012 -0.10107 -0.11063 -0.17001 -0.17166 -0.07916 -0.06066 -0.12039 -0.07902 -0.16838
10   6   1     400  45.7921 12:23:13 -3.76255758631E+05 -3.76131898816E+05  0.15481  0.03419  0.18461  0.04569 -0.06187 -0.06250 -0.15417 -0.04078 -0.07190 -0.05111 -0.22012 -0.11063 -0.17001 -0.17166 -0.07916 -0.12039 -0.16838 -0.10107 -0.06066 -0.07902
10   6   1     800  40.0498 13:23:13 -3.71162022423E+05 -3.70935443126E+05  0.15481  0.03419  0.18461 -0.06250 -0.15417  0.04569 -0.04078 -0.07190 -0.06187 -0.05111 -0.22012 -0.11063 -0.17001 -0.12039 -0.16838 -0.17166 -0.10107 -0.06066 -0.07916 -0.07902
10   6   1    1600  41.3965 13:23:13 -3.77469420159E+05 -3.70935443126E+05  0.18461  0.04569  0.15481  0.03419 -0.15417 -0.05111 -0.06250 -0.04078 -0.07190 -0.06187 -0.17001 -0.17166 -0.22012 -0.11063 -0.16838 -0.07902 -0.12039 -0.10107 -0.06066 -0.07916
10   6   1    3200  44.8502 13:23:13 -3.75930932534E+05 -3.66677940738E+05 -0.06250  0.03419  0.04569  0.15481 -0.04078 -0.05111 -0.07190  0.18461 -0.15417 -0.06187 -0.12039 -0.11063 -0.17166 -0.22012 -0.10107 -0.07902 -0.06066 -0.17001 -0.16838 -0.07916
10   6   2    6400  34.3210 13:23:13 -3.72986274003E+05 -3.66677940738E+05  0.04569  0.15481 -0.07190 -0.15417 -0.05111 -0.04078  0.18461  0.03419 -0.06187 -0.06250 -0.17166 -0.22012 -0.06066 -0.16838 -0.07902 -0.10107 -0.17001 -0.11063 -0.07916 -0.12039
10   6   2   10000  32.1911 15:23:13 -3.67908869396E+05 -3.65676567825E+05  0.03419 -0.06250 -0.07190  0.18461 -0.15417 -0.04078  0.04569 -0.05111  0.15481 -0.06187 -0.11063 -0.12039 -0.06066 -0.17001 -0.16838 -0.10107 -0.17166 -0.07902 -0.22012 -0.07916
10   6   2   12800  31.2935 18:23:13 -3.65576497262E+05 -3.65309642050E+05  0.34586  0.35927  1.00000  0.27820 -0.11501  0.47134  0.24046  0.51896  0.25223 -0.11860 -0.28758 -0.20911  0.00000 -0.21984 -0.85747 -0.84868 -0.13390 -0.88116 -0.28547 -0.89678
