K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   1   1       0   1.0000 48:03:13 -4.40550904356E+05 -4.40550904356E+05 -0.09873  0.07039  0.04941  0.05371 -0.04224 -0.06643  0.05405 -0.11350  0.06104 -0.07300 -0.12628 -0.14830 -0.15207 -0.11458 -0.16526 -0.13820 -0.07294 -0.14622
9   1   1     100   1.0000 48:03:13 -4.38760507196E+05 -4.38760507196E+05 -0.09873  0.07039  0.04941  0.05371 -0.04224 -0.06643  0.05405 -0.11350  0.06104 -0.07300 -0.12628 -0.14830 -0.15207 -0.11458 -0.16526 -0.13820 -0.07294 -0.14622
9   1   1     200  38.5000 48:03:13 -3.97028408746E+05 -3.97006751586E+05  0.05405  0.04941  0.05371 -0.09873  0.07039 -0.06643 -0.11350 -0.04224  0.06104 -0.13820 -0.14830 -0.15207 -0.07300 -0.12628 -0.16526 -0.07294 -0.11458 -0.14622
9   1   1     400  42.0000 48:03:13 -3.80275787610E+05 -3.79684932872E+05  0.05371  0.04941  0.07039 -0.09873  0.05405 -0.11350 -0.04224 -0.06643  0.06104 -0.15207 -0.14830 -0.12628 -0.07300 -0.13820 -0.07294 -0.11458 -0.16526 -0.14622
9   1   1     800  38.8750 48:03:13 -3.73272044482E+05 -3.67451577019E+05  0.05371  0.04941  0.07039 -0.11350  0.05405 -0.06643 -0.04224  0.06104 -0.09873 -0.15207 -0.14830 -0.12628 -0.07294 -0.13820 -0.16526 -0.11458 -0.14622 -0.07300
9   1   1    1600  45.6250 48:03:13 -3.67791340750E+05 -3.67215212509E+05  0.05405  0.04941  0.05371  0.07039  0.06104 -0.06643 -0.11350 -0.04224 -0.09873 -0.13820 -0.14830 -0.15207 -0.12628 -0.14622 -0.16526 -0.07294 -0.11458 -0.07300
9   1   1    3200  42.5938 48:03:13 -3.64873474960E+05 -3.63347463243E+05  0.05405  0.05371  0.07039 -0.06643 -0.11350  0.06104 -0.04224  0.04941 -0.09873 -0.13820 -0.15207 -0.12628 -0.16526 -0.07294 -0.14622 -0.11458 -0.14830 -0.07300
9   1   2    6400  34.3511 48:03:13 -3.67886852074E+05 -3.63221573563E+05 -0.06643  0.05405  0.04941 -0.11350  0.05371 -0.04224  0.06104  0.07039 -0.09873 -0.16526 -0.13820 -0.14830 -0.07294 -0.15207 -0.11458 -0.14622 -0.12628 -0.07300
9   1   2   12800  32.9859 51:03:13 -3.62329601487E+05 -3.60224215525E+05  0.44108  0.28610  0.35000  1.00000  0.47305 -0.09339 -0.09997  0.30894  0.52777 -0.56726 -0.21960 -0.17752  0.00000 -0.50353 -0.94070 -0.87816 -0.22042 -0.88116
9   1   2   15000  33.5924 52:03:13 -3.68357135104E+05 -3.60224215525E+05  0.44108  0.30894  0.35000 -0.09997  0.47305  1.00000  0.28610  0.52777 -0.09339 -0.56726 -0.22042 -0.17752 -0.87816 -0.50353  0.00000 -0.21960 -0.88116 -0.94070
9   1   2   20000  33.7371 54:03:13 -3.66578546725E+05 -3.60224215525E+05  0.29283  0.30077  0.43880 -0.09019 -0.09026  0.31283  0.41034  0.53086  1.00000 -0.19362 -0.21421 -0.22401 -0.85796 -0.91265 -0.24773 -0.51520 -0.88116  0.00000
9   1   2   25600  33.9418 55:03:13 -3.68129896151E+05 -3.60224215525E+05  0.36675  0.30678 -0.06089  0.33599  1.00000 -0.07285  0.30717  1.00000  0.44801 -0.21210 -0.17597 -0.90373 -0.27519  0.00000 -0.81696 -0.14743  0.00000 -0.55358
9   1   3   30000  30.8989 57:03:13 -3.64797578798E+05 -3.60224215525E+05  0.36675  1.00000  0.30678 -0.07285  0.33599  1.00000  0.44801 -0.06089  0.30717 -0.21210  0.00000 -0.17597 -0.81696 -0.27519  0.00000 -0.55358 -0.90373 -0.14743
9   1   3   35000  27.9645 00:04:13 -3.69049979768E+05 -3.60224215525E+05  0.34058  0.29241  1.00000  1.00000  1.00000 -0.09944  1.00000  1.00000  0.52679 -0.19599 -0.21189  0.00000  0.00000  0.00000 -0.88937  0.00000  0.00000 -0.88116
9   1   3   50000  26.9303 05:04:13 -3.63852890580E+05 -3.60224215525E+05  0.34706  0.31336  0.47061  1.00000  0.45575 -0.06595 -0.06909  1.00000  0.54016 -0.19978 -0.22500 -0.41559  0.00000 -0.56726 -0.82667 -0.91239  0.00000 -0.88116
9   1   4   51200  24.3797 06:04:13 -3.63366062991E+05 -3.60224215525E+05  0.41469  0.35192  1.00000 -0.00393 -0.00244  1.00000  1.00000  0.56817  1.00000 -0.21470 -0.20243  0.00000 -0.89933 -0.86024  0.00000  0.00000 -0.88116  0.00000
9   1   4   55000  22.1706 07:04:13 -3.63677815670E+05 -3.60224215525E+05  0.41469  0.35192  1.00000 -0.00244  1.00000  1.00000 -0.00393  0.56817  1.00000 -0.21470 -0.20243  0.00000 -0.86024  0.00000  0.00000 -0.89933 -0.88116  0.00000
9   1   4   65000  22.3192 09:04:13 -3.63558192834E+05 -3.59325985403E+05  1.00000  0.46982 -0.12584  0.26951  0.35210  1.00000  1.00000  0.51542  1.00000  0.00000 -0.83404 -0.88937 -0.22653 -0.18439  0.00000  0.00000 -0.88116  0.00000
9   1   4   75000  21.1588 13:04:13 -3.61207509501E+05 -3.56598171107E+05  1.00000  0.24101  0.54330  0.33737 -0.17433  1.00000  1.00000  1.00000  0.49455  0.00000 -0.22391 -0.91700 -0.19550 -0.88937  0.00000  0.00000  0.00000 -0.88116
9   1   5  102400  13.6684 14:04:13 -3.55233303177E+05 -3.52132395780E+05  0.35980  0.17183  0.18656  0.50676 -0.26792  0.36253  0.49495  1.00000  0.30718 -0.23185 -0.25781 -0.11889 -0.90634 -0.88937 -0.39855 -0.87135  0.00000 -0.47352
9   1   5  105000  13.6712 15:04:13 -3.57975483170E+05 -3.52132395780E+05  0.35980  1.00000  0.18656  0.50676 -0.26792  0.36253  0.49495  0.17183  0.30718 -0.23185  0.00000 -0.11889 -0.90634 -0.88937 -0.39855 -0.87135 -0.25781 -0.47352
9   1   5  130000  13.4845 17:04:13 -3.53319182146E+05 -3.51548909553E+05  0.18575 -0.26711  0.52515  0.37382  0.50708  0.28982  0.34491  0.35450  0.45462 -0.28202 -0.88937 -0.81434 -0.44816 -0.90634 -0.20676 -0.37518 -0.56726 -0.88116
9   1   6  133076   6.6000 17:04:13 -3.54013361062E+05 -3.51548909553E+05  0.18575  0.52515  0.37382  0.50708 -0.26711  0.28982  0.34491  0.35450  0.45462 -0.28202 -0.81434 -0.44816 -0.90634 -0.88937 -0.20676 -0.37518 -0.56726 -0.88116
9   1   7  163376   4.3000 18:04:13 -3.52065352733E+05 -3.51507052784E+05  0.32108  0.17804  0.44292  0.50934 -0.26128  0.37972  0.21348  1.00000  0.31081 -0.21675 -0.25640 -0.67994 -0.90634 -0.88937 -0.36320 -0.26942  0.00000 -0.47352
9   1   7  170000   5.5773 19:04:13 -3.52891129353E+05 -3.51507052784E+05  0.34180  0.19626  0.51758  0.40462 -0.24010  0.35887  1.00000  0.46625  1.00000 -0.21909 -0.25179 -0.90634 -0.52288 -0.88937 -0.37518  0.00000 -0.88116  0.00000
9   1   8  204370   4.8000 20:04:13 -3.52858098320E+05 -3.51085407324E+05  0.29431  0.17752  0.50324  0.50486 -0.27280  0.35222  0.37084  1.00000  0.30451 -0.20311 -0.27109 -0.72747 -0.90634 -0.88937 -0.34148 -0.48589  0.00000 -0.47352
9   1   8  210000   4.2909 21:04:13 -3.52686624356E+05 -3.51085407324E+05  0.31206  0.17005  0.50019  0.50182 -0.28129  0.37021  0.48990  0.30024  1.00000 -0.21478 -0.26073 -0.72747 -0.90634 -0.88478 -0.36320 -0.87135 -0.47352  0.00000
9   1   9  241590   4.7000 22:04:13 -3.51486723208E+05 -3.50315632559E+05  0.49482  0.30977  0.16407  0.42830  0.49647 -0.29438  0.34923  0.35476  0.29272 -0.72747 -0.22579 -0.25060 -0.67994 -0.90634 -0.88937 -0.39855 -0.89931 -0.47352
