K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   6   1       0   1.0000 39:19:12 -4.22608351436E+05 -4.22608351436E+05 -0.02796 -0.00897  0.03207 -0.13381 -0.12865 -0.11659
3   6   1     100   3.8835 39:19:12 -4.19610296119E+05 -4.19610296119E+05 -0.02796 -0.00897  0.03207 -0.13381 -0.12865 -0.11659
3   6   1     200  31.0345 39:19:12 -3.94941626125E+05 -3.94941626125E+05 -0.02796 -0.00897  0.03207 -0.13381 -0.12865 -0.11659
3   6   1     400  24.8139 39:19:12 -3.69776439369E+05 -3.69590088480E+05 -0.00897  0.03207 -0.02796 -0.12865 -0.11659 -0.13381
3   6   1     800  17.7885 39:19:12 -3.57805977807E+05 -3.57717306406E+05 -0.00897  0.03207 -0.02796 -0.12865 -0.11659 -0.13381
3   6   1    1600  13.9791 39:19:12 -3.57842350593E+05 -3.57211640360E+05 -0.00897 -0.02796  0.03207 -0.12865 -0.13381 -0.11659
3   6   1    3200  24.2504 39:19:12 -3.59104597163E+05 -3.53508136781E+05  0.39088  0.07333  0.06863 -0.14726 -0.89411 -0.88436
3   6   1    6400  29.5668 39:19:12 -3.56925173906E+05 -3.51158940046E+05  0.37344  0.31672 -0.04654 -0.16300 -0.18045 -0.88937
3   6   2   12800  34.3298 40:19:12 -3.52350660824E+05 -3.50166751589E+05  0.31692  0.32189 -0.04215 -0.15603 -0.10138 -0.88937
3   6   2   15000  29.4034 41:19:12 -3.56110218630E+05 -3.49718651523E+05  0.32205  0.34317 -0.04325 -0.18683 -0.09394 -0.88937
3   6   3   20000  18.8385 45:19:12 -3.52886598853E+05 -3.45663454860E+05  0.31816  0.38472 -0.04588 -0.19777 -0.17891 -0.88937
3   6   4   25600  24.8538 46:19:12 -3.52252266971E+05 -3.45663454860E+05  0.33282  0.32092 -0.04114 -0.16367 -0.16515 -0.88937
3   6   6   45000  14.1761 49:19:12 -3.47867342996E+05 -3.45663454860E+05  0.38305  0.32240 -0.04413 -0.16763 -0.22275 -0.88937
3   6   6   50000  14.5205 53:19:12 -3.47779199405E+05 -3.45663454860E+05  0.38067  0.32460 -0.04396 -0.18233 -0.21478 -0.88937
3   6   6   51200  14.4229 53:19:12 -3.47635783931E+05 -3.45663454860E+05  0.38067  0.32460 -0.04396 -0.18233 -0.21478 -0.88937
3   6  11   90000   4.7455 55:19:12 -3.45743439489E+05 -3.44548030476E+05  0.39410  0.32491 -0.04437 -0.19156 -0.22619 -0.88937
3   6  12  102400   3.7469 55:19:12 -3.45098461139E+05 -3.44533000167E+05  0.41015  0.32122 -0.04664 -0.21201 -0.21619 -0.88937
3   6  14  119120   2.9000 56:19:12 -3.44701431552E+05 -3.44533000167E+05  0.40292  0.32426 -0.04532 -0.20651 -0.22368 -0.88937
3   6  14  125000   3.2410 57:19:12 -3.45100611001E+05 -3.44533000167E+05  0.40865  0.32236 -0.04626 -0.20993 -0.21938 -0.88937
3   6  15  128003   2.0000 57:19:12 -3.44641204853E+05 -3.44533000167E+05  0.40389  0.32344 -0.04553 -0.20514 -0.22209 -0.88937
3   6  16  138231   2.1000 59:19:12 -3.44611499547E+05 -3.44533000167E+05  0.40595  0.32356 -0.04564 -0.20955 -0.22238 -0.88937
3   6  16  140000   2.9786 00:20:12 -3.44611499547E+05 -3.44533000167E+05  0.40940  0.32109 -0.04666 -0.21166 -0.21545 -0.88937
3   6  16  145000   2.8468 04:20:12 -3.44814497006E+05 -3.44533000167E+05  0.40401  0.32463 -0.04529 -0.20937 -0.22393 -0.88937
3   6  17  147160   2.2000 04:20:12 -3.44828493284E+05 -3.44533000167E+05  0.41008  0.32187 -0.04635 -0.21089 -0.21959 -0.88937
3   6  17  150000   2.9089 06:20:12 -3.44734559732E+05 -3.44533000167E+05  0.40799  0.32255 -0.04607 -0.21226 -0.21982 -0.88937
3   6  17  155000   2.6861 11:20:12 -3.44757952743E+05 -3.44533000167E+05  0.40890  0.32234 -0.04631 -0.21193 -0.21869 -0.88937
3   6  18  157401   1.2000 11:20:12 -3.44732126987E+05 -3.44533000167E+05  0.40320  0.32440 -0.04533 -0.20926 -0.22278 -0.88937
3   6  19  166305   1.2000 12:20:12 -3.44706167023E+05 -3.44533000167E+05  0.40625  0.32371 -0.04566 -0.21242 -0.22150 -0.88937
3   6  20  176613   1.4000 13:20:12 -3.44548030476E+05 -3.44533000167E+05  0.40833  0.32267 -0.04604 -0.21276 -0.22006 -0.88937
3   6  20  180000   1.9058 13:20:12 -3.44548030476E+05 -3.44533000167E+05  0.40625  0.32371 -0.04566 -0.21242 -0.22150 -0.88937
3   6  21  185499   2.1000 13:20:12 -3.44661882811E+05 -3.44533000167E+05  0.40754  0.32308 -0.04596 -0.21338 -0.21956 -0.88937
3   6  22  195581   2.0000 14:20:12 -3.44548030476E+05 -3.44533000167E+05  0.40401  0.32463 -0.04529 -0.20937 -0.22393 -0.88937
3   6 200  203395   0.0000 15:20:12 -3.44533000167E+05 -3.44533000167E+05  0.40595  0.32356 -0.04564 -0.20955 -0.22238 -0.88937
