K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   8   1       0   1.0000 34:41:12 -4.30992597414E+05 -4.30992597414E+05  0.09443  0.01643 -0.09094  0.04894 -0.10120  0.02267 -0.14591 -0.10613 -0.12031 -0.09975 -0.16041 -0.12444
6   8   1     100   2.9412 34:41:12 -4.27612532741E+05 -4.27612532741E+05  0.09443  0.01643 -0.09094  0.04894 -0.10120  0.02267 -0.14591 -0.10613 -0.12031 -0.09975 -0.16041 -0.12444
6   8   1     200  41.0891 34:41:12 -3.94319240316E+05 -3.93959851881E+05  0.02267  0.09443 -0.09094 -0.10120  0.04894  0.01643 -0.12444 -0.14591 -0.12031 -0.16041 -0.09975 -0.10613
6   8   1     400  54.2289 34:41:12 -3.68157130306E+05 -3.67842805607E+05  0.04894  0.09443 -0.09094  0.01643  0.02267 -0.10120 -0.09975 -0.14591 -0.12031 -0.10613 -0.12444 -0.16041
6   8   1     800  50.4988 34:41:12 -3.58944841693E+05 -3.58654391374E+05  0.09443  0.04894  0.01643 -0.10120  0.02267 -0.09094 -0.14591 -0.09975 -0.10613 -0.16041 -0.12444 -0.12031
6   8   1    1600  40.6367 34:41:12 -3.58404417873E+05 -3.54207745026E+05  0.09443  0.04894 -0.10120 -0.09094  0.02267  0.01643 -0.14591 -0.09975 -0.16041 -0.12031 -0.12444 -0.10613
6   8   1    3200  35.2904 34:41:12 -3.54644511798E+05 -3.53391408060E+05  0.09443 -0.09094  0.04894  0.01643 -0.10120  0.02267 -0.14591 -0.12031 -0.09975 -0.10613 -0.16041 -0.12444
6   8   1    6400  33.0366 35:41:12 -3.57914045825E+05 -3.52266961040E+05  0.33144  0.36500  0.39244 -0.03259 -0.02471  0.43791 -0.17642 -0.27891 -0.22424 -0.86243 -0.91412 -0.47352
6   8   1   10000  33.1834 38:41:12 -3.56847689662E+05 -3.52266961040E+05  0.32696  0.39202  0.40232 -0.03300  0.43375 -0.03653 -0.21930 -0.18897 -0.22439 -0.79319 -0.47352 -0.90458
6   8   1   12800  34.3853 42:41:12 -3.57544250433E+05 -3.52266961040E+05  0.32696  0.40232  0.39202 -0.03300 -0.03653  0.43375 -0.21930 -0.22439 -0.18897 -0.79319 -0.90458 -0.47352
6   8   2   15000  33.3333 42:41:12 -3.55422239758E+05 -3.52266961040E+05  0.38735  0.33013 -0.03100  0.37474 -0.02849  0.46542 -0.17971 -0.20800 -0.89954 -0.21489 -0.85918 -0.55358
6   8   2   25600  33.8338 42:41:12 -3.59061088744E+05 -3.51696842470E+05  0.42604  0.34466  0.32531 -0.03487 -0.03834  0.32514 -0.22058 -0.25665 -0.20941 -0.87274 -0.89508 -0.11529
6   8   3   40000  18.6483 44:41:12 -3.50479062170E+05 -3.48296080819E+05  0.31310  0.26869 -0.14296  0.40910  1.00000  0.37546 -0.20252 -0.23933 -0.88937 -0.37518  0.00000 -0.47352
6   8   3   51200  18.2784 45:41:12 -3.52032519718E+05 -3.47236477906E+05  0.34887  0.24077  0.54274 -0.17543  1.00000  0.38642 -0.21507 -0.21660 -0.90634 -0.88937  0.00000 -0.54674
6   8   4   55000  23.9437 46:41:12 -3.47959301325E+05 -3.46807701405E+05  0.30407  0.24595  1.00000  0.54601 -0.16833  0.49713 -0.16591 -0.22600  0.00000 -0.90696 -0.88937 -0.88116
6   8   4   80000  11.1847 48:41:12 -3.46206416687E+05 -3.44692130256E+05  0.30478  0.22341  0.53231 -0.20224  0.37622  0.34307 -0.18616 -0.24355 -0.90634 -0.88937 -0.39759 -0.47352
6   8   5  102400   7.2489 49:41:12 -3.45802391495E+05 -3.44510542906E+05  0.33673  0.21872  0.52971 -0.20893  0.39219  0.33941 -0.19124 -0.24974 -0.90634 -0.88937 -0.39855 -0.47352
6   8   5  105000   7.0135 50:41:12 -3.46500834829E+05 -3.44510542906E+05  0.21872  0.33673  0.52971 -0.20893  0.39219  0.33941 -0.24974 -0.19124 -0.90634 -0.88937 -0.39855 -0.47352
6   8   6  113103   6.9000 51:41:12 -3.45017072320E+05 -3.44510542906E+05  0.32185  0.22306  0.53025 -0.20754  0.40615  0.34017 -0.19974 -0.25708 -0.90634 -0.88937 -0.36320 -0.47352
6   8   6  120000   5.8150 54:41:12 -3.46114751536E+05 -3.44480884500E+05  0.35675  0.21402  0.52861 -0.21175  0.39077  0.33787 -0.21541 -0.23576 -0.90634 -0.88937 -0.39855 -0.47352
6   8   6  125000   5.6737 58:41:12 -3.44894470272E+05 -3.44480884500E+05  0.30820  0.22509  0.53130 -0.20483  0.39493  0.37107 -0.20839 -0.24075 -0.90634 -0.88937 -0.33881 -0.54674
6   8   6  130000   5.5584 00:42:12 -3.45924115452E+05 -3.44480884500E+05  0.30914  0.22375  0.53126 -0.20495  0.39419  0.34159 -0.17403 -0.26350 -0.90634 -0.88937 -0.39855 -0.47352
6   8   6  135000   5.3392 06:42:12 -3.45786448206E+05 -3.44480884500E+05  0.33881  0.21991  0.53015 -0.20778  0.39277  0.37316 -0.21929 -0.23932 -0.90634 -0.88937 -0.39855 -0.55358
6   8   7  139020   4.7000 06:42:12 -3.44774492263E+05 -3.44480884500E+05  0.34426  0.22043  0.53050 -0.20688  0.37382  0.34053 -0.21054 -0.24190 -0.90634 -0.88937 -0.39759 -0.47352
6   8   8  146733   4.0000 06:42:12 -3.44823129903E+05 -3.44480884500E+05  0.36468  0.21319  0.52835 -0.21243  0.39043  0.33750 -0.21983 -0.23514 -0.90634 -0.88937 -0.39855 -0.47352
6   8   8  165000   3.9017 08:42:12 -3.44728912423E+05 -3.44480884500E+05  0.33899  0.22145  0.52984 -0.20859  0.39236  0.33960 -0.21241 -0.24978 -0.90634 -0.88937 -0.39855 -0.47352
6   8   9  165845   2.5000 08:42:12 -3.44579256193E+05 -3.44480884500E+05  0.33899  0.22145  0.52984 -0.20859  0.39236  0.33960 -0.21241 -0.24978 -0.90634 -0.88937 -0.39855 -0.47352
6   8  10  173717   3.6000 08:42:12 -3.44998914111E+05 -3.44480884500E+05  0.34750  0.21748  0.52899 -0.21077  0.40456  0.33841 -0.22026 -0.24671 -0.90634 -0.88937 -0.36320 -0.47352
6   8  10  190000   2.8617 10:42:12 -3.45015559852E+05 -3.44480884500E+05  0.34509  0.21879  0.52941 -0.20969  0.39181  0.33900 -0.21354 -0.24410 -0.90634 -0.88937 -0.39855 -0.47352
6   8  11  193471   2.4000 10:42:12 -3.44535524390E+05 -3.44480884500E+05  0.34511  0.22042  0.53020 -0.20767  0.38537  0.34010 -0.21541 -0.25147 -0.90634 -0.88937 -0.34148 -0.47352
6   8  12  201665   2.1000 10:42:12 -3.44510542906E+05 -3.44480884500E+05  0.35287  0.21737  0.52907 -0.21058  0.39136  0.33851 -0.22031 -0.24247 -0.90634 -0.88937 -0.39855 -0.47352
6   8  12  220000   2.1445 12:42:12 -3.44510542906E+05 -3.44480884500E+05  0.33956  0.22121  0.52984 -0.20858  0.39237  0.33960 -0.21302 -0.24959 -0.90634 -0.88937 -0.39855 -0.47352
6   8  13  222059   3.2000 12:42:12 -3.44879462023E+05 -3.44480884500E+05  0.34012  0.22279  0.53065 -0.20650  0.37624  0.34074 -0.21010 -0.25148 -0.90634 -0.88937 -0.37518 -0.47352
6   8  14  230449   1.8000 12:42:12 -3.44609865526E+05 -3.44480884500E+05  0.34879  0.21854  0.52933 -0.20990  0.39170  0.33888 -0.21979 -0.24428 -0.90634 -0.88937 -0.39855 -0.47352
6   8  14  245000   1.7090 15:42:12 -3.44803938944E+05 -3.44480884500E+05  0.34421  0.22019  0.52957 -0.20929  0.39201  0.33922 -0.21776 -0.24699 -0.90634 -0.88937 -0.39855 -0.47352
6   8  14  250000   1.7029 17:42:12 -3.44533097146E+05 -3.44480884500E+05  0.35440  0.21759  0.52902 -0.21068  0.39131  0.33845 -0.22579 -0.24198 -0.90634 -0.88937 -0.39855 -0.47352
6   8  15  251097   1.6000 18:42:12 -3.44480884500E+05 -3.44480884500E+05  0.35440  0.21759  0.52902 -0.21068  0.39131  0.33845 -0.22579 -0.24198 -0.90634 -0.88937 -0.39855 -0.47352
6   8  15  255000   1.6502 22:42:12 -3.44480884500E+05 -3.44480884500E+05  0.34320  0.22168  0.53042 -0.20710  0.37593  0.34041 -0.21181 -0.24855 -0.90634 -0.88937 -0.37518 -0.47352
6   8  16  259685   1.0000 22:42:12 -3.44510542906E+05 -3.44480884500E+05  0.35786  0.21612  0.52881 -0.21124  0.39103  0.33815 -0.22242 -0.24039 -0.90634 -0.88937 -0.39855 -0.47352
6   8  17  280872   1.2000 23:42:12 -3.44591374358E+05 -3.44480884500E+05  0.34067  0.22277  0.53063 -0.20655  0.37622  0.34071 -0.21302 -0.25064 -0.90634 -0.88937 -0.37518 -0.47352
6   8  17  285000   1.0769 24:42:12 -3.44588271635E+05 -3.44480884500E+05  0.34939  0.21900  0.52931 -0.20996  0.39167  0.33885 -0.22074 -0.24517 -0.90634 -0.88937 -0.39855 -0.47352
6   8 200  288689   0.0000 24:42:12 -3.44480884500E+05 -3.44480884500E+05  0.34939  0.21900  0.52931 -0.20996  0.39167  0.33885 -0.22074 -0.24517 -0.90634 -0.88937 -0.39855 -0.47352
