K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   2   1       0   1.0000 03:30:12 -4.27667326949E+05 -4.27667326949E+05  0.10197  0.04738  0.01505 -0.06617 -0.10474 -0.12617 -0.12643 -0.10638 -0.12381 -0.14921
5   2   1     100   1.9802 03:30:12 -4.24533078565E+05 -4.24533078565E+05  0.10197  0.04738  0.01505 -0.06617 -0.10474 -0.12617 -0.12643 -0.10638 -0.12381 -0.14921
5   2   1     200  30.3483 03:30:12 -3.75886281201E+05 -3.75886281201E+05  0.04738  0.10197 -0.10474  0.01505 -0.06617 -0.12643 -0.12617 -0.14921 -0.10638 -0.12381
5   2   1     400  35.4115 03:30:12 -3.61382898810E+05 -3.61382898810E+05  0.04738  0.10197 -0.10474  0.01505 -0.06617 -0.12643 -0.12617 -0.14921 -0.10638 -0.12381
5   2   1     800  42.3221 03:30:12 -3.58698151447E+05 -3.56193284996E+05  0.01505  0.10197  0.04738 -0.10474 -0.06617 -0.10638 -0.12617 -0.12643 -0.14921 -0.12381
5   2   1    1600  43.8476 04:30:12 -3.53025730013E+05 -3.53025730013E+05  0.10197  0.04738  0.01505 -0.10474 -0.06617 -0.12617 -0.12643 -0.10638 -0.14921 -0.12381
5   2   1    3200  38.6129 04:30:12 -3.57296271498E+05 -3.51424903533E+05  0.10197  0.04738 -0.06617 -0.10474  0.01505 -0.12617 -0.12643 -0.12381 -0.14921 -0.10638
5   2   1    6400  36.6505 04:30:12 -3.52908661290E+05 -3.51424903533E+05  0.35502  0.35165  0.00020  0.00592  0.39331 -0.18859 -0.21959 -0.85371 -0.94451 -0.15868
5   2   2   12800  25.0369 07:30:12 -3.49979058624E+05 -3.48846241873E+05  0.46273  0.34333 -0.00345 -0.01205  0.44972 -0.20545 -0.20446 -0.90220 -0.87106 -0.47352
5   2   2   15000  26.8949 09:30:12 -3.57317591354E+05 -3.48846241873E+05  0.39767  0.34887  0.45350  0.00195 -0.00146 -0.17098 -0.20256 -0.47352 -0.84586 -0.91843
5   2   2   20000  30.5006 11:30:12 -3.55037641111E+05 -3.48846241873E+05  0.38632  0.35791 -0.00210  0.00490  0.43922 -0.18852 -0.21232 -0.82630 -0.94776 -0.35810
5   2   3   25000  15.7623 13:30:12 -3.47144339456E+05 -3.44716437339E+05  0.32526  0.25682 -0.14807  0.42279  0.37267 -0.21065 -0.21965 -0.88937 -0.39855 -0.47352
5   2   3   25600  14.9438 14:30:12 -3.47353774441E+05 -3.44716437339E+05  0.32526  0.25682 -0.14807  0.42279  0.37267 -0.21065 -0.21965 -0.88937 -0.39855 -0.47352
5   2   3   30000  13.3882 18:30:12 -3.47193182275E+05 -3.44716437339E+05  0.36503  0.25361 -0.15061  0.40514  0.37128 -0.21216 -0.23796 -0.88937 -0.37518 -0.47352
5   2   4   51200   8.4765 20:30:12 -3.45627039365E+05 -3.44207558788E+05  0.33418  0.26416 -0.14591  0.41770  0.37385 -0.21689 -0.25461 -0.88937 -0.29074 -0.47352
5   2   4   55000   9.5030 20:30:12 -3.48873848198E+05 -3.44207558788E+05  0.35267  0.24867 -0.16251  0.48654  0.36478 -0.23428 -0.22256 -0.88937 -0.67994 -0.47352
5   2   6   85000   4.6010 22:30:12 -3.45087752161E+05 -3.44092129378E+05  0.35443  0.25645 -0.15086  0.42043  0.37114 -0.21172 -0.23946 -0.88937 -0.42594 -0.47352
5   2   7  102400   5.5245 23:30:12 -3.45626304092E+05 -3.44092129378E+05  0.37270  0.25519 -0.15255  0.42054  0.37022 -0.23596 -0.24201 -0.88937 -0.39855 -0.47352
5   2   8  110333   2.9000 23:30:12 -3.44711483393E+05 -3.44092129378E+05  0.35825  0.25806 -0.15142  0.43375  0.37084 -0.23019 -0.24956 -0.88937 -0.36320 -0.47352
5   2   8  120000   3.1607 24:30:12 -3.44935809330E+05 -3.44092129378E+05  0.35633  0.25908 -0.14995  0.42184  0.37164 -0.21287 -0.25631 -0.88937 -0.39855 -0.47352
5   2   9  128982   2.2000 24:30:12 -3.44786602199E+05 -3.44092129378E+05  0.36479  0.25835 -0.15095  0.42134  0.37109 -0.22958 -0.24959 -0.88937 -0.39855 -0.47352
5   2   9  135000   2.9290 29:30:12 -3.44207558788E+05 -3.44092129378E+05  0.36758  0.25743 -0.15150  0.42107  0.37079 -0.23240 -0.24714 -0.88937 -0.39855 -0.47352
5   2  10  140000   2.1607 31:30:12 -3.44144180086E+05 -3.44092129378E+05  0.36769  0.25699 -0.15148  0.42108  0.37081 -0.23313 -0.24609 -0.88937 -0.39855 -0.47352
5   2  11  156243   3.3000 32:30:12 -3.44261753752E+05 -3.44092129378E+05  0.36803  0.25724 -0.15146  0.42108  0.37081 -0.23171 -0.24764 -0.88937 -0.39855 -0.47352
5   2  12  175000   1.6550 33:30:12 -3.44388596014E+05 -3.44092129378E+05  0.37332  0.25519 -0.15256  0.42053  0.37022 -0.24165 -0.23977 -0.88937 -0.39855 -0.47352
5   2  14  192756   1.3000 34:30:12 -3.44371000420E+05 -3.44092129378E+05  0.37622  0.25669 -0.15053  0.40518  0.37132 -0.24072 -0.24289 -0.88937 -0.37518 -0.47352
5   2  14  205000   1.4646 35:30:12 -3.44283313781E+05 -3.44092129378E+05  0.36820  0.25745 -0.15150  0.42106  0.37079 -0.23397 -0.24699 -0.88937 -0.39855 -0.47352
5   2  15  212343   1.4000 35:30:12 -3.44221193678E+05 -3.44092129378E+05  0.36766  0.25746 -0.15147  0.42108  0.37081 -0.23136 -0.24781 -0.88937 -0.39855 -0.47352
5   2 200  220261   0.0000 36:30:12 -3.44092129378E+05 -3.44092129378E+05  0.36915  0.40575 -0.14942  0.25879  0.37193 -0.23171 -0.37518 -0.88937 -0.24864 -0.47352
