K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   5   1       0   1.0000 07:48:12 -4.34763921118E+05 -4.34763921118E+05  0.09000  0.01326 -0.06190 -0.00984 -0.04777  0.07924 -0.08371 -0.10160 -0.13899 -0.08452 -0.11603 -0.10640 -0.13280 -0.19158
7   5   1     100   1.0000 07:48:12 -4.34756157668E+05 -4.34756157668E+05  0.09000  0.01326 -0.06190 -0.00984 -0.04777  0.07924 -0.08371 -0.10160 -0.13899 -0.08452 -0.11603 -0.10640 -0.13280 -0.19158
7   5   1     200  36.0000 08:48:12 -4.00385934858E+05 -4.00385934858E+05 -0.04777  0.07924 -0.06190  0.09000  0.01326 -0.00984 -0.08371 -0.10640 -0.13280 -0.08452 -0.10160 -0.13899 -0.11603 -0.19158
7   5   1     400  47.7500 08:48:12 -3.73834590675E+05 -3.73633352295E+05 -0.04777  0.07924 -0.00984  0.09000  0.01326 -0.06190 -0.08371 -0.10640 -0.13280 -0.11603 -0.10160 -0.13899 -0.08452 -0.19158
7   5   1     800  40.1250 08:48:12 -3.61227090590E+05 -3.60167209179E+05 -0.04777 -0.00984  0.07924  0.09000  0.01326 -0.08371 -0.06190 -0.10640 -0.11603 -0.13280 -0.10160 -0.13899 -0.19158 -0.08452
7   5   1    1600  37.0000 08:48:12 -3.64971733332E+05 -3.60167209179E+05 -0.04777  0.09000  0.07924 -0.08371  0.01326 -0.06190 -0.00984 -0.10640 -0.10160 -0.13280 -0.19158 -0.13899 -0.08452 -0.11603
7   5   1    3200  37.2500 08:48:12 -3.65677356096E+05 -3.59712762165E+05 -0.04777  0.07924 -0.00984 -0.06190 -0.08371  0.01326  0.09000 -0.10640 -0.13280 -0.11603 -0.08452 -0.19158 -0.13899 -0.10160
7   5   1    5000  37.1800 14:48:12 -3.62818671731E+05 -3.59712762165E+05 -0.04777  0.07924  0.01326 -0.08371 -0.00984 -0.06190  0.09000 -0.10640 -0.13280 -0.13899 -0.19158 -0.11603 -0.08452 -0.10160
7   5   1    6400  37.7500 16:48:12 -3.59485759912E+05 -3.58509206621E+05  1.00000  0.38424  0.39316  0.04588  0.02700  0.04733  0.47778  0.00000 -0.21975 -0.16530 -0.87392 -0.90638 -0.89992 -0.47352
7   5   1   10000  37.1500 16:48:12 -3.57499325441E+05 -3.56073250785E+05  0.39316  1.00000  0.38424  0.04733  0.47778  0.02700  0.04588 -0.16530  0.00000 -0.21975 -0.89992 -0.47352 -0.90638 -0.87392
