 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   1   1       0   1.0000 26:16:13 -4.36330970655E+05 -4.36330970655E+05  0.09861 -0.29105 -0.04805  0.16470  0.17497 -0.05588  0.14033 -0.07079  0.04353 -0.06182 -0.09348 -0.20571 -0.12418 -0.13592 -0.18389 -0.13738 -0.05608 -0.13060 -0.12640 -0.17186
10   1   1     100   2.9412 26:16:13 -4.34685223576E+05 -4.34685223576E+05  0.09861 -0.29105 -0.04805  0.16470  0.17497 -0.05588  0.14033 -0.07079  0.04353 -0.06182 -0.09348 -0.20571 -0.12418 -0.13592 -0.18389 -0.13738 -0.05608 -0.13060 -0.12640 -0.17186
10   1   1     200  38.1188 26:16:13 -4.02071168266E+05 -4.01682313567E+05  0.09861 -0.29105  0.17497  0.04353  0.16470 -0.04805 -0.06182  0.14033 -0.05588 -0.07079 -0.09348 -0.20571 -0.18389 -0.12640 -0.13592 -0.12418 -0.17186 -0.05608 -0.13738 -0.13060
10   1   1     400  39.5522 26:16:13 -3.78695437950E+05 -3.78690548244E+05  0.09861  0.16470 -0.04805 -0.29105 -0.06182  0.17497  0.04353 -0.05588 -0.07079  0.14033 -0.09348 -0.13592 -0.12418 -0.20571 -0.17186 -0.18389 -0.12640 -0.13738 -0.13060 -0.05608
10   1   1     800  37.0324 26:16:13 -3.72034927943E+05 -3.64142564493E+05  0.09861  0.16470  0.17497 -0.06182 -0.04805 -0.05588  0.04353 -0.07079 -0.29105  0.14033 -0.09348 -0.13592 -0.18389 -0.17186 -0.12418 -0.13738 -0.12640 -0.13060 -0.20571 -0.05608
10   1   1    1600  45.4432 26:16:13 -3.69919622978E+05 -3.64142564493E+05  0.16470  0.17497 -0.29105 -0.06182  0.09861 -0.04805  0.04353  0.14033 -0.05588 -0.07079 -0.13592 -0.18389 -0.20571 -0.17186 -0.09348 -0.12418 -0.12640 -0.05608 -0.13738 -0.13060
10   1   2    3200  42.3841 26:16:13 -3.68127977992E+05 -3.64142564493E+05  0.04353  0.14033  0.16470  0.09861  0.17497 -0.06182 -0.05588 -0.29105 -0.04805 -0.07079 -0.12640 -0.05608 -0.13592 -0.09348 -0.18389 -0.17186 -0.13738 -0.20571 -0.12418 -0.13060
10   1   2    6400  41.6096 26:16:13 -3.70161833146E+05 -3.62061407412E+05  0.04353  0.16470  0.17497 -0.29105 -0.04805 -0.05588  0.14033  0.09861 -0.06182 -0.07079 -0.12640 -0.13592 -0.18389 -0.20571 -0.12418 -0.13738 -0.05608 -0.09348 -0.17186 -0.13060
10   1   3   10000  34.7894 29:16:13 -3.68973094452E+05 -3.62061407412E+05  0.14033  0.09861  0.17497 -0.05588  0.16470 -0.29105 -0.06182 -0.04805  0.04353 -0.07079 -0.05608 -0.09348 -0.18389 -0.13738 -0.13592 -0.20571 -0.17186 -0.12418 -0.12640 -0.13060
10   1   3   12800  31.4307 32:16:13 -3.64587637122E+05 -3.61843597495E+05  0.33436  0.30186  0.58140  1.00000 -0.07387 -0.08007  1.00000  0.53685  0.59675  1.00000 -0.14258 -0.22372 -0.90634  0.00000 -0.87946 -0.90966  0.00000 -0.88116 -0.81434  0.00000
