K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   7   1       0   1.0000 48:40:12 -4.31238629275E+05 -4.31238629275E+05  0.02088 -0.01681 -0.03007  0.11124  0.01505 -0.10999 -0.13221 -0.11492 -0.10241 -0.11914 -0.12155 -0.16624
6   7   1     100   1.9802 48:40:12 -4.26499245312E+05 -4.26499245312E+05  0.02088 -0.01681 -0.03007  0.11124  0.01505 -0.10999 -0.13221 -0.11492 -0.10241 -0.11914 -0.12155 -0.16624
6   7   1     200  32.8358 48:40:12 -3.84071398025E+05 -3.84071398025E+05  0.02088 -0.10999  0.11124  0.01505 -0.03007 -0.01681 -0.13221 -0.16624 -0.11914 -0.12155 -0.10241 -0.11492
6   7   1     400  37.6559 48:40:12 -3.63751617509E+05 -3.62371297821E+05  0.02088  0.11124 -0.10999 -0.03007  0.01505 -0.01681 -0.13221 -0.11914 -0.16624 -0.10241 -0.12155 -0.11492
6   7   1     800  36.3296 48:40:12 -3.64226379122E+05 -3.61992813034E+05  0.02088  0.11124 -0.10999 -0.03007  0.01505 -0.01681 -0.13221 -0.11914 -0.16624 -0.10241 -0.12155 -0.11492
6   7   1    1600  37.7264 48:40:12 -3.61219745870E+05 -3.56556125606E+05  0.02088  0.11124 -0.10999 -0.03007  0.01505 -0.01681 -0.13221 -0.11914 -0.16624 -0.10241 -0.12155 -0.11492
6   7   1    3200  38.3005 49:40:12 -3.58395392211E+05 -3.56556125606E+05  0.02088  0.11124 -0.03007 -0.10999  0.01505 -0.01681 -0.13221 -0.11914 -0.10241 -0.16624 -0.12155 -0.11492
6   7   1    5000  38.8122 50:40:12 -3.59921209295E+05 -3.56556125606E+05  0.41213  0.38885  0.35673  0.01029  0.01573 -0.26219 -0.17896 -0.22696 -0.19608 -0.87397 -0.92549 -0.13177
6   7   1    6400  37.6191 51:40:12 -3.60452737261E+05 -3.54400261148E+05  0.41213  0.35673  0.01573  0.01029 -0.26219  0.38885 -0.17896 -0.19608 -0.92549 -0.87397 -0.13177 -0.22696
6   7   2   10000  33.3938 54:40:12 -3.57146237230E+05 -3.53980167689E+05  0.39242  0.35414 -0.00039  0.00231  1.00000  0.41791 -0.19296 -0.19674 -0.92827 -0.84633  0.00000 -0.35832
6   7   2   12800  34.1127 56:40:12 -3.56862616100E+05 -3.52817704116E+05  0.39242  0.35414  0.00231 -0.00039  0.41791  1.00000 -0.19296 -0.19674 -0.84633 -0.92827 -0.35832  0.00000
6   7   2   15000  34.7029 56:40:12 -3.58513835001E+05 -3.52817704116E+05  0.39769  0.35309  1.00000 -0.01243  0.45575  0.00670 -0.16228 -0.21234  0.00000 -0.90586 -0.47352 -0.88423
6   7   3   25600  27.8940 57:40:12 -3.56975503445E+05 -3.51319048839E+05  0.32196  0.28903 -0.09688  1.00000  1.00000  0.40064 -0.17050 -0.19761 -0.88937  0.00000  0.00000 -0.47352
6   7   4   35000  19.4631 58:40:12 -3.57410003424E+05 -3.51319048839E+05  0.32396  0.29119 -0.09418  1.00000  1.00000  0.40211 -0.17653 -0.20347 -0.88937  0.00000  0.00000 -0.47352
6   7   4   51200  25.1570 59:40:12 -3.56273623975E+05 -3.51291058686E+05  0.31717  0.29002 -0.09601  1.00000  1.00000  0.52826 -0.18238 -0.19149 -0.88937  0.00000  0.00000 -0.88116
6   7   5   65000  21.7255 00:41:12 -3.52381375881E+05 -3.50566931898E+05  0.39470  0.28191 -0.10747  1.00000  1.00000  0.39485 -0.23124 -0.22054 -0.88937  0.00000  0.00000 -0.47352
6   7   6   85000  16.2212 02:41:12 -3.51961470321E+05 -3.50359048821E+05  0.35347  1.00000  0.29159  1.00000 -0.09849  0.39970 -0.19215  0.00000 -0.22781  0.00000 -0.90159 -0.47352
6   7   6  102400  16.4435 03:41:12 -3.54862821452E+05 -3.50123702549E+05  0.41077  0.35618 -0.00053 -0.00039  0.45335  1.00000 -0.21182 -0.21610 -0.90123 -0.81081 -0.47352  0.00000
6   7   7  109277  15.9000 04:41:12 -3.51482292299E+05 -3.50018658979E+05  0.35295  0.28869  1.00000  1.00000  0.39872 -0.10040 -0.22207 -0.20004  0.00000  0.00000 -0.47352 -0.88937
6   7   7  110000  12.9877 04:41:12 -3.52144140326E+05 -3.50018658979E+05  0.35295  0.28869  1.00000  1.00000 -0.10040  0.39872 -0.22207 -0.20004  0.00000  0.00000 -0.88937 -0.47352
6   7   7  120000   9.3175 06:41:12 -3.45911621028E+05 -3.44533097146E+05  0.32088  0.22030  0.53107 -0.20542  0.37680  0.34133 -0.17665 -0.24934 -0.90634 -0.88937 -0.37518 -0.47352
6   7   7  125000   8.5550 11:41:12 -3.46098003903E+05 -3.44510542906E+05  0.34019  0.21821  0.52951 -0.20944  0.39194  0.33913 -0.21470 -0.23860 -0.90634 -0.88937 -0.39855 -0.47352
6   7   8  146533   4.7000 12:41:12 -3.45617740542E+05 -3.44480884500E+05  0.34359  0.21807  0.52941 -0.20970  0.39180  0.33899 -0.22201 -0.23834 -0.90634 -0.88937 -0.39855 -0.47352
6   7   8  155000   4.8390 13:41:12 -3.44850682766E+05 -3.44480884500E+05  0.33475  0.21890  0.52975 -0.20882  0.39225  0.33947 -0.20064 -0.24416 -0.90634 -0.88937 -0.39855 -0.47352
6   7   9  164152   3.7000 13:41:12 -3.44733743424E+05 -3.44480884500E+05  0.36370  0.21506  0.52849 -0.21205  0.39062  0.33771 -0.22723 -0.23830 -0.90634 -0.88937 -0.39855 -0.47352
6   7  10  183565   4.4000 14:41:12 -3.44533097146E+05 -3.44480884500E+05  0.34457  0.21502  0.52885 -0.21113  0.40438  0.33821 -0.21591 -0.23925 -0.90634 -0.88937 -0.36320 -0.47352
6   7  10  190000   3.4701 15:41:12 -3.45064694264E+05 -3.44480884500E+05  0.35440  0.21759  0.52902 -0.21068  0.39131  0.33845 -0.22579 -0.24198 -0.90634 -0.88937 -0.39855 -0.47352
6   7  11  191668   3.6000 15:41:12 -3.45196867977E+05 -3.44480884500E+05  0.35080  0.21766  0.52907 -0.21056  0.39137  0.33852 -0.22420 -0.23990 -0.90634 -0.88937 -0.39855 -0.47352
6   7  12  211769   2.9000 16:41:12 -3.44764364576E+05 -3.44480884500E+05  0.33956  0.22121  0.52984 -0.20858  0.39237  0.33960 -0.21302 -0.24959 -0.90634 -0.88937 -0.39855 -0.47352
