K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6
6   9   1       0   1.0000 42:42:12 -4.30517838461E+05 -4.30517838461E+05 -0.13686  0.01900 -0.04048  0.03178  0.09686  0.02574 -0.13066 -0.13793 -0.10384 -0.16501 -0.09715 -0.13002
6   9   1     100   1.0000 42:42:12 -4.29579087980E+05 -4.29579087980E+05 -0.13686  0.01900 -0.04048  0.03178  0.09686  0.02574 -0.13066 -0.13793 -0.10384 -0.16501 -0.09715 -0.13002
6   9   1     200  28.8557 42:42:12 -3.83727148021E+05 -3.83558276100E+05 -0.04048 -0.13686  0.03178  0.02574  0.01900  0.09686 -0.10384 -0.13066 -0.16501 -0.13002 -0.13793 -0.09715
6   9   1     400  34.4140 42:42:12 -3.64438581711E+05 -3.63551851068E+05 -0.04048 -0.13686  0.02574  0.09686  0.01900  0.03178 -0.10384 -0.13066 -0.13002 -0.09715 -0.13793 -0.16501
6   9   1     800  38.9513 42:42:12 -3.57890334989E+05 -3.57359915696E+05 -0.04048  0.09686  0.02574 -0.13686  0.01900  0.03178 -0.10384 -0.09715 -0.13002 -0.13066 -0.13793 -0.16501
6   9   1    1600  37.3517 42:42:12 -3.61072830397E+05 -3.54399251627E+05 -0.04048  0.09686 -0.13686  0.01900  0.03178  0.02574 -0.10384 -0.09715 -0.13066 -0.13793 -0.16501 -0.13002
6   9   1    3200  43.1115 42:42:12 -3.64797804296E+05 -3.54399251627E+05  0.03178 -0.13686  0.02574  0.01900 -0.04048  0.09686 -0.16501 -0.13066 -0.13002 -0.13793 -0.10384 -0.09715
6   9   2    6400  37.0134 42:42:12 -3.55256223865E+05 -3.50369767326E+05  0.28468  0.28754  0.22802  0.27531 -0.18817  0.19703 -0.16507 -0.24840 -0.23647 -0.22471 -0.88937 -0.14093
6   9   2   12800  37.6757 44:42:12 -3.56179599942E+05 -3.50369767326E+05  0.42072  0.21911  0.21259  0.31992 -0.21123  0.36773 -0.27872 -0.17467 -0.19496 -0.33692 -0.88937 -0.54674
6   9   3   20000  36.6570 49:42:12 -3.63799765716E+05 -3.50369767326E+05  1.00000 -0.04128  0.32283  1.00000  0.31842  1.00000  0.00000 -0.88937 -0.15188  0.00000 -0.16311  0.00000
6   9   3   25600  36.0742 49:42:12 -3.65206171372E+05 -3.50369767326E+05  0.32042  0.35882  1.00000  1.00000 -0.04235  1.00000 -0.20599 -0.16433  0.00000  0.00000 -0.88937  0.00000
6   9   5   51200  27.3978 50:42:12 -3.57601703084E+05 -3.50369767326E+05  0.33934  0.29276 -0.09659  1.00000  1.00000  0.42757 -0.18572 -0.21665 -0.88937  0.00000  0.00000 -0.54674
6   9   6   55000  23.6486 51:42:12 -3.54697623415E+05 -3.50369767326E+05  0.41152  0.34833 -0.00154  1.00000  0.56800 -0.00593 -0.17780 -0.21538 -0.87309  0.00000 -0.88116 -0.90285
6   9   8   90000  16.5938 53:42:12 -3.52110271745E+05 -3.50247164585E+05  0.32052  0.24541 -0.16093  1.00000  0.29659  0.36564 -0.16693 -0.21632 -0.88937  0.00000 -0.21791 -0.47352
6   9   8  102400  16.0835 55:42:12 -3.52321726997E+05 -3.48899237626E+05  0.43954  0.35072 -0.00254 -0.00416  0.47587  1.00000 -0.21813 -0.22062 -0.81698 -0.90797 -0.54674  0.00000
6   9   8  105000  16.5496 57:42:12 -3.54583594140E+05 -3.48899237626E+05  0.43954  0.35072 -0.00254  0.47587  1.00000 -0.00416 -0.21813 -0.22062 -0.81698 -0.54674  0.00000 -0.90797
6   9   8  110000  17.1345 01:43:12 -3.50935526448E+05 -3.48361305632E+05  1.00000  0.37114  0.28567 -0.10416  1.00000  0.39666  0.00000 -0.22603 -0.20995 -0.88937  0.00000 -0.47352
6   9   9  135000  10.2901 03:43:12 -3.48785457535E+05 -3.45420088902E+05  0.33760  0.23523 -0.18542  0.40401  0.56672  0.35226 -0.23442 -0.24568 -0.88937 -0.39855 -0.86962 -0.47352
6   9  10  139127   5.9000 03:43:12 -3.46887601678E+05 -3.45420088902E+05  0.33155  0.22851  0.40796 -0.19592  0.41186  0.34652 -0.22897 -0.26228 -0.47456 -0.88937 -0.36320 -0.47352
6   9  11  159150   4.4000 04:43:12 -3.45858324340E+05 -3.45420088902E+05  0.34076  0.22683  0.40443 -0.19422  0.37682  0.34745 -0.23862 -0.24519 -0.43686 -0.88937 -0.39224 -0.47352
6   9  12  170000   2.6455 09:43:12 -3.45502578227E+05 -3.45420088902E+05  0.34730  0.22665  0.40348 -0.19613  0.39863  0.34641 -0.23790 -0.26218 -0.43686 -0.88937 -0.39855 -0.47352
6   9  12  175000   3.2223 12:43:12 -3.46119293236E+05 -3.45420088902E+05  0.33560  0.22923  0.40377 -0.19554  0.41205  0.34673 -0.22380 -0.27739 -0.43686 -0.88937 -0.36320 -0.47352
6   9  14  196132   1.7000 13:43:12 -3.46024118313E+05 -3.45420088902E+05  0.34129  0.23066  0.40478 -0.19352  0.38295  0.34783 -0.22958 -0.27192 -0.43686 -0.88937 -0.37518 -0.47352
6   9  14  210000   2.6122 14:43:12 -3.46106990846E+05 -3.45420088902E+05  0.34037  0.22944  0.40395 -0.19518  0.39910  0.34693 -0.22958 -0.27050 -0.43686 -0.88937 -0.39855 -0.47352
6   9  15  216979   2.0000 14:43:12 -3.45487656932E+05 -3.45420088902E+05  0.34003  0.22961  0.40395 -0.19518  0.39911  0.34693 -0.22928 -0.27054 -0.43686 -0.88937 -0.39855 -0.47352
6   9  16  225561   1.6000 15:43:12 -3.45481798245E+05 -3.45420088902E+05  0.34398  0.22824  0.40372 -0.19565  0.39887  0.34667 -0.23397 -0.26665 -0.43686 -0.88937 -0.39855 -0.47352
6   9  16  235000   2.1635 16:43:12 -3.46070089241E+05 -3.45420088902E+05  0.34378  0.22811  0.40372 -0.19564  0.39887  0.34668 -0.23171 -0.26762 -0.43686 -0.88937 -0.39855 -0.47352
6   9  17  246687   1.0000 16:43:12 -3.45574500109E+05 -3.45420088902E+05  0.34341  0.22827  0.40372 -0.19563  0.39888  0.34668 -0.23136 -0.26765 -0.43686 -0.88937 -0.39855 -0.47352
6   9  18  255355   1.3000 17:43:12 -3.45481798245E+05 -3.45420088902E+05  0.34003  0.22961  0.40395 -0.19518  0.39911  0.34693 -0.22928 -0.27054 -0.43686 -0.88937 -0.39855 -0.47352
6   9  18  265000   1.6471 18:43:12 -3.45496818241E+05 -3.45420088902E+05  0.34767  0.22699  0.40348 -0.19612  0.39863  0.34641 -0.23647 -0.26400 -0.43686 -0.88937 -0.39855 -0.47352
6   9  19  276814   1.7000 18:43:12 -3.45502578227E+05 -3.45420088902E+05  0.34037  0.22944  0.40395 -0.19518  0.39910  0.34693 -0.22958 -0.27050 -0.43686 -0.88937 -0.39855 -0.47352
6   9 200  284689   0.0000 19:43:12 -3.45420088902E+05 -3.45420088902E+05  0.34398  0.40372  0.22824 -0.19565  0.39887  0.34667 -0.23397 -0.43686 -0.26665 -0.88937 -0.39855 -0.47352
