 K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9    Fst10     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9    Fis10
10   8   1       0   1.0000 42:25:13 -4.43060649402E+05 -4.43060649402E+05  0.01435  0.05930  0.06043  0.16167 -0.17227 -0.15586  0.05337 -0.05949  0.03853 -0.05328 -0.06134 -0.05267 -0.07298 -0.17932 -0.12203 -0.12661 -0.13976 -0.15925 -0.15675 -0.14559
10   8   1     100   1.9802 42:25:13 -4.41725886560E+05 -4.41725886560E+05  0.01435  0.05930  0.06043  0.16167 -0.17227 -0.15586  0.05337 -0.05949  0.03853 -0.05328 -0.06134 -0.05267 -0.07298 -0.17932 -0.12203 -0.12661 -0.13976 -0.15925 -0.15675 -0.14559
10   8   1     200  33.8308 42:25:13 -4.05960655417E+05 -4.05859851613E+05  0.05337  0.05930  0.16167 -0.17227 -0.05328 -0.05949 -0.15586  0.03853  0.01435  0.06043 -0.13976 -0.05267 -0.17932 -0.12203 -0.14559 -0.15925 -0.12661 -0.15675 -0.06134 -0.07298
10   8   1     400  42.8928 42:25:13 -3.81505330245E+05 -3.81167648097E+05  0.05337  0.05930  0.16167 -0.17227 -0.05328  0.03853 -0.05949 -0.15586  0.06043  0.01435 -0.13976 -0.05267 -0.17932 -0.12203 -0.14559 -0.15675 -0.15925 -0.12661 -0.07298 -0.06134
10   8   1     800  46.0674 42:25:13 -3.74895534036E+05 -3.73003654548E+05  0.16167  0.01435  0.05930  0.06043 -0.15586 -0.05328  0.03853  0.05337 -0.05949 -0.17227 -0.17932 -0.06134 -0.05267 -0.07298 -0.12661 -0.14559 -0.15675 -0.13976 -0.15925 -0.12203
10   8   1    1600  44.6596 42:25:13 -3.72602053574E+05 -3.70513826346E+05  0.03853  0.05930  0.06043  0.05337 -0.15586  0.01435 -0.05328  0.16167 -0.05949 -0.17227 -0.15675 -0.05267 -0.07298 -0.13976 -0.12661 -0.06134 -0.14559 -0.17932 -0.15925 -0.12203
10   8   1    3200  44.7673 42:25:13 -3.74997550605E+05 -3.68116075129E+05  0.05337  0.05930  0.06043 -0.17227 -0.15586  0.01435  0.03853 -0.05949  0.16167 -0.05328 -0.13976 -0.05267 -0.07298 -0.12203 -0.12661 -0.06134 -0.15675 -0.15925 -0.17932 -0.14559
10   8   2    6400  46.0418 42:25:13 -3.71273808946E+05 -3.68116075129E+05  0.03853  0.01435  0.05337  0.06043 -0.17227 -0.15586 -0.05328 -0.05949  0.16167  0.05930 -0.15675 -0.06134 -0.13976 -0.07298 -0.12203 -0.12661 -0.14559 -0.15925 -0.17932 -0.05267
10   8   4   12800  33.1825 46:25:13 -3.70515313236E+05 -3.67099886393E+05  0.35766  0.28085  1.00000 -0.10426  1.00000  1.00000  1.00000  1.00000  0.52398  1.00000 -0.17200 -0.21839  0.00000 -0.88937  0.00000  0.00000  0.00000  0.00000 -0.86690  0.00000
10   8   4   20000  33.3809 48:25:13 -3.72521414986E+05 -3.66480680799E+05  1.00000  1.00000  1.00000  0.52398  1.00000  1.00000 -0.10426  1.00000  0.28085  0.35766  0.00000  0.00000  0.00000 -0.86690  0.00000  0.00000 -0.88937  0.00000 -0.21839 -0.17200
10   8   4   25600  34.4151 49:25:13 -3.69062386609E+05 -3.64693444181E+05  0.38455  0.00369  1.00000  0.34927  1.00000  1.00000  1.00000  0.56920 -0.00226  1.00000 -0.16289 -0.91933  0.00000 -0.20156  0.00000  0.00000  0.00000 -0.86690 -0.91822  0.00000
10   8   4   30000  34.9159 54:25:13 -3.68909117109E+05 -3.64693444181E+05  0.38455  1.00000  0.34927  1.00000 -0.00226  0.00369  1.00000  1.00000  1.00000  0.56920 -0.16289  0.00000 -0.20156  0.00000 -0.91822 -0.91933  0.00000  0.00000  0.00000 -0.86690
10   8   5   45000  33.1736 58:25:13 -3.71704164784E+05 -3.64693444181E+05  1.00000  0.30992 -0.05842  1.00000  1.00000  0.39200  0.38145 -0.06818  0.54252  0.40127  0.00000 -0.20116 -0.92741  0.00000  0.00000 -0.22490 -0.21487 -0.84523 -0.88116 -0.41458
10   8   5   50000  33.6720 01:26:13 -3.68190311553E+05 -3.64693444181E+05  1.00000  0.30992  1.00000 -0.05842 -0.06818  0.38145  1.00000  0.39200  0.54252  0.40127  0.00000 -0.20116  0.00000 -0.92741 -0.84523 -0.21487  0.00000 -0.22490 -0.88116 -0.41458
