K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8   7   1       0   1.0000 51:59:12 -4.34956870518E+05 -4.34956870518E+05  0.04164  0.08332  0.15958 -0.02367 -0.08709  0.03264 -0.15638 -0.03523 -0.12437 -0.05675 -0.11675 -0.08233 -0.14910 -0.18494 -0.14419 -0.17496
8   7   1     100   2.9126 51:59:12 -4.34119479338E+05 -4.34119479338E+05  0.04164  0.08332  0.15958 -0.02367 -0.08709  0.03264 -0.15638 -0.03523 -0.12437 -0.05675 -0.11675 -0.08233 -0.14910 -0.18494 -0.14419 -0.17496
8   7   1     200  39.4089 51:59:12 -4.02267870679E+05 -4.02267870679E+05  0.08332  0.15958 -0.02367 -0.03523  0.03264 -0.15638  0.04164 -0.08709 -0.05675 -0.11675 -0.08233 -0.17496 -0.18494 -0.14419 -0.12437 -0.14910
8   7   1     400  47.8908 51:59:12 -3.76619805850E+05 -3.76383620718E+05 -0.02367  0.15958  0.08332 -0.03523 -0.08709  0.03264 -0.15638  0.04164 -0.08233 -0.11675 -0.05675 -0.17496 -0.14910 -0.18494 -0.14419 -0.12437
8   7   1     800  47.4471 51:59:12 -3.71733272211E+05 -3.68410539646E+05  0.15958 -0.03523 -0.02367 -0.15638 -0.08709  0.03264  0.08332  0.04164 -0.11675 -0.17496 -0.08233 -0.14419 -0.14910 -0.18494 -0.05675 -0.12437
8   7   1    1600  40.1747 51:59:12 -3.59161211029E+05 -3.58985482310E+05 -0.02367  0.15958 -0.03523 -0.15638  0.08332  0.03264  0.04164 -0.08709 -0.08233 -0.11675 -0.17496 -0.14419 -0.05675 -0.18494 -0.12437 -0.14910
8   7   1    3200  38.3703 51:59:12 -3.73769521576E+05 -3.58388279187E+05 -0.02367  0.04164  0.15958 -0.03523  0.03264 -0.15638  0.08332 -0.08709 -0.08233 -0.12437 -0.11675 -0.17496 -0.18494 -0.14419 -0.05675 -0.14910
8   7   1    6400  39.7001 51:59:12 -3.70265470352E+05 -3.58388279187E+05  0.15958 -0.03523  0.04164  0.03264 -0.02367 -0.15638  0.08332 -0.08709 -0.11675 -0.17496 -0.12437 -0.18494 -0.08233 -0.14419 -0.05675 -0.14910
8   7   2   12800  34.8495 58:59:12 -3.62444084626E+05 -3.58388279187E+05  0.46997  0.34458  0.34364 -0.01256  0.34291 -0.02193 -0.01557  0.44495 -0.18618 -0.16663 -0.16132 -0.87243 -0.23288 -0.91711 -0.88303 -0.47352
8   7   2   15000  33.3136 01:00:13 -3.56174901484E+05 -3.56174901484E+05  0.29997  0.36823  0.58120 -0.07941  0.30260 -0.07143  1.00000  0.53612  0.04387 -0.17784 -0.90696 -0.86997 -0.22686 -0.94203  0.00000 -0.88116
8   7   2   20000  32.2672 11:00:13 -3.60571806689E+05 -3.54570978550E+05  0.30260  0.53612  0.29997  0.58120 -0.07143  0.36823  1.00000 -0.07941 -0.22686 -0.88116  0.04387 -0.90696 -0.94203 -0.17784  0.00000 -0.86997
8   7   2   25600  33.2441 12:00:13 -3.59406504987E+05 -3.54380055689E+05  0.37894  0.36076  0.34467  0.60273 -0.02703 -0.01769 -0.01841  0.44202 -0.07480 -0.16651 -0.21829 -0.90418 -0.90558 -0.87359 -0.91514 -0.47352
8   7   3   35000  28.1959 18:00:13 -3.64036033149E+05 -3.54209569686E+05  0.59236  0.32336 -0.04739 -0.04510  1.00000  1.00000  0.42814  0.36539 -0.89885 -0.20903 -0.88712 -0.90462  0.00000  0.00000 -0.47352 -0.17839
8   7   3   51200  28.7406 19:00:13 -3.63852964662E+05 -3.54209569686E+05  0.37336  0.33631 -0.02979  1.00000  0.27675  1.00000  0.43608 -0.03894 -0.20395 -0.20918 -0.88785  0.00000 -0.01306  0.00000 -0.47352 -0.89212
8   7   5   65000  16.8067 20:00:13 -3.54911174778E+05 -3.54209569686E+05  0.37106  1.00000 -0.10253  0.28854  1.00000  1.00000  1.00000  0.39755 -0.21010  0.00000 -0.88937 -0.23667  0.00000  0.00000  0.00000 -0.47352
8   7   5  100000  14.5700 22:00:13 -3.60274030680E+05 -3.49163226660E+05  0.31067  0.21186  0.52967 -0.20949  0.38920  1.00000  1.00000  0.33935 -0.16679 -0.21946 -0.90634 -0.88754 -0.41389  0.00000  0.00000 -0.47352
8   7   5  102400  15.0705 22:00:13 -3.54607085457E+05 -3.49163226660E+05  0.31067  0.21186  0.38920  0.52967  1.00000  1.00000  0.33935 -0.20949 -0.16679 -0.21946 -0.41389 -0.90634  0.00000  0.00000 -0.47352 -0.88754
8   7   6  103592  23.9000 22:00:13 -3.52120307943E+05 -3.49163226660E+05  0.32790  0.21558  0.53000 -0.20817  0.35684  0.33983  1.00000  1.00000 -0.19679 -0.24565 -0.90634 -0.88937 -0.26351 -0.47352  0.00000  0.00000
8   7   7  116427  16.3000 23:00:13 -3.56706550343E+05 -3.49163226660E+05  0.30259  1.00000  0.39428  0.53132  0.22753  1.00000 -0.20478  0.34168 -0.20517  0.00000 -0.39855 -0.90634 -0.24828  0.00000 -0.88937 -0.47352
8   7   7  135000  12.6753 24:00:13 -3.51861860071E+05 -3.49163226660E+05  0.34080  0.20421  0.25639  0.52188 -0.22905  0.39557  0.32842  1.00000 -0.21379 -0.29469 -0.22342 -0.90634 -0.88937 -0.36320 -0.47352  0.00000
8   7   8  141366   9.5000 24:00:13 -3.51448011526E+05 -3.49163226660E+05  0.36098  1.00000  0.21485  0.52911  1.00000 -0.21047  0.38395  0.33857 -0.21193  0.00000 -0.24970 -0.90634  0.00000 -0.88937 -0.34148 -0.47352
8   7   9  150899  11.1000 25:00:13 -3.51743495903E+05 -3.49163226660E+05  0.33506  1.00000  1.00000  0.22067  0.52986 -0.20542  0.39238  0.33962 -0.21423  0.00000  0.00000 -0.24829 -0.90634 -0.89200 -0.39855 -0.47352
