K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   4   1       0   1.0000 06:25:12 -4.24767010834E+05 -4.24767010834E+05  0.03229 -0.01050  0.04190 -0.05712 -0.11766 -0.12543 -0.13518 -0.14213
4   4   1     100   2.9412 06:25:12 -4.19021137403E+05 -4.19021137403E+05  0.03229 -0.01050  0.04190 -0.05712 -0.11766 -0.12543 -0.13518 -0.14213
4   4   1     200  27.7228 06:25:12 -3.85096902021E+05 -3.85028914608E+05  0.03229 -0.05712  0.04190 -0.01050 -0.11766 -0.14213 -0.13518 -0.12543
4   4   1     400  40.0498 06:25:12 -3.55749468022E+05 -3.55460911728E+05 -0.01050  0.03229 -0.05712  0.04190 -0.12543 -0.11766 -0.14213 -0.13518
4   4   1     800  36.7830 06:25:12 -3.50927199782E+05 -3.50159343616E+05 -0.01050  0.03229 -0.05712  0.04190 -0.12543 -0.11766 -0.14213 -0.13518
4   4   1    1600  34.9563 06:25:12 -3.52982201270E+05 -3.50109527018E+05 -0.01050  0.03229 -0.05712  0.04190 -0.12543 -0.11766 -0.14213 -0.13518
4   4   1    3200  37.4766 06:25:12 -3.53327759043E+05 -3.50109527018E+05  0.34282  0.39142  0.27520 -0.11356 -0.18052 -0.24056 -0.21191 -0.88937
4   4   1    6400  39.1284 06:25:12 -3.53144244113E+05 -3.49895980325E+05  0.33637  0.31648  0.28225 -0.10428 -0.18046 -0.13703 -0.18087 -0.88937
4   4   2   12800  34.9038 07:25:12 -3.55178600954E+05 -3.48338074691E+05  0.31081  0.28218  0.38181 -0.09960 -0.16308 -0.19060 -0.35738 -0.88937
4   4   3   15000  26.4267 09:25:12 -3.53457266166E+05 -3.48006054738E+05  0.31081 -0.09960  0.28218  0.38181 -0.16308 -0.88937 -0.19060 -0.35738
4   4   3   20000  24.8738 13:25:12 -3.49874159565E+05 -3.47345310431E+05  0.42399  0.27628 -0.10346  0.34997 -0.54674 -0.19689 -0.88937 -0.15878
4   4   4   25600  27.1094 13:25:12 -3.52190245926E+05 -3.47283233402E+05  0.23474  0.35828  0.28114 -0.10442 -0.14242 -0.16942 -0.21175 -0.88937
4   4   5   50000  17.1551 15:25:12 -3.49192819026E+05 -3.43850766870E+05  0.36015  0.28094 -0.10535  0.39601 -0.17092 -0.20572 -0.88937 -0.47352
4   4   6   51200  12.8205 15:25:12 -3.49271221826E+05 -3.43850766870E+05  0.35253  0.29034 -0.09957  0.39917 -0.21305 -0.20583 -0.88937 -0.47352
4   4   9   90000   7.7670 17:25:12 -3.44468855485E+05 -3.43603270930E+05  0.37029  0.29032 -0.10166  0.39803 -0.21278 -0.22672 -0.88937 -0.47352
4   4   9  102400   5.5804 17:25:12 -3.44662805430E+05 -3.43603270930E+05  0.40209  0.28208 -0.10862  0.39422 -0.24063 -0.21765 -0.88937 -0.47352
4   4  10  105285   4.4000 17:25:12 -3.44450320417E+05 -3.43603270930E+05  0.39307  0.28591 -0.10582  0.39575 -0.23171 -0.22575 -0.88937 -0.47352
4   4  11  130000   2.9207 19:25:12 -3.44581239821E+05 -3.43603270930E+05  0.39411  0.28375 -0.10690  0.39517 -0.23445 -0.21847 -0.88937 -0.47352
4   4  13  153326   2.5000 20:25:12 -3.43744407546E+05 -3.43603270930E+05  0.39596  0.28467 -0.10655  0.39535 -0.23552 -0.22321 -0.88937 -0.47352
4   4 200  168628   0.0000 20:25:12 -3.43603270930E+05 -3.43603270930E+05  0.39135  0.28572 -0.10574  0.39580 -0.22598 -0.22637 -0.88937 -0.47352
