K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   7   1       0   1.0000 20:11:13 -4.38619036858E+05 -4.38619036858E+05 -0.03505  0.05238  0.05332  0.04109  0.15174 -0.10657  0.06715 -0.18848 -0.04756 -0.07314 -0.17959 -0.19440 -0.10309 -0.05222 -0.14220 -0.12243 -0.13578 -0.12547
9   7   1     100   0.0000 20:11:13 -4.38619036858E+05 -4.38619036858E+05 -0.03505  0.05238  0.05332  0.04109  0.15174 -0.10657  0.06715 -0.18848 -0.04756 -0.07314 -0.17959 -0.19440 -0.10309 -0.05222 -0.14220 -0.12243 -0.13578 -0.12547
9   7   1     200  32.5000 20:11:13 -4.03764769754E+05 -4.03674566511E+05  0.15174  0.05332 -0.03505  0.04109 -0.18848 -0.04756  0.06715 -0.10657  0.05238 -0.05222 -0.19440 -0.07314 -0.10309 -0.13578 -0.12547 -0.12243 -0.14220 -0.17959
9   7   1     400  45.5000 20:11:13 -3.78232172564E+05 -3.78074045562E+05  0.15174  0.06715 -0.03505 -0.04756 -0.10657  0.05332  0.04109 -0.18848  0.05238 -0.05222 -0.12243 -0.07314 -0.12547 -0.14220 -0.19440 -0.10309 -0.13578 -0.17959
9   7   1     800  47.7500 20:11:13 -3.75543073963E+05 -3.71707208045E+05 -0.03505  0.15174 -0.18848 -0.04756 -0.10657  0.06715  0.05332  0.05238  0.04109 -0.07314 -0.05222 -0.13578 -0.12547 -0.14220 -0.12243 -0.19440 -0.17959 -0.10309
9   7   1    1600  50.1250 20:11:13 -3.66054308701E+05 -3.65797259875E+05 -0.03505  0.15174  0.06715 -0.10657  0.05238 -0.18848  0.05332 -0.04756  0.04109 -0.07314 -0.05222 -0.12243 -0.14220 -0.17959 -0.13578 -0.19440 -0.12547 -0.10309
9   7   1    3200  44.9375 20:11:13 -3.70806337902E+05 -3.61263695349E+05 -0.03505  0.15174  0.06715  0.05332  0.05238 -0.18848 -0.10657 -0.04756  0.04109 -0.07314 -0.05222 -0.12243 -0.19440 -0.17959 -0.13578 -0.14220 -0.12547 -0.10309
9   7   2    6400  35.0655 21:11:13 -3.64545482594E+05 -3.61263695349E+05 -0.04756  0.06715  0.05332 -0.18848 -0.10657 -0.03505  0.15174  0.05238  0.04109 -0.12547 -0.12243 -0.19440 -0.13578 -0.14220 -0.07314 -0.05222 -0.17959 -0.10309
9   7   2   12800  32.3348 23:11:13 -3.64564839224E+05 -3.61263695349E+05  0.24508  0.36565  0.30744 -0.09702 -0.10798  1.00000  0.41547  0.42920  0.28778 -0.24979 -0.20635 -0.24703 -0.88789 -0.89254  0.00000 -0.23664 -0.55358 -0.21392
9   7   2   15000  32.6459 25:11:13 -3.62760594196E+05 -3.61263695349E+05  0.24508  0.30744  1.00000 -0.10798 -0.09702  0.42920  0.28778  0.36565  0.41547 -0.24979 -0.24703  0.00000 -0.89254 -0.88789 -0.55358 -0.21392 -0.20635 -0.23664
9   7   2   20000  33.8772 27:11:13 -3.63859685471E+05 -3.61263695349E+05  1.00000  0.28519  0.38088  0.29266  0.39163 -0.10031  0.31714 -0.09250  0.52875  0.00000 -0.16044 -0.26858 -0.17980 -0.31818 -0.87751 -0.19699 -0.89478 -0.88116
9   7   2   25600  32.7091 27:11:13 -3.60364126313E+05 -3.55627674976E+05  0.39597  0.34434  0.28165  0.56991 -0.09745  0.44255 -0.10544  0.52414  1.00000 -0.22234 -0.32802 -0.22024 -0.90634 -0.70917 -0.41873 -0.91930 -0.88116  0.00000
9   7   2   30000  31.4183 32:11:13 -3.63099523918E+05 -3.55627674976E+05  0.39597  0.34434  1.00000  0.28165  0.56991 -0.10544  0.44255 -0.09745  0.52414 -0.22234 -0.32802  0.00000 -0.22024 -0.90634 -0.91930 -0.41873 -0.70917 -0.88116
9   7   3   45000  23.3333 35:11:13 -3.58530877686E+05 -3.55627674976E+05  0.36915  0.32365  0.59255 -0.04889 -0.04409  1.00000  1.00000  0.54919  1.00000 -0.18334 -0.21414 -0.90634 -0.86581 -0.93722  0.00000  0.00000 -0.88116  0.00000
