K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   1   1       0   1.0000 41:15:12 -4.20888223014E+05 -4.20888223014E+05  0.03070  0.06171 -0.09013 -0.12717 -0.11862 -0.14040
3   1   1     100   1.0000 42:15:12 -4.17777543967E+05 -4.17777543967E+05  0.03070  0.06171 -0.09013 -0.12717 -0.11862 -0.14040
3   1   1     200  27.3632 42:15:12 -3.77712034480E+05 -3.77712034480E+05 -0.09013  0.06171  0.03070 -0.14040 -0.11862 -0.12717
3   1   1     400  22.4939 42:15:12 -3.65304008150E+05 -3.64799353631E+05 -0.09013  0.06171  0.03070 -0.14040 -0.11862 -0.12717
3   1   1     800  29.9135 42:15:12 -3.55708422204E+05 -3.54304201795E+05  0.06171 -0.09013  0.03070 -0.11862 -0.14040 -0.12717
3   1   1    1600  34.3070 43:15:12 -3.57368897824E+05 -3.54304201795E+05  0.06171 -0.09013  0.03070 -0.11862 -0.14040 -0.12717
3   1   1    3200  34.6525 44:15:12 -3.58804193743E+05 -3.51507911644E+05  0.32094  0.37146 -0.04102 -0.15000 -0.29919 -0.88937
3   1   1    5000  35.0968 45:15:12 -3.55130825159E+05 -3.49845744767E+05  0.28410  0.32167 -0.03686 -0.10955 -0.14848 -0.88937
3   1   1    6400  35.1849 45:15:12 -3.57875933938E+05 -3.49845744767E+05  0.30879  0.32406 -0.04089 -0.13021 -0.16047 -0.88937
3   1   3   12800  20.9038 46:15:12 -3.54394551727E+05 -3.49779574152E+05  0.35393  0.31947 -0.04406 -0.17075 -0.17172 -0.88937
3   1   3   20000  23.2154 49:15:12 -3.56888433484E+05 -3.48566589282E+05  0.34000 -0.04174  0.31885 -0.15230 -0.88937 -0.18052
3   1   4   25000  23.4719 53:15:12 -3.53729755908E+05 -3.48566589282E+05  0.36441  0.32471 -0.04340 -0.16581 -0.20082 -0.88937
3   1   4   25600  23.1423 53:15:12 -3.51270247513E+05 -3.46613256529E+05  0.36441  0.32471 -0.04340 -0.16581 -0.20082 -0.88937
3   1   5   30000  10.6667 55:15:12 -3.56969410237E+05 -3.46613256529E+05  0.34573 -0.01087  0.22286 -0.15833 -0.89511 -0.22217
3   1   5   35000  17.4084 00:16:12 -3.51467302662E+05 -3.45511715163E+05  0.38685  0.31922 -0.04593 -0.14774 -0.21519 -0.88937
3   1   7   51200  14.0206 00:16:12 -3.50494779048E+05 -3.45511715163E+05  0.36950  0.32268 -0.04305 -0.18639 -0.19840 -0.88937
3   1  10   80000   7.3035 02:16:12 -3.46604744376E+05 -3.44686654363E+05  0.39593  0.32442 -0.04490 -0.19813 -0.22015 -0.88937
3   1  12  102400   4.4936 03:16:12 -3.45867401311E+05 -3.44533000167E+05  0.40908  0.32116 -0.04660 -0.20854 -0.21661 -0.88937
3   1  14  117263   4.1000 03:16:12 -3.44686654363E+05 -3.44533000167E+05  0.41039  0.32144 -0.04661 -0.20683 -0.21915 -0.88937
3   1  14  120000   3.5497 04:16:12 -3.44968806939E+05 -3.44533000167E+05  0.40598  0.32287 -0.04588 -0.21265 -0.21781 -0.88937
3   1  15  126077   3.9000 04:16:12 -3.44936768103E+05 -3.44533000167E+05  0.40642  0.32320 -0.04590 -0.20861 -0.22092 -0.88937
3   1  15  135000   3.3351 10:16:12 -3.44868412163E+05 -3.44533000167E+05  0.40649  0.32323 -0.04588 -0.21502 -0.21779 -0.88937
3   1  16  136279   2.8000 11:16:12 -3.44611499547E+05 -3.44533000167E+05  0.40696  0.32239 -0.04599 -0.20842 -0.22027 -0.88937
3   1  17  145000   2.9188 12:16:12 -3.44690474646E+05 -3.44533000167E+05  0.40625  0.32371 -0.04566 -0.21242 -0.22150 -0.88937
3   1  17  145184   3.1000 12:16:12 -3.44837877770E+05 -3.44533000167E+05  0.40625  0.32371 -0.04566 -0.21242 -0.22150 -0.88937
3   1  18  155000   1.6275 19:16:12 -3.44706327194E+05 -3.44533000167E+05  0.40759  0.32309 -0.04597 -0.21196 -0.22036 -0.88937
3   1  18  155394   1.9000 19:16:12 -3.44611499547E+05 -3.44533000167E+05  0.40759  0.32309 -0.04597 -0.21196 -0.22036 -0.88937
3   1  19  164293   1.8000 19:16:12 -3.44725835320E+05 -3.44533000167E+05  0.40787  0.32286 -0.04597 -0.21051 -0.22094 -0.88937
3   1  19  170000   1.8750 24:16:12 -3.44803474858E+05 -3.44533000167E+05  0.40550  0.32375 -0.04558 -0.20736 -0.22327 -0.88937
3   1  20  174603   3.5000 27:16:12 -3.44548030476E+05 -3.44533000167E+05  0.41464  0.32004 -0.04743 -0.21355 -0.21437 -0.88937
3   1  20  175000   3.4722 27:16:12 -3.44706327194E+05 -3.44533000167E+05  0.41464  0.32004 -0.04743 -0.21355 -0.21437 -0.88937
3   1  21  183451   1.4000 27:16:12 -3.44548030476E+05 -3.44533000167E+05  0.40833  0.32267 -0.04604 -0.21276 -0.22006 -0.88937
3   1  22  193530   0.6000 28:16:12 -3.44533000167E+05 -3.44533000167E+05  0.40523  0.32398 -0.04558 -0.20877 -0.22268 -0.88937
3   1 200  201379   0.0000 29:16:12 -3.44533000167E+05 -3.44533000167E+05  0.40401  0.32463 -0.04529 -0.20937 -0.22393 -0.88937
