K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   8   1       0   1.0000 09:15:12 -4.17402445315E+05 -4.17402445315E+05  0.04780 -0.04675 -0.12681 -0.13105
2   8   1     100   1.0000 09:15:12 -4.16280324847E+05 -4.16280324847E+05  0.04780 -0.04675 -0.12681 -0.13105
2   8   1     200  37.5000 09:15:12 -4.08476416645E+05 -4.07768569386E+05 -0.04675  0.04780 -0.13105 -0.12681
2   8   1     400  33.2500 09:15:12 -3.69438245255E+05 -3.68463880136E+05  0.04780 -0.04675 -0.12681 -0.13105
2   8   1     800  47.1250 09:15:12 -4.01953398293E+05 -3.67628391658E+05  0.04780 -0.04675 -0.12681 -0.13105
2   8   1    1600  42.7500 09:15:12 -3.95979847989E+05 -3.57516912828E+05 -0.13527  0.19155 -0.18194 -0.14251
2   8   2    3200  34.1216 09:15:12 -3.91591343312E+05 -3.53963271449E+05  0.17242 -0.14175 -0.13631 -0.15264
2   8   4    6400  26.3158 09:15:12 -3.90596451894E+05 -3.53963271449E+05  0.17387 -0.14314 -0.14734 -0.14540
2   8   5   12800  11.9835 10:15:12 -3.67942732027E+05 -3.53963271449E+05  0.36210 -0.01637 -0.15290 -0.69628
2   8   8   25600   0.7289 10:15:12 -3.56066583839E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
2   8 200   29891   0.0000 10:15:12 -3.53963271449E+05 -3.53963271449E+05  0.04045  0.37081 -0.88937 -0.14726
