K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   9   1       0   1.0000 18:15:12 -4.18723314930E+05 -4.18723314930E+05  0.01138 -0.01426 -0.12792 -0.12571
2   9   1     100   0.0000 18:15:12 -4.18723314930E+05 -4.18723314930E+05  0.01138 -0.01426 -0.12792 -0.12571
2   9   1     200  20.5000 18:15:12 -3.80454482072E+05 -3.80454482072E+05  0.01138 -0.01426 -0.12792 -0.12571
2   9   1     400  11.5000 18:15:12 -3.53963271449E+05 -3.53963271449E+05  0.01138 -0.01426 -0.12792 -0.12571
2   9   1     800   5.7500 18:15:12 -3.53963271449E+05 -3.53963271449E+05  0.01138 -0.01426 -0.12792 -0.12571
2   9   1    1600   3.1250 19:15:12 -3.59023622099E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
2   9   1    3200  26.9375 20:15:12 -4.12819042649E+05 -3.53963271449E+05 -0.15656  0.27285 -0.23752 -0.16117
2   9   3    5000  35.6436 21:15:12 -3.79405179994E+05 -3.53963271449E+05  0.18334 -0.13154 -0.12857 -0.22384
2   9   3    6400  44.8448 23:15:12 -4.03194179174E+05 -3.53963271449E+05 -0.00713  0.32751 -0.71009 -0.13903
2   9   5   10000  27.6915 23:15:12 -3.65728582682E+05 -3.53963271449E+05  0.34685 -0.06868 -0.15481 -0.53955
2   9   6   12800   7.5610 24:15:12 -3.59980602652E+05 -3.53963271449E+05  0.23549 -0.16474 -0.16270 -0.17533
2   9   7   20000   5.1171 26:15:12 -3.53963271449E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
2   9  10   25000   0.1497 28:15:12 -3.53963271449E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
2   9 200   25243   0.0000 28:15:12 -3.53963271449E+05 -3.53963271449E+05  0.37081  0.04045 -0.14726 -0.88937
