K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   7   1       0   1.0000 44:26:12 -4.24480461661E+05 -4.24480461661E+05  0.07724 -0.01293  0.03551 -0.09790 -0.08296 -0.12700 -0.13598 -0.16335
4   7   1     100   2.9412 44:26:12 -4.21460953171E+05 -4.21460953171E+05  0.07724 -0.01293  0.03551 -0.09790 -0.08296 -0.12700 -0.13598 -0.16335
4   7   1     200  30.1980 44:26:12 -3.70554270688E+05 -3.70554270688E+05  0.03551 -0.09790 -0.01293  0.07724 -0.13598 -0.16335 -0.12700 -0.08296
4   7   1     400  32.5871 44:26:12 -3.61340589640E+05 -3.61266994960E+05  0.03551 -0.09790 -0.01293  0.07724 -0.13598 -0.16335 -0.12700 -0.08296
4   7   1     800  38.2793 44:26:12 -3.59839097125E+05 -3.56694018594E+05  0.03551 -0.09790 -0.01293  0.07724 -0.13598 -0.16335 -0.12700 -0.08296
4   7   1    1600  40.7615 44:26:12 -3.55669281862E+05 -3.53745314663E+05  0.07724 -0.09790 -0.01293  0.03551 -0.08296 -0.16335 -0.12700 -0.13598
4   7   1    3200  43.0981 45:26:12 -3.57128484568E+05 -3.53077683290E+05  0.27953  0.27347 -0.10937  0.27611 -0.15102 -0.16833 -0.88937 -0.14881
4   7   1    5000  41.8233 46:26:12 -3.61310231608E+05 -3.52971933535E+05  0.27953  0.27347  0.27611 -0.10937 -0.15102 -0.16833 -0.14881 -0.88937
4   7   2    6400  37.1324 48:26:12 -3.56765674089E+05 -3.52971933535E+05  0.25904  0.33746 -0.11574  0.26924 -0.17699 -0.13747 -0.88937 -0.14995
4   7   2   10000  32.3600 51:26:12 -3.57536359558E+05 -3.48164337361E+05  0.22752  0.28529  0.32696 -0.09208 -0.08080 -0.19415 -0.16249 -0.88937
4   7   2   12800  35.3399 52:26:12 -3.54121719924E+05 -3.48164337361E+05  0.37958  0.28792  0.28374 -0.10953 -0.16928 -0.19068 -0.23656 -0.88937
4   7   3   15000  26.6902 55:26:12 -3.55194993562E+05 -3.48164337361E+05 -0.10953  0.28374  0.28792  0.37958 -0.88937 -0.23656 -0.19068 -0.16928
4   7   3   20000  28.6451 58:26:12 -3.53076481852E+05 -3.47945024438E+05  0.28351 -0.09969  0.32166  0.39910 -0.17618 -0.88937 -0.17512 -0.47352
4   7   4   25600  20.2887 58:26:12 -3.54272155944E+05 -3.45414659752E+05  0.28025  0.39823  0.33527 -0.10129 -0.19918 -0.47352 -0.15047 -0.88937
4   7   6   50000  12.7083 00:27:12 -3.46503598677E+05 -3.43893993836E+05  0.36825  0.28809 -0.10240  0.39762 -0.22214 -0.21176 -0.88937 -0.47352
4   7   6   51200  13.5295 00:27:12 -3.47406799781E+05 -3.43893993836E+05  0.34386  0.29092 -0.09802  0.40002 -0.20032 -0.20619 -0.88937 -0.47352
4   7   8   85000   8.8797 02:27:12 -3.45317002183E+05 -3.43603270930E+05  0.37122  0.29013 -0.10213  0.39777 -0.22069 -0.22116 -0.88937 -0.47352
4   7   9  102400   5.7450 03:27:12 -3.44435341572E+05 -3.43603270930E+05  0.39988  0.28085 -0.10848  0.39430 -0.22868 -0.21829 -0.88937 -0.47352
4   7  10  113337   4.3000 03:27:12 -3.44141626431E+05 -3.43603270930E+05  0.38787  0.28283 -0.10598  0.39566 -0.22543 -0.21626 -0.88937 -0.47352
4   7  10  125000   4.2556 04:27:12 -3.43736422215E+05 -3.43603270930E+05  0.39582  0.28461 -0.10659  0.39533 -0.23463 -0.22345 -0.88937 -0.47352
4   7  11  128881   3.5000 04:27:12 -3.45157794007E+05 -3.43603270930E+05  0.40379  0.28140 -0.10867  0.39420 -0.24181 -0.21750 -0.88937 -0.47352
4   7  11  140000   3.7661 08:27:12 -3.43837524926E+05 -3.43603270930E+05  0.39715  0.28272 -0.10781  0.39467 -0.23027 -0.22009 -0.88937 -0.47352
4   7  12  144659   2.8000 11:27:12 -3.43747476684E+05 -3.43603270930E+05  0.38538  0.28576 -0.10531  0.39603 -0.23254 -0.21674 -0.88937 -0.47352
4   7  12  145000   2.9181 11:27:12 -3.43722349341E+05 -3.43603270930E+05  0.38538  0.28576 -0.10531  0.39603 -0.23254 -0.21674 -0.88937 -0.47352
4   7  13  160478   2.6000 12:27:12 -3.44074975373E+05 -3.43603270930E+05  0.40168  0.28245 -0.10798  0.39457 -0.23559 -0.22157 -0.88937 -0.47352
4   7  13  175000   2.5737 13:27:12 -3.44115059394E+05 -3.43603270930E+05  0.38807  0.28708 -0.10501  0.39620 -0.23484 -0.22237 -0.88937 -0.47352
4   7 200  175665   0.0000 13:27:12 -3.43603270930E+05 -3.43603270930E+05  0.38807  0.28708 -0.10501  0.39620 -0.23484 -0.22237 -0.88937 -0.47352
