K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   3   1       0   1.0000 13:46:12 -4.35666307556E+05 -4.35666307556E+05 -0.07533 -0.00423  0.06704 -0.00391 -0.02251 -0.00945  0.01890 -0.06986 -0.11860 -0.16798 -0.15494 -0.16166 -0.10262 -0.09734
7   3   1     100   5.6604 13:46:12 -4.30417089148E+05 -4.30417089148E+05 -0.07533 -0.00423  0.06704 -0.00391 -0.02251 -0.00945  0.01890 -0.06986 -0.11860 -0.16798 -0.15494 -0.16166 -0.10262 -0.09734
7   3   1     200  39.8058 13:46:12 -3.99067326849E+05 -3.99067326849E+05 -0.00945 -0.00391 -0.02251  0.06704 -0.07533 -0.00423  0.01890 -0.10262 -0.15494 -0.16166 -0.16798 -0.06986 -0.11860 -0.09734
7   3   1     400  53.9409 13:46:12 -3.77689925970E+05 -3.76934805301E+05  0.01890  0.06704 -0.00945 -0.00391 -0.00423 -0.07533 -0.02251 -0.09734 -0.16798 -0.10262 -0.15494 -0.11860 -0.06986 -0.16166
7   3   1     800  48.0149 13:46:12 -3.67889244906E+05 -3.63337356546E+05 -0.07533 -0.00945  0.06704 -0.00423 -0.02251 -0.00391  0.01890 -0.06986 -0.10262 -0.16798 -0.11860 -0.16166 -0.15494 -0.09734
7   3   1    1600  49.5019 13:46:12 -3.60802409684E+05 -3.59157678301E+05 -0.07533 -0.00945  0.06704 -0.00391  0.01890 -0.00423 -0.02251 -0.06986 -0.10262 -0.16798 -0.15494 -0.09734 -0.11860 -0.16166
7   3   1    3200  42.3893 13:46:12 -3.53132077239E+05 -3.53068659468E+05  0.06704 -0.00945 -0.07533 -0.00391  0.01890 -0.00423 -0.02251 -0.16798 -0.10262 -0.06986 -0.15494 -0.09734 -0.11860 -0.16166
7   3   1    6400  35.7009 14:46:12 -3.58582701784E+05 -3.51364673313E+05  0.35506  0.32291  0.55288  1.00000 -0.04517 -0.04786  0.45675 -0.17497 -0.19888 -0.70391  0.00000 -0.85222 -0.90725 -0.55358
7   3   1   12800  33.4687 16:46:12 -3.53631796868E+05 -3.49853205357E+05  0.42856  0.29795  0.57777 -0.08629  0.32175 -0.08280  0.43668 -0.22355 -0.23385 -0.90634 -0.88514 -0.16360 -0.90446 -0.55358
7   3   1   15000  32.6669 19:46:12 -3.55157102006E+05 -3.49853205357E+05  0.42856  0.29795  0.57777 -0.08280  0.32175 -0.08629  0.43668 -0.22355 -0.23385 -0.90634 -0.90446 -0.16360 -0.88514 -0.55358
7   3   3   25000  19.0147 28:46:12 -3.52333906291E+05 -3.49853205357E+05  0.32328  0.22151  0.20089  0.51680  0.51837 -0.23806  0.32349 -0.21645 -0.27353 -0.21839 -0.72747 -0.90634 -0.88937 -0.47352
7   3   3   25600  19.4803 28:46:12 -3.51181623741E+05 -3.49157977516E+05  0.22151  0.20089  0.32328  0.51680  0.51837 -0.23806  0.32349 -0.27353 -0.21839 -0.21645 -0.72747 -0.90634 -0.88937 -0.47352
7   3   3   30000  17.0103 31:46:12 -3.53592802671E+05 -3.49157977516E+05  0.29393  0.21624  0.52654  0.52808 -0.21310  1.00000  0.47786 -0.19743 -0.21965 -0.72747 -0.90634 -0.88937  0.00000 -0.88116
7   3   3   35000  16.3084 35:46:12 -3.54577844768E+05 -3.49157977516E+05  0.26579  0.21883  0.52684  0.52839 -0.21233  0.31661  1.00000 -0.18762 -0.21735 -0.72747 -0.90634 -0.88937 -0.42201  0.00000
7   3   3   51200  15.1888 35:46:12 -3.49593046416E+05 -3.47304106066E+05  0.29528  0.22538  0.53143  1.00000 -0.20450  0.39442  0.34183 -0.22282 -0.22124 -0.90634  0.00000 -0.88937 -0.39855 -0.47352
7   3   4   75000   6.5787 37:46:12 -3.48051354040E+05 -3.45808844025E+05  0.31123  0.19872  0.51763 -0.23997  0.39020  0.31917  0.32245 -0.19564 -0.27915 -0.90634 -0.88937 -0.36320 -0.29342 -0.47352
7   3   6  102400   3.9281 39:46:12 -3.47791637418E+05 -3.45808844025E+05  0.35704  0.18820  0.37838  0.51512 -0.24644  0.38702  0.31892 -0.22925 -0.25174 -0.43686 -0.90634 -0.88937 -0.36320 -0.47352
7   3   6  105000   3.9769 39:46:12 -3.46145503474E+05 -3.45808844025E+05  0.35704  0.18820  0.37838  0.51512 -0.24644  0.38702  0.31892 -0.22925 -0.25174 -0.43686 -0.90634 -0.88937 -0.36320 -0.47352
7   3   7  115344   3.6000 39:46:12 -3.46463077489E+05 -3.45808844025E+05  0.31741  0.19925  0.51710 -0.24133  0.37590  0.38093  0.32171 -0.21719 -0.26353 -0.90634 -0.88937 -0.39855 -0.43686 -0.47352
7   3   8  124812   2.8000 40:46:12 -3.45914677256E+05 -3.45808844025E+05  0.31975  0.19911  0.38088  0.51706 -0.24144  0.37585  0.32165 -0.20135 -0.27415 -0.43686 -0.90634 -0.88937 -0.39855 -0.47352
7   3   8  135000   3.2739 42:46:12 -3.46385378474E+05 -3.45808844025E+05  0.31488  0.19917  0.38097  0.51713 -0.24125  0.37594  0.32175 -0.22273 -0.25790 -0.43686 -0.90634 -0.88937 -0.39855 -0.47352
7   3   8  140000   3.3498 47:46:12 -3.45974266276E+05 -3.45808844025E+05  0.34080  0.19415  0.37968  0.51613 -0.24383  0.37464  0.32034 -0.22545 -0.25731 -0.43686 -0.90634 -0.88937 -0.39855 -0.47352
7   3   9  145667   2.2000 48:46:12 -3.46261037431E+05 -3.45808844025E+05  0.33182  0.19693  0.38028  0.51659 -0.24264  0.37524  0.32099 -0.22074 -0.26400 -0.43686 -0.90634 -0.88937 -0.39855 -0.47352
7   3  10  155790   2.3000 48:46:12 -3.46074250239E+05 -3.45808844025E+05  0.32505  0.19751  0.38490  0.51665 -0.24250  0.37531  0.32107 -0.21636 -0.25986 -0.47456 -0.90634 -0.88937 -0.39855 -0.47352
7   3  10  165000   2.3660 49:46:12 -3.45974266276E+05 -3.45808844025E+05  0.32102  0.19979  0.38088  0.51706 -0.24144  0.37585  0.32165 -0.21241 -0.27054 -0.43686 -0.90634 -0.88937 -0.39855 -0.47352
