K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   6   1       0   1.0000 03:26:12 -4.24511642814E+05 -4.24511642814E+05  0.08396 -0.05871 -0.01058 -0.01139 -0.11658 -0.12364 -0.08583 -0.19046
4   6   1     100   1.9802 03:26:12 -4.22347970298E+05 -4.22347970298E+05  0.08396 -0.05871 -0.01058 -0.01139 -0.11658 -0.12364 -0.08583 -0.19046
4   6   1     200  29.7030 03:26:12 -3.87263715489E+05 -3.86083548069E+05 -0.05871 -0.01058 -0.01139  0.08396 -0.12364 -0.08583 -0.19046 -0.11658
4   6   1     400  40.2985 03:26:12 -3.68384554708E+05 -3.68197687595E+05 -0.01139 -0.05871 -0.01058  0.08396 -0.19046 -0.12364 -0.08583 -0.11658
4   6   1     800  41.3965 03:26:12 -3.59655923298E+05 -3.53547353264E+05 -0.01139 -0.01058 -0.05871  0.08396 -0.19046 -0.08583 -0.12364 -0.11658
4   6   1    1600  43.8202 03:26:12 -3.56313798415E+05 -3.53547353264E+05 -0.01139 -0.01058 -0.05871  0.08396 -0.19046 -0.08583 -0.12364 -0.11658
4   6   1    3200  44.2224 03:26:12 -3.55785816270E+05 -3.51534497369E+05  0.22974  0.28319  0.27900 -0.10185 -0.08966 -0.15970 -0.14035 -0.88937
4   6   2    6400  66.6667 03:26:12 -3.53920113780E+05 -3.51006898410E+05  0.36907  0.28091  0.29156 -0.09810 -0.32948 -0.17621 -0.14964 -0.88937
4   6   2   12800  35.9619 04:26:12 -3.55427552436E+05 -3.48462198549E+05  0.30759  0.29517  0.30249 -0.10230 -0.12264 -0.18236 -0.22501 -0.88937
4   6   3   15000  32.8105 06:26:12 -3.53319800008E+05 -3.48462198549E+05  0.30759  0.30249  0.29517 -0.10230 -0.12264 -0.22501 -0.18236 -0.88937
4   6   3   20000  29.8301 10:26:12 -3.51236183291E+05 -3.48462198549E+05  0.30295  0.27918 -0.10956  0.34256 -0.12850 -0.23016 -0.88937 -0.19398
4   6   4   25600  24.1879 10:26:12 -3.52957740563E+05 -3.47177833316E+05  0.30450  0.28603 -0.10940  0.36867 -0.18183 -0.22266 -0.88937 -0.19775
4   6   5   45000  17.4370 12:26:12 -3.50392468581E+05 -3.44799470196E+05  0.40212  0.28020 -0.10975  0.39361 -0.22777 -0.21597 -0.88937 -0.47352
4   6   6   51200  14.1933 12:26:12 -3.48236293287E+05 -3.43981978427E+05  0.34827  0.39924  0.28977 -0.09944 -0.19011 -0.47352 -0.21564 -0.88937
4   6   8   80000  10.2377 14:26:12 -3.45603787027E+05 -3.43981978427E+05  0.37130  0.28708 -0.10253  0.39755 -0.19703 -0.22838 -0.88937 -0.47352
4   6   9  102400   9.1420 15:26:12 -3.45641478799E+05 -3.43603270930E+05  0.38309  0.28726 -0.10426  0.39660 -0.21348 -0.22987 -0.88937 -0.47352
4   6  10  103909   4.6000 15:26:12 -3.43812073012E+05 -3.43603270930E+05  0.38309  0.28726 -0.10426  0.39660 -0.21348 -0.22987 -0.88937 -0.47352
4   6  10  115000   3.9803 16:26:12 -3.44983720707E+05 -3.43603270930E+05  0.36704  0.28909 -0.10140  0.39817 -0.23093 -0.20862 -0.88937 -0.47352
4   6  11  119761   4.0000 16:26:12 -3.44574707706E+05 -3.43603270930E+05  0.39989  0.28184 -0.10827  0.39441 -0.23318 -0.21785 -0.88937 -0.47352
4   6  12  140000   2.9042 18:26:12 -3.44521689454E+05 -3.43603270930E+05  0.39302  0.28487 -0.10643  0.39542 -0.23135 -0.22252 -0.88937 -0.47352
4   6  12  150000   2.7565 20:26:12 -3.44035007676E+05 -3.43603270930E+05  0.38940  0.28595 -0.10565  0.39584 -0.23487 -0.22043 -0.88937 -0.47352
4   6  13  155000   2.5354 25:26:12 -3.43954856264E+05 -3.43603270930E+05  0.39057  0.28629 -0.10565  0.39585 -0.23676 -0.22124 -0.88937 -0.47352
4   6  14  167667   2.5000 26:26:12 -3.43983476426E+05 -3.43603270930E+05  0.38313  0.28816 -0.10374  0.39689 -0.22012 -0.22964 -0.88937 -0.47352
4   6 200  183037   0.0000 26:26:12 -3.43603270930E+05 -3.43603270930E+05  0.40732  0.28076 -0.10958  0.39370 -0.24654 -0.21629 -0.88937 -0.47352
