K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fst9     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8     Fis9
9   4   1       0   1.0000 35:07:13 -4.37967319580E+05 -4.37967319580E+05 -0.11565  0.16175 -0.20995  0.03286 -0.03786 -0.03748  0.05081  0.07796  0.06853 -0.14433 -0.16618 -0.14885 -0.08119 -0.12229 -0.10718 -0.17216 -0.10579 -0.09856
9   4   1     100   3.8462 35:07:13 -4.36778866354E+05 -4.36778866354E+05 -0.11565  0.16175 -0.20995  0.03286 -0.03786 -0.03748  0.05081  0.07796  0.06853 -0.14433 -0.16618 -0.14885 -0.08119 -0.12229 -0.10718 -0.17216 -0.10579 -0.09856
9   4   1     200  38.7255 35:07:13 -4.00688596402E+05 -4.00688596402E+05 -0.11565  0.16175  0.07796  0.06853  0.05081  0.03286 -0.03748 -0.20995 -0.03786 -0.14433 -0.16618 -0.10579 -0.09856 -0.17216 -0.08119 -0.10718 -0.14885 -0.12229
9   4   1     400  48.5149 35:07:13 -3.85570985478E+05 -3.85442468379E+05  0.16175  0.05081  0.07796 -0.03786 -0.20995 -0.03748 -0.11565  0.06853  0.03286 -0.16618 -0.17216 -0.10579 -0.12229 -0.14885 -0.10718 -0.14433 -0.09856 -0.08119
9   4   1     800  48.6318 35:07:13 -3.73176005938E+05 -3.72174330652E+05  0.07796  0.16175 -0.03786 -0.20995  0.03286  0.06853  0.05081 -0.03748 -0.11565 -0.10579 -0.16618 -0.12229 -0.14885 -0.08119 -0.09856 -0.17216 -0.10718 -0.14433
9   4   1    1600  46.1970 35:07:13 -3.67625441151E+05 -3.67625441151E+05  0.16175 -0.03786  0.07796  0.03286 -0.20995  0.06853  0.05081 -0.11565 -0.03748 -0.16618 -0.12229 -0.10579 -0.08119 -0.14885 -0.09856 -0.17216 -0.14433 -0.10718
9   4   1    3200  45.0687 35:07:13 -3.71969300067E+05 -3.63770984462E+05  0.07796  0.16175  0.03286 -0.03748  0.05081 -0.03786 -0.20995  0.06853 -0.11565 -0.10579 -0.16618 -0.08119 -0.10718 -0.17216 -0.12229 -0.14885 -0.09856 -0.14433
9   4   2    6400  37.6462 35:07:13 -3.59227897499E+05 -3.58270964013E+05  0.06853  0.03286 -0.03786  0.07796 -0.03748  0.05081  0.16175 -0.11565 -0.20995 -0.09856 -0.08119 -0.12229 -0.10579 -0.10718 -0.17216 -0.16618 -0.14433 -0.14885
9   4   2   12800  29.7426 38:07:13 -3.62848805830E+05 -3.56845519749E+05  1.00000  0.29191  0.56879  0.38240 -0.10881  0.28238  0.43986 -0.11087  0.39431  0.00000 -0.20574 -0.90634 -0.19688 -0.90054 -0.22662 -0.20671 -0.80903 -0.47352
9   4   2   15000  30.6817 40:07:13 -3.57979451532E+05 -3.55995078018E+05  1.00000  0.38240  0.29191  0.56879 -0.11087  0.28238  0.43986 -0.10881  0.39431  0.00000 -0.19688 -0.20574 -0.90634 -0.80903 -0.22662 -0.20671 -0.90054 -0.47352
