K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   2   1       0   1.0000 28:54:11 -1.69383849346E+05 -1.69383849346E+05  0.00192  0.00067  0.00104 -0.00546  0.00644 -0.14546 -0.17154 -0.15439 -0.18414 -0.17938
5   2   1     100   1.9802 28:54:11 -1.69333033197E+05 -1.69333033197E+05  0.00192  0.00067  0.00104 -0.00546  0.00644 -0.14546 -0.17154 -0.15439 -0.18414 -0.17938
5   2   1     200  29.7030 28:54:11 -1.68651938045E+05 -1.67744536057E+05  0.00104  0.00067  0.00192  0.00644 -0.00546 -0.15439 -0.17154 -0.14546 -0.17938 -0.18414
5   2   1     400  43.2836 28:54:11 -1.66920252594E+05 -1.66555771842E+05  0.00067 -0.00546  0.00644  0.00192  0.00104 -0.17154 -0.18414 -0.17938 -0.14546 -0.15439
5   2   1     800  43.5162 28:54:11 -1.65256087472E+05 -1.62618410087E+05  0.00192  0.00644 -0.00546  0.00067  0.00104 -0.14546 -0.17938 -0.18414 -0.17154 -0.15439
5   2   1    1600  45.5056 28:54:11 -1.63464911152E+05 -1.62080900827E+05  0.00192  0.00067 -0.00546  0.00644  0.00104 -0.14546 -0.17154 -0.18414 -0.17938 -0.15439
5   2   1    3200  47.8451 28:54:11 -1.63626932025E+05 -1.61829182558E+05 -0.00546  0.00192  0.00644  0.00104  0.00067 -0.18414 -0.14546 -0.17938 -0.15439 -0.17154
5   2   2    6400  43.1686 28:54:11 -1.62978947215E+05 -1.61216270722E+05  0.08362  0.00281  0.00427  0.02494  0.28012 -0.31439 -0.14375 -0.21251 -0.12116 -0.75006
5   2   3   12800  43.3612 28:54:11 -1.64190713403E+05 -1.60588493009E+05  0.00697  0.07176  0.02395 -0.00970  0.27910 -0.12270 -0.37655 -0.13459 -0.18514 -0.75006
5   2   5   25600  35.2273 29:54:11 -1.62781440093E+05 -1.60145080694E+05  0.01052  0.01551  0.00903  0.33261  0.27665 -0.13003 -0.11825 -0.24928 -0.89373 -0.75006
5   2   6   40000  28.1385 30:54:11 -1.60157320644E+05 -1.59628636892E+05 -0.01298  0.02764  0.04111  0.33285  0.27691 -0.15917 -0.10839 -0.27590 -0.89373 -0.75006
5   2   6   51200  21.9043 30:54:11 -1.60757290120E+05 -1.59461483794E+05  0.02394  0.04620 -0.02172  0.33280  0.27685 -0.11840 -0.26129 -0.17204 -0.89373 -0.75006
5   2   8   80000  17.2026 32:54:11 -1.60076580636E+05 -1.59145719728E+05 -0.01316  0.02088  0.01248  0.33430  0.27848 -0.03518 -0.24851 -0.13902 -0.89373 -0.75006
5   2  10  102400   9.4399 33:54:11 -1.59465295900E+05 -1.59145719728E+05  0.01798  0.03976  0.01919  0.33400  0.27816 -0.09511 -0.27500 -0.17430 -0.89373 -0.75006
5   2  11  109711   5.1000 33:54:11 -1.59198884102E+05 -1.59145719728E+05  0.03110  0.02701  0.01402  0.33323  0.27732 -0.08892 -0.26785 -0.15930 -0.89373 -0.75006
5   2  12  118257   3.1000 34:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03025  0.03185  0.01871  0.33367  0.27781 -0.09191 -0.26637 -0.17430 -0.89373 -0.75006
5   2  12  120000   4.1395 34:54:11 -1.59182404529E+05 -1.59145719728E+05  0.02497  0.01746  0.02514  0.33351  0.27763 -0.09085 -0.25760 -0.15841 -0.89373 -0.75006
5   2  13  132069   1.9000 34:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03733  0.03544  0.01395  0.33342  0.27753 -0.08717 -0.26756 -0.17262 -0.89373 -0.75006
5   2  14  140365   1.7000 35:54:11 -1.59166399565E+05 -1.59145719728E+05  0.03733  0.03544  0.01395  0.33342  0.27753 -0.08717 -0.26756 -0.17262 -0.89373 -0.75006
5   2  15  154175   1.7000 35:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03900  0.02580  0.01741  0.33320  0.27729 -0.07838 -0.25707 -0.16966 -0.89373 -0.75006
5   2  15  156000   2.1370 36:54:11 -1.59178422283E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   2  16  163573   1.5000 36:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03007  0.03912  0.01415  0.33355  0.27767 -0.09191 -0.27500 -0.17262 -0.89373 -0.75006
5   2  18  187949   1.0000 37:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   2  18  196000   1.1421 38:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   2  19  201691   1.4000 38:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   2 200  212831   0.0000 39:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03729  0.03212  0.01535  0.33339  0.27749 -0.08717 -0.26374 -0.17140 -0.89373 -0.75006
