K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   4   1       0   1.0000 47:50:11 -1.65823160871E+05 -1.65823160871E+05  0.01321 -0.00085 -0.00296 -0.17732 -0.16345 -0.16734
3   4   1     100   6.6038 47:50:11 -1.65514728955E+05 -1.65514728955E+05  0.01321 -0.00085 -0.00296 -0.17732 -0.16345 -0.16734
3   4   1     200  29.1262 47:50:11 -1.64379623685E+05 -1.64323870021E+05  0.01321 -0.00085 -0.00296 -0.17732 -0.16345 -0.16734
3   4   1     400  33.0049 47:50:11 -1.62848785795E+05 -1.62379879521E+05 -0.00296 -0.00085  0.01321 -0.16734 -0.16345 -0.17732
3   4   1     800  40.4467 48:50:11 -1.63755857846E+05 -1.62379879521E+05 -0.00296  0.01321 -0.00085 -0.16734 -0.17732 -0.16345
3   4   1    1600  44.6451 48:50:11 -1.63093981162E+05 -1.60931492975E+05 -0.00296 -0.00085  0.01321 -0.16734 -0.16345 -0.17732
3   4   1    3200  45.3837 48:50:11 -1.63435167350E+05 -1.60647104609E+05  0.09462  0.02569 -0.01972 -0.29848 -0.12242 -0.17683
3   4   2    6400  35.7424 48:50:11 -1.59756567294E+05 -1.59730589965E+05 -0.00868  0.01208  0.11027 -0.19204 -0.10631 -0.42466
3   4   3   12800  31.4007 48:50:11 -1.60175028504E+05 -1.59280444477E+05 -0.01061 -0.02549  0.19629 -0.16228 -0.11959 -0.56022
3   4   5   24000  19.7240 49:50:11 -1.61171294675E+05 -1.59041108082E+05 -0.03702 -0.00283  0.29424 -0.17878 -0.12272 -0.78062
3   4   5   25600  20.5730 49:50:11 -1.60674214221E+05 -1.59041108082E+05 -0.03702 -0.00283  0.29424 -0.17878 -0.12272 -0.78062
3   4  10   51200   4.3478 50:50:11 -1.59079936436E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   4  12   60000   2.9046 51:50:11 -1.58929858411E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  18   92000   1.6679 53:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   4  21  102400   1.4493 53:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   4  21  102942   1.9000 53:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  22  107808   0.8000 54:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  23  112610   1.2000 54:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  24  117403   1.9000 54:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00607  0.02096  0.27075 -0.13377 -0.27027 -0.75006
3   4  24  120000   1.3202 55:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   4  25  122230   0.7000 55:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  27  131848   1.0000 55:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  28  136683   0.7000 56:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   4  29  141449   0.7000 56:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  30  146204   0.8000 56:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  30  148000   0.7774 57:50:11 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  31  150980   1.0000 57:50:11 -1.58928625367E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   4  32  155719   0.4000 57:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  33  160467   0.2000 57:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4  34  165205   0.3000 58:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   4 200  169915   0.0000 58:50:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
