K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   8   1       0   1.0000 13:03:12 -1.72659360967E+05 -1.72659360967E+05  0.00513  0.00352 -0.00167 -0.00402 -0.00479 -0.00520  0.00115 -0.10424 -0.13221 -0.16401 -0.15940 -0.16534 -0.19143 -0.24120
7   8   1     100   1.9417 13:03:12 -1.72290771466E+05 -1.72290771466E+05  0.00513  0.00352 -0.00167 -0.00479 -0.00402 -0.00520  0.00115 -0.10424 -0.13221 -0.16401 -0.16534 -0.15940 -0.19143 -0.24120
7   8   1     200  24.3902 13:03:12 -1.69181210981E+05 -1.68922028794E+05  0.00513 -0.00479 -0.00520 -0.00402 -0.00167  0.00352  0.00115 -0.10424 -0.16534 -0.19143 -0.15940 -0.16401 -0.13221 -0.24120
7   8   1     400  39.2593 13:03:12 -1.66478185443E+05 -1.66416190559E+05 -0.00167 -0.00479  0.00352 -0.00520 -0.00402  0.00115  0.00513 -0.16401 -0.16534 -0.13221 -0.19143 -0.15940 -0.24120 -0.10424
7   8   1     800  40.0000 13:03:12 -1.66328306483E+05 -1.65427817054E+05 -0.00479 -0.00402 -0.00520  0.00115  0.00352 -0.00167  0.00513 -0.16534 -0.15940 -0.19143 -0.24120 -0.13221 -0.16401 -0.10424
7   8   1    1600  38.8162 13:03:12 -1.66129485344E+05 -1.64790773659E+05 -0.00402 -0.00520 -0.00479 -0.00167  0.00115  0.00352  0.00513 -0.15940 -0.19143 -0.16534 -0.16401 -0.24120 -0.13221 -0.10424
7   8   1    3200  44.9298 13:03:12 -1.68323388969E+05 -1.63744000771E+05 -0.00402 -0.00167 -0.00520  0.00115  0.00352 -0.00479  0.00513 -0.15940 -0.16401 -0.19143 -0.24120 -0.13221 -0.16534 -0.10424
7   8   3    6400  35.5372 13:03:12 -1.64003958089E+05 -1.63743911949E+05 -0.00402  0.00115 -0.00520  0.00513  0.00352 -0.00479 -0.00167 -0.15940 -0.24120 -0.19143 -0.10424 -0.13221 -0.16534 -0.16401
7   8   3   12800  39.7605 13:03:12 -1.66396269177E+05 -1.63743911949E+05  1.00000 -0.01002 -0.00654  0.32813  0.27179  1.00000  0.04644  0.00000 -0.16711 -0.17981 -0.89373 -0.75006  0.00000 -0.10029
7   8   4   25600  33.6081 14:03:12 -1.65749184279E+05 -1.63038364578E+05  1.00000  0.00070  0.00099  0.32733  0.27093  0.35293  1.00000  0.00000 -0.22698 -0.11732 -0.89373 -0.75006 -0.81087  0.00000
7   8   5   44000  25.0432 15:03:12 -1.64727563533E+05 -1.62229067202E+05  1.00000 -0.00763  0.32674  0.27028  0.35235  1.00000  0.00573  0.00000 -0.15778 -0.89373 -0.75006 -0.81087  0.00000 -0.18041
7   8   7   84000  14.6585 17:03:12 -1.62698959825E+05 -1.62154403796E+05  0.00465  0.01079  0.02554  0.33228  0.27629  0.35768  1.00000 -0.13850 -0.17557 -0.24576 -0.89373 -0.75006 -0.81087  0.00000
7   8   8  106768   9.1000 18:03:12 -1.62609655446E+05 -1.61533426038E+05  0.00599  0.02978  0.14307  0.00397  0.33588  0.28020  0.36115 -0.14774 -0.23286 -0.26293 -0.15554 -0.89373 -0.75006 -0.81087
7   8   8  124000  12.1586 19:03:12 -1.63173797690E+05 -1.61533426038E+05  0.14344  0.02014  0.02733  0.01981  0.33617  0.28051  0.36143 -0.26293 -0.12404 -0.24876 -0.15649 -0.89373 -0.75006 -0.81087
7   8   9  135576   7.5000 19:03:12 -1.62267530509E+05 -1.61511134236E+05  0.01899  0.02447  0.14213  0.05926  0.33515  0.27941  0.36045 -0.16536 -0.25774 -0.26293 -0.08061 -0.89373 -0.75006 -0.81087
7   8  10  164000  14.4058 21:03:12 -1.62074479767E+05 -1.61242850447E+05  0.05361  0.04382  0.14824  0.02642  0.33989  0.28454  0.11039 -0.10642 -0.26570 -0.26293 -0.14972 -0.89373 -0.75006 -0.41050
7   8  10  164153  14.6000 21:03:12 -1.62101985464E+05 -1.61242850447E+05  0.05361  0.04382  0.02642  0.14824  0.33989  0.28454  0.11039 -0.10642 -0.26570 -0.14972 -0.26293 -0.89373 -0.75006 -0.41050
7   8  11  187337   3.2000 22:03:12 -1.61882294857E+05 -1.61242850447E+05  0.04266  0.03397  0.03345  0.21695  0.33711  0.28153  0.09002 -0.08717 -0.25989 -0.16930 -0.65932 -0.89373 -0.75006 -0.26475
7   8  11  204000   5.2343 23:03:12 -1.61850469352E+05 -1.61154150341E+05  0.05153  0.01793  0.14196  0.02617  0.33502  0.27926  0.36032 -0.09687 -0.23736 -0.26293 -0.16441 -0.89373 -0.75006 -0.81087
7   8  13  228725   4.6000 24:03:12 -1.61701146711E+05 -1.61154150341E+05  0.05912  0.03302  0.10308  0.14598  0.03021  0.33814  0.28264 -0.09251 -0.25707 -0.30726 -0.26293 -0.17266 -0.89373 -0.75006
7   8  13  240000   4.1209 25:03:12 -1.61339169278E+05 -1.61154150341E+05  0.05879  0.03268  0.06629  0.14568  0.01450  0.33791  0.28239 -0.09251 -0.25707 -0.15562 -0.26293 -0.23986 -0.89373 -0.75006
7   8  14  251281   2.8000 25:03:12 -1.61245488541E+05 -1.61154150341E+05  0.05948  0.03339  0.14631  0.08769  0.03439  0.33839  0.28292 -0.09251 -0.25707 -0.26293 -0.34237 -0.16517 -0.89373 -0.75006
7   8  15  268534   1.1000 26:03:12 -1.61533426038E+05 -1.61154150341E+05  0.05919  0.04084  0.14206  0.01307  0.33510  0.27935  0.36040 -0.08061 -0.27230 -0.26293 -0.16926 -0.89373 -0.75006 -0.81087
7   8  15  280000   2.0201 27:03:12 -1.61511134236E+05 -1.61154150341E+05  0.05524  0.02903  0.14246  0.02519  0.33541  0.27968  0.36070 -0.09251 -0.25707 -0.26293 -0.17478 -0.89373 -0.75006 -0.81087
7   8  16  290534   2.1000 27:03:12 -1.61183282534E+05 -1.61154150341E+05  0.03462  0.03949  0.14350  0.02428  0.33622  0.28056  0.36148 -0.09519 -0.26756 -0.26293 -0.17577 -0.89373 -0.75006 -0.81087
7   8  17  310731   0.6000 28:03:12 -1.61288844486E+05 -1.61154150341E+05  0.04031  0.03115 -0.00977  0.06793  0.33548  0.27976  0.36076 -0.08717 -0.25619 -0.22588 -0.15782 -0.89373 -0.75006 -0.81087
7   8  17  320000   1.1191 29:03:12 -1.61154150341E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  18  333033   0.4000 29:03:12 -1.61154150341E+05 -1.61154150341E+05  0.04099  0.03584 -0.00910  0.05822  0.33595  0.28027  0.36122 -0.08717 -0.26374 -0.23743 -0.15539 -0.89373 -0.75006 -0.81087
7   8  19  355317   0.5000 30:03:12 -1.61232224066E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  20  363833   0.5000 31:03:12 -1.61154150341E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  20  364000   0.5025 31:03:12 -1.61192999688E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  22  408000   0.6993 33:03:12 -1.61177500528E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  22  408727   0.5000 33:03:12 -1.61183282534E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  23  420236   0.4000 33:03:12 -1.61214185330E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  24  442890   0.1000 34:03:12 -1.61154150341E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
7   8  25  443759   0.2000 34:03:12 -1.61154150341E+05 -1.61154150341E+05  0.03993  0.02875  0.00290  0.06250  0.33522  0.27948  0.36052 -0.08717 -0.25707 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
