K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fst8     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7     Fis8
8  10   1       0   1.0000 50:09:12 -1.73598169743E+05 -1.73598169743E+05  0.01008  0.00082  0.00078 -0.00550 -0.02019  0.01384  0.00175  0.02543 -0.15886 -0.12761 -0.14752 -0.17411 -0.18770 -0.22105 -0.17169 -0.15961
8  10   1     100   0.0000 50:09:12 -1.73598169743E+05 -1.73598169743E+05  0.01008  0.00082  0.00078 -0.00550 -0.02019  0.01384  0.00175  0.02543 -0.15886 -0.12761 -0.14752 -0.17411 -0.18770 -0.22105 -0.17169 -0.15961
8  10   1     200  30.2439 50:09:12 -1.68447548137E+05 -1.68447548137E+05 -0.00550  0.00078 -0.02019  0.02543  0.00175  0.01008  0.01384  0.00082 -0.17411 -0.14752 -0.18770 -0.15961 -0.17169 -0.15886 -0.22105 -0.12761
8  10   1     400  39.0123 50:09:12 -1.67378746910E+05 -1.66658460181E+05 -0.00550  0.00082  0.02543  0.00078  0.01008  0.01384 -0.02019  0.00175 -0.17411 -0.12761 -0.15961 -0.14752 -0.15886 -0.22105 -0.18770 -0.17169
8  10   1     800  40.2484 50:09:12 -1.67101756397E+05 -1.65710540050E+05  0.02543  0.00175  0.00082 -0.00550  0.00078  0.01008  0.01384 -0.02019 -0.15961 -0.17169 -0.12761 -0.17411 -0.14752 -0.15886 -0.22105 -0.18770
8  10   1    1600  45.1090 50:09:12 -1.68679715368E+05 -1.65710540050E+05 -0.00550  0.00175  0.01008  0.00082  0.01384 -0.02019  0.02543  0.00078 -0.17411 -0.17169 -0.15886 -0.12761 -0.22105 -0.18770 -0.15961 -0.14752
8  10   2    3200  47.5949 50:09:12 -1.66385811595E+05 -1.65404522225E+05  0.00078  0.01008 -0.02019  0.00175  0.02543  0.01384 -0.00550  0.00082 -0.14752 -0.15886 -0.18770 -0.17169 -0.15961 -0.22105 -0.17411 -0.12761
8  10   2    6400  42.4311 50:09:12 -1.66035520631E+05 -1.64545848726E+05  0.00078  0.00082  0.00175 -0.00550 -0.02019  0.02543  0.01384  0.01008 -0.14752 -0.12761 -0.17169 -0.17411 -0.18770 -0.15961 -0.22105 -0.15886
8  10   4   12800  50.0000 50:09:12 -1.67598268768E+05 -1.64353916975E+05  0.06716  1.00000  0.33034  0.27419 -0.00866  0.01371 -0.01452  0.35582 -0.12729  0.00000 -0.89373 -0.75006 -0.14202 -0.07261 -0.18632 -0.81087
8  10   4   25600  29.1948 51:09:12 -1.65313265433E+05 -1.64353916975E+05  1.00000  1.00000  1.00000  0.32710  0.27068  1.00000 -0.01065 -0.01155  0.00000  0.00000  0.00000 -0.89373 -0.75006  0.00000 -0.19687 -0.13248
8  10   4   36000  28.3063 52:09:12 -1.66785311158E+05 -1.64353916975E+05  0.01051  1.00000  1.00000  0.32656  0.27010  1.00000 -0.00578  1.00000 -0.22948  0.00000  0.00000 -0.89373 -0.75006  0.00000 -0.14382  0.00000
8  10   5   51200  19.8082 52:09:12 -1.65934493413E+05 -1.64046873326E+05  0.01159  0.02384  0.09298  0.33579  0.28010  0.12268  1.00000 -0.03242 -0.13648 -0.25492 -0.05683 -0.89373 -0.75006 -0.31614  0.00000 -0.05358
8  10   5   80000  21.6319 54:09:12 -1.65312668132E+05 -1.63582864246E+05  1.00000  1.00000  0.35382 -0.00536  0.32826  0.27194  0.00670  0.03290  0.00000  0.00000 -0.81087 -0.13973 -0.89373 -0.75006 -0.23873 -0.13015
8  10   6  102400  15.2570 55:09:12 -1.64761191713E+05 -1.63459985631E+05  1.00000  0.03956  0.04897  0.14357  0.33627  0.28061  0.36152  0.00297  0.00000 -0.26756 -0.18263 -0.26293 -0.89373 -0.75006 -0.81087 -0.13323
8  10   6  124000  15.9111 56:09:12 -1.64474810559E+05 -1.63223235736E+05  1.00000  0.02400  0.07251  0.14388  0.02111  0.33651  0.28088  0.36176  0.00000 -0.24411 -0.34435 -0.26293 -0.13262 -0.89373 -0.75006 -0.81087
8  10   7  126866  11.6000 56:09:12 -1.64973620662E+05 -1.63223235736E+05  0.02400  0.14388  0.07251  1.00000  0.33651  0.28088  0.36176  0.02111 -0.24411 -0.26293 -0.34435  0.00000 -0.89373 -0.75006 -0.81087 -0.13262
8  10   8  154338  14.0000 57:09:12 -1.63363963471E+05 -1.63093491622E+05  0.03185  0.07074  0.06894 -0.00038 -0.00777  0.33836  0.28289  0.36354 -0.14805 -0.31408 -0.10267 -0.18744 -0.16296 -0.89373 -0.75006 -0.81087
8  10   8  168000  11.3070 58:09:12 -1.63728684224E+05 -1.62978236957E+05  1.00000  0.01516  0.02017  1.00000  0.33220  0.27621  0.35761  0.01582  0.00000 -0.24141 -0.06182  0.00000 -0.89373 -0.75006 -0.81087 -0.18218
8  10   9  191798   6.6000 59:09:12 -1.63051966282E+05 -1.62872004011E+05  0.02937  0.02565  0.00339  1.00000  1.00000  0.33132  0.27525  0.35676 -0.14835 -0.26302 -0.13563  0.00000  0.00000 -0.89373 -0.75006 -0.81087
8  10   9  208000   9.5930 00:10:12 -1.62630385316E+05 -1.62630385316E+05  0.03401  0.03883  0.00570  0.06667  0.14581  0.33801  0.28250  0.36320 -0.12675 -0.26374 -0.26570 -0.07327 -0.26293 -0.89373 -0.75006 -0.81087
8  10  10  228844  10.7000 01:10:12 -1.63273085726E+05 -1.62572375923E+05  0.05681  0.02611  0.14388  0.02979  0.03495  0.33651  0.28088  0.36176 -0.09251 -0.26112 -0.26293 -0.20917 -0.15805 -0.89373 -0.75006 -0.81087
8  10  10  248000   9.6542 02:10:12 -1.63516974697E+05 -1.62572375923E+05  0.04431  0.03663  0.06118  0.03131 -0.01207  0.33649  0.28086  0.36174 -0.08116 -0.26374 -0.20221 -0.17063 -0.19067 -0.89373 -0.75006 -0.81087
8  10  11  266221   5.5000 02:10:12 -1.62654632441E+05 -1.62466951131E+05  0.05488  1.00000  0.14214  0.03469  0.02483  0.33516  0.27941  0.36045 -0.09251  0.00000 -0.26293 -0.26374 -0.17478 -0.89373 -0.75006 -0.81087
8  10  12  290760   6.9000 04:10:12 -1.62964529850E+05 -1.62466951131E+05  0.03097  0.02749  1.00000  0.00923  0.02573  0.33522  0.27948  0.36051 -0.08633 -0.25554  0.00000 -0.08732 -0.17707 -0.89373 -0.75006 -0.81087
8  10  12  292000   5.0185 04:10:12 -1.62998367211E+05 -1.62466951131E+05  0.03097  0.02749  1.00000  0.00923  0.02573  0.33522  0.27948  0.36051 -0.08633 -0.25554  0.00000 -0.08732 -0.17707 -0.89373 -0.75006 -0.81087
8  10  13  323385   2.3000 05:10:12 -1.62505800478E+05 -1.62466918373E+05  0.03824  0.03335 -0.00022  0.14628  0.06694  0.33837  0.28289  0.36354 -0.10036 -0.25707 -0.28912 -0.26293 -0.15562 -0.89373 -0.75006 -0.81087
8  10  13  332000   3.0166 06:10:12 -1.62913663696E+05 -1.62466918373E+05  0.05940  0.03931  0.14624  0.03636  0.00280  0.33834  0.28286  0.36351 -0.09251 -0.26374 -0.26293 -0.15562 -0.23951 -0.89373 -0.75006 -0.81087
8  10  14  347305   1.7000 06:10:12 -1.62543478186E+05 -1.62466918373E+05  0.05799  0.03185  0.14495  0.00608  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.26293 -0.24574 -0.15562 -0.89373 -0.75006 -0.81087
8  10  15  355905   5.0000 07:10:12 -1.62813136718E+05 -1.62466918373E+05  0.05799  0.03185  0.00608  0.14495  0.06550  0.33734  0.28178  0.36256 -0.09251 -0.25707 -0.24574 -0.26293 -0.15562 -0.89373 -0.75006 -0.81087
