K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   8   1       0   1.0000 41:53:11 -1.68051231678E+05 -1.68051231678E+05  0.01557  0.00037 -0.01186 -0.00693 -0.11795 -0.17038 -0.19292 -0.17423
4   8   1     100   1.9802 41:53:11 -1.67790976028E+05 -1.67790976028E+05  0.01557  0.00037 -0.01186 -0.00693 -0.11795 -0.17038 -0.19292 -0.17423
4   8   1     200  30.5419 41:53:11 -1.64897543160E+05 -1.64897543160E+05 -0.00693  0.00037 -0.01186  0.01557 -0.17423 -0.17038 -0.19292 -0.11795
4   8   1     400  32.5062 41:53:11 -1.62840166770E+05 -1.62735510094E+05 -0.01186  0.00037  0.01557 -0.00693 -0.19292 -0.17038 -0.11795 -0.17423
4   8   1     800  30.1370 41:53:11 -1.61838088923E+05 -1.61180594849E+05  0.01557 -0.01186  0.00037 -0.00693 -0.11795 -0.19292 -0.17038 -0.17423
4   8   1    1600  35.8079 41:53:11 -1.63928684786E+05 -1.60356289580E+05  0.00037  0.01557 -0.01186 -0.00693 -0.17038 -0.11795 -0.19292 -0.17423
4   8   1    3200  40.7431 41:53:11 -1.62995644126E+05 -1.60356289580E+05  0.00486 -0.01504 -0.00665  0.21307 -0.09351 -0.17538 -0.16611 -0.55358
4   8   3    6400  44.7858 41:53:11 -1.63715807344E+05 -1.60356289580E+05  0.01856  0.00903  0.21285  0.01219 -0.21685 -0.26069 -0.58330 -0.12440
4   8   4   12800  37.5790 42:53:11 -1.62663216642E+05 -1.59217612751E+05 -0.00487  0.00874  0.20175  0.02756 -0.17423 -0.19787 -0.57168 -0.15480
4   8   5   24000  32.4305 43:53:11 -1.61264940145E+05 -1.59139846324E+05 -0.00476 -0.01514  0.32724  0.27083 -0.09996 -0.16914 -0.89373 -0.75006
4   8   6   25600  31.4815 43:53:11 -1.61014841653E+05 -1.59139846324E+05 -0.01514 -0.00476  0.32724  0.27083 -0.16914 -0.09996 -0.89373 -0.75006
4   8   8   51200  12.0684 44:53:11 -1.59879484626E+05 -1.58718385687E+05 -0.00292  0.01186  0.32690  0.27046 -0.14831 -0.22097 -0.89373 -0.75006
4   8   8   52000  12.2546 45:53:11 -1.59669486148E+05 -1.58718385687E+05 -0.00292  0.01186  0.32690  0.27046 -0.14831 -0.22097 -0.89373 -0.75006
4   8  12   84000   2.2571 47:53:11 -1.58746230254E+05 -1.58718385687E+05 -0.00343  0.01881  0.32663  0.27017 -0.13137 -0.26302 -0.89373 -0.75006
4   8  14  102400   2.8195 48:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   8  15  108282   1.7000 48:53:11 -1.58763711271E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   8  15  116000   2.1651 49:53:11 -1.58719703860E+05 -1.58718385687E+05 -0.00414  0.02026  0.32663  0.27017 -0.13500 -0.25695 -0.89373 -0.75006
4   8  16  116982   2.0000 49:53:11 -1.58746230254E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   8  17  125173   2.1000 49:53:11 -1.58848636924E+05 -1.58718385687E+05 -0.00192  0.01636  0.32674  0.27029 -0.13142 -0.25707 -0.89373 -0.75006
4   8  19  142536   1.7000 50:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   8  19  148000   1.7000 51:53:11 -1.58719703860E+05 -1.58718385687E+05 -0.00289  0.01888  0.32676  0.27031 -0.13343 -0.25989 -0.89373 -0.75006
4   8 200  149887   0.0000 51:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00192  0.01636  0.32674  0.27029 -0.13142 -0.25707 -0.89373 -0.75006
