K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fis1     Fis2     Fis3
3   9   1       0   1.0000 48:51:11 -1.66195817306E+05 -1.66195817306E+05  0.00073 -0.00134  0.00323 -0.13767 -0.18962 -0.17262
3   9   1     100   2.9412 48:51:11 -1.65887537087E+05 -1.65887537087E+05  0.00073  0.00323 -0.00134 -0.13767 -0.17262 -0.18962
3   9   1     200  21.5686 48:51:11 -1.63843242964E+05 -1.63674428975E+05  0.00073 -0.00134  0.00323 -0.13767 -0.18962 -0.17262
3   9   1     400  40.3465 48:51:11 -1.63042772426E+05 -1.63042772426E+05  0.00323  0.00073 -0.00134 -0.17262 -0.13767 -0.18962
3   9   1     800  40.1741 48:51:11 -1.63519809987E+05 -1.61633610489E+05 -0.00134  0.00073  0.00323 -0.18962 -0.13767 -0.17262
3   9   1    1600  42.4564 48:51:11 -1.61332119304E+05 -1.60732883324E+05  0.00073 -0.00134  0.00323 -0.13767 -0.18962 -0.17262
3   9   1    3200  41.6979 49:51:11 -1.62059901141E+05 -1.60732883324E+05 -0.01622  0.27069 -0.01154 -0.19136 -0.75006 -0.13940
3   9   2    6400  47.0862 49:51:11 -1.62576294646E+05 -1.60700494186E+05 -0.03477 -0.03740  0.32199 -0.16185 -0.14163 -0.82638
3   9   4   12800  30.0000 49:51:11 -1.61091127598E+05 -1.59565310296E+05 -0.02883  0.01224  0.29955 -0.15543 -0.24381 -0.78062
3   9   5   20000  36.3762 50:51:11 -1.61966541414E+05 -1.59565310296E+05 -0.01212 -0.01326  0.20331 -0.15100 -0.17065 -0.56159
3   9   6   25600  22.0752 50:51:11 -1.60936273959E+05 -1.58920194247E+05 -0.00535  0.00636  0.27057 -0.14102 -0.22808 -0.75006
3   9  10   51200   7.6377 51:51:11 -1.59456347252E+05 -1.58912581094E+05  0.00348 -0.00108  0.27080 -0.23852 -0.13424 -0.75006
3   9  11   56000   5.7024 52:51:11 -1.58995617894E+05 -1.58912581094E+05  0.00047  0.00339  0.27092 -0.12546 -0.25137 -0.75006
3   9  18   88000   1.3470 54:51:11 -1.58928625367E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   9  21  102400   1.4652 55:51:11 -1.58920194247E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   9  23  111770   1.8000 55:51:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  24  116612   1.8000 56:51:11 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  24  120000   1.5867 56:51:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  25  121488   1.9000 56:51:11 -1.58929858411E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   9  26  126293   1.4000 56:51:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  27  131128   0.7000 57:51:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  28  135856   0.9000 57:51:11 -1.58920194247E+05 -1.58912581094E+05 -0.00235  0.01449  0.27095 -0.13137 -0.26220 -0.75006
3   9  29  140000   1.3100 58:51:11 -1.58912581094E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   9  29  140610   0.9000 58:51:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  30  145410   1.6000 58:51:11 -1.58920194247E+05 -1.58912581094E+05 -0.00537  0.01894  0.27074 -0.13175 -0.26765 -0.75006
3   9  31  150133   0.4000 59:51:11 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  32  154870   0.2000 00:52:11 -1.58912581094E+05 -1.58912581094E+05 -0.00413  0.01644  0.27076 -0.13178 -0.26190 -0.75006
3   9  32  156000   0.5821 00:52:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  33  159639   0.5000 00:52:11 -1.58920194247E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  34  164375   0.2000 01:52:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9  35  165966   0.0000 01:52:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
3   9 200  165968   0.0000 01:52:11 -1.58912581094E+05 -1.58912581094E+05 -0.00108  0.01219  0.27090 -0.13142 -0.25695 -0.75006
