K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   9   1       0   1.0000 37:03:12 -1.72702941671E+05 -1.72702941671E+05  0.01749 -0.01054 -0.01217  0.00904  0.00179 -0.00873 -0.00437 -0.13784 -0.16947 -0.16460 -0.19233 -0.15391 -0.17723 -0.15300
7   9   1     100   1.0000 37:03:12 -1.72363476012E+05 -1.72363476012E+05  0.01749 -0.01054 -0.01217 -0.00873  0.00179 -0.00437  0.00904 -0.13784 -0.16947 -0.16460 -0.17723 -0.15391 -0.15300 -0.19233
7   9   1     200  34.1584 37:03:12 -1.70886810539E+05 -1.70361922951E+05  0.01749 -0.00873  0.00904 -0.00437  0.00179 -0.01054 -0.01217 -0.13784 -0.17723 -0.19233 -0.15300 -0.15391 -0.16947 -0.16460
7   9   1     400  42.5373 37:03:12 -1.66747949838E+05 -1.66747949838E+05 -0.00437 -0.00873 -0.01054 -0.01217  0.01749  0.00179  0.00904 -0.15300 -0.17723 -0.16947 -0.16460 -0.13784 -0.15391 -0.19233
7   9   1     800  42.7681 37:03:12 -1.66517385436E+05 -1.65677213540E+05 -0.01217  0.00179 -0.01054  0.01749  0.00904 -0.00437 -0.00873 -0.16460 -0.15391 -0.16947 -0.13784 -0.19233 -0.15300 -0.17723
7   9   1    1600  42.2597 37:03:12 -1.66610269351E+05 -1.65304873049E+05 -0.00437 -0.01217 -0.00873  0.01749  0.00179  0.00904 -0.01054 -0.15300 -0.16460 -0.17723 -0.13784 -0.15391 -0.19233 -0.16947
7   9   1    3200  45.8776 37:03:12 -1.66357146720E+05 -1.65304873049E+05 -0.00873  0.00179 -0.00437 -0.01217  0.00904  0.01749 -0.01054 -0.17723 -0.15391 -0.15300 -0.16460 -0.19233 -0.13784 -0.16947
7   9   2    6400  46.5219 37:03:12 -1.66629821719E+05 -1.64152089636E+05 -0.01054 -0.01217 -0.00873  0.00179  0.00904  0.01749 -0.00437 -0.16947 -0.16460 -0.17723 -0.15391 -0.19233 -0.13784 -0.15300
7   9   4   12800  38.0926 38:03:12 -1.65090133276E+05 -1.63716544690E+05 -0.02569  0.01655  1.00000  0.32464  0.26802  1.00000  1.00000 -0.18637 -0.10861  0.00000 -0.89373 -0.75006  0.00000  0.00000
7   9   4   25600  36.3725 38:03:12 -1.71117092173E+05 -1.63716544690E+05 -0.00389  1.00000  0.21596  1.00000  1.00000 -0.01487  1.00000 -0.13236  0.00000 -0.55444  0.00000  0.00000 -0.21393  0.00000
7   9   5   40000  30.8130 39:03:12 -1.64739657209E+05 -1.63440088261E+05  1.00000  1.00000 -0.00676  1.00000  0.27033  1.00000 -0.01027  0.00000  0.00000 -0.21124  0.00000 -0.75006  0.00000 -0.13343
