K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fis1     Fis2
2   8   1       0   1.0000 15:50:11 -1.64484874226E+05 -1.64484874226E+05  0.00339 -0.00274 -0.16102 -0.17095
2   8   1     100   0.0000 15:50:11 -1.64484874226E+05 -1.64484874226E+05  0.00339 -0.00274 -0.16102 -0.17095
2   8   1     200  16.0000 15:50:11 -1.62670499210E+05 -1.62543878843E+05  0.00339 -0.00274 -0.16102 -0.17095
2   8   1     400  31.2500 15:50:11 -1.62876531126E+05 -1.62530688816E+05  0.00339 -0.00274 -0.16102 -0.17095
2   8   1     800  36.8750 15:50:11 -1.63597228692E+05 -1.61433181283E+05 -0.00274  0.00339 -0.17095 -0.16102
2   8   1    1600  41.3750 15:50:11 -1.62743440525E+05 -1.61433181283E+05  0.01751 -0.00269 -0.19618 -0.16480
2   8   2    3200  62.5776 15:50:11 -1.63662098057E+05 -1.61433181283E+05  0.01173  0.00468 -0.23975 -0.15376
2   8   4    6400  35.3111 15:50:11 -1.62241813915E+05 -1.61255144145E+05  0.01837  0.01272 -0.15791 -0.21884
2   8   8   12800   0.0000 15:50:11 -1.59969693505E+05 -1.59969693505E+05 -0.05751  0.24311 -0.15719 -0.75006
2   8 200   23897   0.0000 15:50:11 -1.59969693505E+05 -1.59969693505E+05 -0.05751  0.24311 -0.15719 -0.75006
