K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   5   1       0   1.0000 15:55:11 -1.69618768371E+05 -1.69618768371E+05  0.00905  0.00150 -0.00223 -0.00973 -0.00414 -0.15744 -0.14000 -0.16973 -0.20001 -0.15540
5   5   1     100   0.0000 15:55:11 -1.69618768371E+05 -1.69618768371E+05  0.00905  0.00150 -0.00223 -0.00973 -0.00414 -0.15744 -0.14000 -0.16973 -0.20001 -0.15540
5   5   1     200  34.5000 15:55:11 -1.67844673644E+05 -1.67344174381E+05  0.00905 -0.00414 -0.00973 -0.00223  0.00150 -0.15744 -0.15540 -0.20001 -0.16973 -0.14000
5   5   1     400  36.0000 15:55:11 -1.63491991087E+05 -1.63282965659E+05  0.00150 -0.00973 -0.00223  0.00905 -0.00414 -0.14000 -0.20001 -0.16973 -0.15744 -0.15540
5   5   1     800  43.5000 15:55:11 -1.63307932357E+05 -1.62556348458E+05  0.00905 -0.00223  0.00150 -0.00414 -0.00973 -0.15744 -0.16973 -0.14000 -0.15540 -0.20001
5   5   1    1600  47.9375 15:55:11 -1.64047564207E+05 -1.62556348458E+05  0.00150 -0.00223 -0.00973  0.00905 -0.00414 -0.14000 -0.16973 -0.20001 -0.15744 -0.15540
5   5   1    3200  48.9062 15:55:11 -1.63535758025E+05 -1.61918704661E+05 -0.00973  0.00150  0.00905 -0.00223 -0.00414 -0.20001 -0.14000 -0.15744 -0.16973 -0.15540
5   5   1    6400  46.6562 15:55:11 -1.64122901907E+05 -1.61175781773E+05 -0.03532  0.02186  0.02734  0.19598  0.15190 -0.14653 -0.13147 -0.21724 -0.49617 -0.49424
5   5   4   12800  35.4167 15:55:11 -1.63391906010E+05 -1.60601006116E+05  1.00000 -0.01634  0.32701  0.27058 -0.01571  0.00000 -0.12861 -0.89373 -0.75006 -0.17959
5   5   5   25600  33.0007 16:55:11 -1.62036871189E+05 -1.60153800618E+05  0.01432  0.00555  0.33278  0.27684 -0.00949 -0.18816 -0.16612 -0.89373 -0.75006 -0.14757
5   5   6   44000  30.3383 17:55:11 -1.59990722649E+05 -1.59628747083E+05  0.00576  0.02443  0.02475  0.18714  0.27982 -0.11141 -0.24681 -0.15628 -0.49617 -0.75006
5   5   7   51200  24.4904 17:55:11 -1.62048888972E+05 -1.59623768277E+05  0.00508  0.02487  0.06167  0.33320  0.27729 -0.14571 -0.25508 -0.10267 -0.89373 -0.75006
5   5   9   80000  15.6958 19:55:11 -1.60236249269E+05 -1.59145719728E+05  0.03318  0.01997  0.00471  0.33404  0.27821 -0.15502 -0.24261 -0.12791 -0.89373 -0.75006
5   5  11  102400   6.7804 20:55:11 -1.60592092204E+05 -1.59145719728E+05  0.01430  0.02334  0.04007  0.33416  0.27834 -0.15298 -0.24901 -0.08799 -0.89373 -0.75006
5   5  12  115918   5.2000 20:55:11 -1.59367877315E+05 -1.59145719728E+05  0.03005  0.03541  0.01558  0.33354  0.27766 -0.09191 -0.27046 -0.17140 -0.89373 -0.75006
5   5  12  120000   5.3482 21:55:11 -1.59307487028E+05 -1.59145719728E+05  0.03005  0.03541  0.01558  0.33354  0.27766 -0.09191 -0.27046 -0.17140 -0.89373 -0.75006
5   5  13  124531   4.8000 21:55:11 -1.59309964163E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   5  15  147078   2.5000 22:55:11 -1.59302596415E+05 -1.59145719728E+05  0.03705  0.03220  0.01371  0.33344  0.27755 -0.08625 -0.26374 -0.16550 -0.89373 -0.75006
5   5  15  156000   2.1433 23:55:11 -1.59189369881E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   5  16  160893   1.8000 23:55:11 -1.59178422283E+05 -1.59145719728E+05  0.03729  0.03212  0.01535  0.33339  0.27749 -0.08717 -0.26374 -0.17140 -0.89373 -0.75006
5   5  18  192000   1.3589 25:55:11 -1.59233888220E+05 -1.59145719728E+05  0.03857  0.03190  0.01365  0.33323  0.27733 -0.08166 -0.26374 -0.16772 -0.89373 -0.75006
5   5  19  194756   1.5000 25:55:11 -1.59182404529E+05 -1.59145719728E+05  0.02289  0.03292  0.02099  0.33394  0.27809 -0.09077 -0.26374 -0.17335 -0.89373 -0.75006
5   5 200  220108   0.0000 26:55:11 -1.59145719728E+05 -1.59145719728E+05  0.01535  0.03212  0.03729  0.33339  0.27749 -0.17140 -0.26374 -0.08717 -0.89373 -0.75006
