K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fis1     Fis2     Fis3     Fis4
4   5   1       0   1.0000 54:52:11 -1.68392816794E+05 -1.68392816794E+05 -0.00258 -0.00884 -0.00473  0.00389 -0.14776 -0.16394 -0.17251 -0.16294
4   5   1     100   1.9802 54:52:11 -1.67893864231E+05 -1.67893864231E+05 -0.00258 -0.00473 -0.00884  0.00389 -0.14776 -0.17251 -0.16394 -0.16294
4   5   1     200  33.0049 54:52:11 -1.64514460974E+05 -1.64317651355E+05  0.00389 -0.00473 -0.00258 -0.00884 -0.16294 -0.17251 -0.14776 -0.16394
4   5   1     400  37.4690 54:52:11 -1.62969074279E+05 -1.62754882720E+05 -0.00884 -0.00473  0.00389 -0.00258 -0.16394 -0.17251 -0.16294 -0.14776
4   5   1     800  41.8431 54:52:11 -1.61992251758E+05 -1.61992251758E+05 -0.00473 -0.00884  0.00389 -0.00258 -0.17251 -0.16394 -0.16294 -0.14776
4   5   1    1600  40.7985 54:52:11 -1.62329376049E+05 -1.60283385497E+05  0.00389 -0.00473 -0.00884 -0.00258 -0.16294 -0.17251 -0.16394 -0.14776
4   5   2    3200  60.9756 54:52:11 -1.63515267578E+05 -1.60283385497E+05 -0.02622 -0.00500 -0.00764  0.27816 -0.08491 -0.03507 -0.16719 -0.75006
4   5   2    6400  39.9259 54:52:11 -1.61438923773E+05 -1.59903907331E+05 -0.00201 -0.00977  0.21538  0.20781 -0.18052 -0.14364 -0.58382 -0.56439
4   5   3   12800  34.9447 54:52:11 -1.61835983003E+05 -1.59607960025E+05  0.00534  0.00844  0.01704  0.20138 -0.09816 -0.14463 -0.23314 -0.56892
4   5   4   25600  28.1760 55:52:11 -1.63289110941E+05 -1.58898377631E+05  0.32690 -0.01077 -0.00921  0.27046 -0.89373 -0.17968 -0.13838 -0.75006
4   5   5   36000  25.6377 56:52:11 -1.61827533778E+05 -1.58877190269E+05  0.00543  0.00011  0.00787  0.27742 -0.10218 -0.20101 -0.14975 -0.75006
4   5   7   51200  14.2246 56:52:11 -1.59558672357E+05 -1.58719703860E+05 -0.00780 -0.00606  0.32691  0.27047 -0.18749 -0.14235 -0.89373 -0.75006
4   5   9   72000   6.3365 58:52:11 -1.59181271289E+05 -1.58718385687E+05 -0.00586  0.01805  0.32667  0.27022 -0.13193 -0.26665 -0.89373 -0.75006
4   5  13  102400   2.9221 59:52:11 -1.58849095838E+05 -1.58718385687E+05 -0.00940  0.02848  0.32617  0.26967 -0.13516 -0.27283 -0.89373 -0.75006
4   5  13  108000   2.8839 00:53:11 -1.58812637489E+05 -1.58718385687E+05 -0.00757  0.02797  0.32634  0.26985 -0.13533 -0.27006 -0.89373 -0.75006
4   5  14  109394   3.2000 00:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   5  15  118035   1.6000 00:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
4   5  16  126702   1.7000 01:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00305  0.01496  0.32676  0.27031 -0.13177 -0.25250 -0.89373 -0.75006
4   5  17  134938   1.2000 01:53:11 -1.58752789528E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5  17  140000   1.8034 02:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5  18  143612   1.2000 02:53:11 -1.58719703860E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5  19  152305   1.1000 02:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00289  0.01888  0.32676  0.27031 -0.13343 -0.25989 -0.89373 -0.75006
4   5  20  160500   2.0000 03:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00518  0.02208  0.32647  0.26999 -0.13178 -0.26374 -0.89373 -0.75006
4   5  21  169160   1.8000 03:53:11 -1.58719703860E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5  21  176000   1.4145 04:53:11 -1.58735722131E+05 -1.58718385687E+05 -0.00602  0.02534  0.32644  0.26997 -0.13384 -0.26756 -0.89373 -0.75006
4   5 200  185242   0.0000 04:53:11 -1.58718385687E+05 -1.58718385687E+05 -0.00744  0.02860  0.32625  0.26976 -0.13377 -0.27500 -0.89373 -0.75006
