K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   1   1       0   1.0000 14:54:11 -1.69501345794E+05 -1.69501345794E+05 -0.01017 -0.00231  0.00521 -0.01240  0.01878 -0.19269 -0.13246 -0.17323 -0.15765 -0.17040
5   1   1     100   2.9412 14:54:11 -1.69154789334E+05 -1.69154789334E+05 -0.01017 -0.00231  0.00521  0.01878 -0.01240 -0.19269 -0.13246 -0.17323 -0.17040 -0.15765
5   1   1     200  23.2673 14:54:11 -1.64897268640E+05 -1.64859779086E+05 -0.01017 -0.00231  0.00521  0.01878 -0.01240 -0.19269 -0.13246 -0.17323 -0.17040 -0.15765
5   1   1     400  25.0000 14:54:11 -1.63248856821E+05 -1.63248856821E+05 -0.01017  0.00521 -0.00231  0.01878 -0.01240 -0.19269 -0.17323 -0.13246 -0.17040 -0.15765
5   1   1     800  33.7065 14:54:11 -1.62804978270E+05 -1.61977823663E+05  0.01878  0.00521 -0.00231 -0.01240 -0.01017 -0.17040 -0.17323 -0.13246 -0.15765 -0.19269
5   1   1    1600  40.3367 14:54:11 -1.63642977595E+05 -1.61193243744E+05 -0.01017  0.01878 -0.00231 -0.01240  0.00521 -0.19269 -0.17040 -0.13246 -0.15765 -0.17323
5   1   1    3200  43.9451 14:54:11 -1.64621354306E+05 -1.61193243744E+05 -0.00231  0.00521 -0.01017 -0.01240  0.01878 -0.13246 -0.17323 -0.19269 -0.15765 -0.17040
5   1   3    6400  41.5033 14:54:11 -1.62354228272E+05 -1.61033864152E+05 -0.00728  0.00189  0.02480  0.28009  0.01278 -0.17291 -0.16065 -0.16265 -0.75006 -0.17562
5   1   3   12800  37.2233 15:54:11 -1.62008341174E+05 -1.60363217592E+05 -0.00461  0.02996  0.00575  0.33356  0.27768 -0.13310 -0.26176 -0.14973 -0.89373 -0.75006
5   1   4   25600  35.0519 16:54:11 -1.62040913767E+05 -1.59827273342E+05  0.00061 -0.00314  0.33272  0.27677  0.01689 -0.14275 -0.15837 -0.89373 -0.75006 -0.23961
5   1   5   28000  29.9213 16:54:11 -1.62032775798E+05 -1.59827273342E+05  0.01604  0.00131  0.01426  0.33326  0.27735 -0.15179 -0.13303 -0.22323 -0.89373 -0.75006
5   1   6   51200  21.8356 17:54:11 -1.61647825024E+05 -1.59456950715E+05  0.00392  0.01385 -0.00605  0.33319  0.27729 -0.15033 -0.22210 -0.10740 -0.89373 -0.75006
5   1   7   68000  17.3164 18:54:11 -1.60097246076E+05 -1.59250684739E+05  0.01273  0.03274  0.01969  0.33381  0.27795 -0.14778 -0.26374 -0.11551 -0.89373 -0.75006
5   1  11  102400   3.5370 19:54:11 -1.59166399565E+05 -1.59145719728E+05  0.02897  0.02924  0.00820  0.33354  0.27766 -0.08789 -0.24680 -0.16704 -0.89373 -0.75006
5   1  11  102457   3.5000 19:54:11 -1.59202232385E+05 -1.59145719728E+05  0.02897  0.02924  0.00820  0.33354  0.27766 -0.08789 -0.24680 -0.16704 -0.89373 -0.75006
5   1  11  108000   4.5152 20:54:11 -1.59275760672E+05 -1.59145719728E+05  0.03745  0.02870  0.01845  0.33350  0.27761 -0.08717 -0.25989 -0.17430 -0.89373 -0.75006
5   1  13  124655   3.7000 21:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03727  0.04220  0.00912  0.33338  0.27748 -0.08717 -0.27841 -0.17057 -0.89373 -0.75006
5   1  14  138357   2.1000 21:54:11 -1.59284033530E+05 -1.59145719728E+05  0.02795  0.03932  0.01220  0.33369  0.27782 -0.08765 -0.27500 -0.16375 -0.89373 -0.75006
5   1  14  144000   2.1206 22:54:11 -1.59310192050E+05 -1.59145719728E+05  0.02221  0.03292  0.01918  0.33394  0.27809 -0.08600 -0.26374 -0.16931 -0.89373 -0.75006
5   1  15  147436   2.4000 22:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03733  0.03544  0.01395  0.33342  0.27753 -0.08717 -0.26756 -0.17262 -0.89373 -0.75006
5   1  16  161266   1.3000 22:54:11 -1.59166399565E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   1  17  171215   1.8000 23:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03745  0.02870  0.01845  0.33350  0.27761 -0.08717 -0.25989 -0.17430 -0.89373 -0.75006
5   1  17  180000   1.5327 24:54:11 -1.59189369881E+05 -1.59145719728E+05  0.03729  0.03212  0.01535  0.33339  0.27749 -0.08717 -0.26374 -0.17140 -0.89373 -0.75006
5   1  19  196016   1.1000 24:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03745  0.02870  0.01845  0.33350  0.27761 -0.08717 -0.25989 -0.17430 -0.89373 -0.75006
5   1  20  209800   0.7000 25:54:11 -1.59166399565E+05 -1.59145719728E+05  0.03017  0.02899  0.02052  0.33362  0.27774 -0.09191 -0.26302 -0.17335 -0.89373 -0.75006
5   1  20  220000   1.0060 26:54:11 -1.59189369881E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   1 200  222182   0.0000 26:54:11 -1.59145719728E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
