K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fst6     Fst7     Fis1     Fis2     Fis3     Fis4     Fis5     Fis6     Fis7
7   5   1       0   1.0000 59:01:12 -1.72673104098E+05 -1.72673104098E+05 -0.00247 -0.01127  0.00787  0.01492 -0.00041 -0.01441  0.00008 -0.15636 -0.16554 -0.13946 -0.15747 -0.16008 -0.24270 -0.13242
7   5   1     100   2.9126 59:01:12 -1.72270046691E+05 -1.72270046691E+05 -0.00247 -0.01127  0.00787  0.01492 -0.00041 -0.01441  0.00008 -0.15636 -0.16554 -0.13946 -0.15747 -0.16008 -0.24270 -0.13242
7   5   1     200  22.6601 59:01:12 -1.67702119013E+05 -1.67702119013E+05 -0.00041  0.01492  0.00008 -0.01127 -0.01441 -0.00247  0.00787 -0.16008 -0.15747 -0.13242 -0.16554 -0.24270 -0.15636 -0.13946
7   5   1     400  28.2878 59:01:12 -1.65938244132E+05 -1.65001222634E+05 -0.00247  0.01492 -0.01127 -0.01441  0.00008 -0.00041  0.00787 -0.15636 -0.15747 -0.16554 -0.24270 -0.13242 -0.16008 -0.13946
7   5   1     800  33.4994 59:01:12 -1.65257197749E+05 -1.64160425286E+05  0.00008  0.01492 -0.00041 -0.01127 -0.01441  0.00787 -0.00247 -0.13242 -0.15747 -0.16008 -0.16554 -0.24270 -0.13946 -0.15636
7   5   1    1600  41.8590 59:01:12 -1.66264863431E+05 -1.64160425286E+05  0.01492  0.00787 -0.00041 -0.01127 -0.01441 -0.00247  0.00008 -0.15747 -0.13946 -0.16008 -0.16554 -0.24270 -0.15636 -0.13242
7   5   1    3200  45.3013 59:01:12 -1.65078447927E+05 -1.63787293693E+05 -0.00041  0.01492  0.00008 -0.01127  0.00787 -0.01441 -0.00247 -0.16008 -0.15747 -0.13242 -0.16554 -0.13946 -0.24270 -0.15636
7   5   2    6400  42.5667 59:01:12 -1.63808227845E+05 -1.63364051471E+05 -0.01127 -0.00041  0.01492  0.00008  0.00787 -0.00247 -0.01441 -0.16554 -0.16008 -0.15747 -0.13242 -0.13946 -0.15636 -0.24270
7   5   4   12800  35.7426 00:02:12 -1.65711047970E+05 -1.63364051471E+05 -0.01973  0.00041  0.02501  0.33794  0.28242  1.00000  0.00329 -0.15372 -0.14204 -0.23316 -0.89373 -0.75006  0.00000 -0.16309
7   5   5   25600  28.9893 00:02:12 -1.65045493115E+05 -1.62997177311E+05 -0.00216  0.00430  1.00000  0.32684  0.27040  1.00000  1.00000 -0.13009 -0.22478  0.00000 -0.89373 -0.75006  0.00000  0.00000
7   5   5   36000  28.3179 01:02:12 -1.63157468086E+05 -1.62784164585E+05 -0.00400 -0.00624  1.00000  0.32721  0.27080  0.35281  1.00000 -0.23563 -0.12349  0.00000 -0.89373 -0.75006 -0.81087  0.00000
7   5   6   51200  22.9865 01:02:12 -1.63326877432E+05 -1.62400496739E+05  1.00000  0.01643  0.01295  1.00000  0.33344  0.27756  0.01893  0.00000 -0.22599 -0.16521  0.00000 -0.89373 -0.75006 -0.10631
7   5   7   76000  15.1323 03:02:12 -1.62937284063E+05 -1.61814868667E+05  1.00000  0.01723  0.01216  0.01315  0.33381  0.27795  0.35916  0.00000 -0.13574 -0.14014 -0.23880 -0.89373 -0.75006 -0.81087
7   5   8  102400  11.8978 04:02:12 -1.62737550434E+05 -1.61708447971E+05  0.02576  0.02244  0.02688  0.33576  0.28007  0.14291  0.36104 -0.14638 -0.25994 -0.10548 -0.89373 -0.75006 -0.26293 -0.81087
7   5   9  119052  17.1000 05:02:12 -1.62908502125E+05 -1.61586313631E+05  0.03333  0.02359  0.14469  0.02429  0.33714  0.28156  0.14610 -0.10712 -0.23008 -0.26293 -0.16054 -0.89373 -0.75006 -0.35256
7   5   9  120000  12.6352 05:02:12 -1.61859708946E+05 -1.61586313631E+05  0.01700  0.03079  0.14173  0.05484  0.33485  0.27908  0.36016 -0.15907 -0.26302 -0.26293 -0.08768 -0.89373 -0.75006 -0.81087
7   5  11  158691   5.7000 07:02:12 -1.61554810959E+05 -1.61511134236E+05  0.00814  0.04115  0.02389  0.14385  0.33648  0.28085  0.36173 -0.11907 -0.27044 -0.16652 -0.26293 -0.89373 -0.75006 -0.81087
7   5  11  160000   6.4818 07:02:12 -1.61563558516E+05 -1.61511134236E+05  0.00814  0.04115  0.14385  0.02389  0.33648  0.28085  0.36173 -0.11907 -0.27044 -0.26293 -0.16652 -0.89373 -0.75006 -0.81087
7   5  12  200000   4.0156 09:02:12 -1.61533426038E+05 -1.61402085975E+05  0.06081  0.03780  0.01806  0.02595  0.33730  0.28173  0.36251 -0.08408 -0.26374 -0.15408 -0.17037 -0.89373 -0.75006 -0.81087
7   5  13  208081   3.5000 09:02:12 -1.61662038977E+05 -1.61402085975E+05  0.05525  0.02789  0.02336  0.14246  0.33541  0.27969  0.36070 -0.09251 -0.26193 -0.16681 -0.26293 -0.89373 -0.75006 -0.81087
7   5  14  236000   2.8042 11:02:12 -1.61533426038E+05 -1.61245488541E+05  0.01943  0.03086  0.14408  0.02924  0.33666  0.28104  0.36190 -0.11535 -0.25707 -0.26293 -0.15626 -0.89373 -0.75006 -0.81087
7   5  15  253368   3.2000 12:02:12 -1.61719931540E+05 -1.61245488541E+05  0.05615  0.03254  0.02613  0.04951  0.33605  0.28038  0.36131 -0.09251 -0.26302 -0.17478 -0.16884 -0.89373 -0.75006 -0.81087
7   5  16  275356   2.7000 13:02:12 -1.61676926765E+05 -1.61245488541E+05  0.05967  0.04283  0.05563  0.14648  0.33853  0.28306  0.00471 -0.09251 -0.26756 -0.15690 -0.26293 -0.89373 -0.75006 -0.23300
7   5  16  276000   2.6107 13:02:12 -1.61510704403E+05 -1.61245488541E+05  0.05967  0.04283  0.14648  0.00471  0.05563  0.33853  0.28306 -0.09251 -0.26756 -0.26293 -0.23300 -0.15690 -0.89373 -0.75006
7   5  17  302605   2.7000 14:02:12 -1.61447017916E+05 -1.61154150341E+05  0.04143  0.02875  0.06250  0.00009  0.33522  0.27948  0.36051 -0.08166 -0.25707 -0.15562 -0.22794 -0.89373 -0.75006 -0.81087
