K Run Tem Iterate    Move%     Time        CurrentLogL           BestLogL     Fst1     Fst2     Fst3     Fst4     Fst5     Fis1     Fis2     Fis3     Fis4     Fis5
5   7   1       0   1.0000 44:55:11 -1.69074541442E+05 -1.69074541442E+05  0.00830  0.01128  0.00414 -0.00794 -0.00264 -0.12378 -0.18050 -0.18180 -0.14998 -0.20854
5   7   1     100   3.7736 44:55:11 -1.68929114453E+05 -1.68890374848E+05 -0.00794  0.01128  0.00414  0.00830 -0.00264 -0.14998 -0.18050 -0.18180 -0.12378 -0.20854
5   7   1     200  26.5700 44:55:11 -1.66066835939E+05 -1.66066835939E+05  0.01128  0.00414 -0.00264  0.00830 -0.00794 -0.18050 -0.18180 -0.20854 -0.12378 -0.14998
5   7   1     400  28.5012 44:55:11 -1.63310420188E+05 -1.62981468322E+05  0.00830 -0.00794  0.00414 -0.00264  0.01128 -0.12378 -0.14998 -0.18180 -0.20854 -0.18050
5   7   1     800  30.3594 44:55:11 -1.63738060546E+05 -1.61989817317E+05  0.00414 -0.00794  0.00830 -0.00264  0.01128 -0.18180 -0.14998 -0.12378 -0.20854 -0.18050
5   7   1    1600  39.5146 44:55:11 -1.63257370963E+05 -1.61969790017E+05 -0.00794 -0.00264  0.00414  0.00830  0.01128 -0.14998 -0.20854 -0.18180 -0.12378 -0.18050
5   7   1    3200  45.4942 44:55:11 -1.65163581807E+05 -1.61969790017E+05 -0.00264 -0.00794  0.00414  0.01128  0.00830 -0.20854 -0.14998 -0.18180 -0.18050 -0.12378
5   7   3    6400  41.9847 44:55:11 -1.63044441425E+05 -1.61021691519E+05 -0.00179  0.00192  0.33339  0.03294  0.27750 -0.13108 -0.15341 -0.89373 -0.25169 -0.75006
5   7   3   12800  34.8153 44:55:11 -1.61929017998E+05 -1.60105060279E+05  0.01410  0.01117  0.33394  0.27809 -0.00315 -0.14086 -0.19176 -0.89373 -0.75006 -0.17552
5   7   4   25600  32.5042 45:55:11 -1.62485577339E+05 -1.60105060279E+05  0.00757 -0.00531  0.03121  0.19820  0.27936 -0.14504 -0.12433 -0.25063 -0.54579 -0.75006
5   7   5   40000  26.3323 46:55:11 -1.61235738341E+05 -1.59765796718E+05  0.01632  0.01157  0.03704  0.33310  0.27719 -0.24091 -0.13502 -0.17067 -0.89373 -0.75006
5   7   6   51200  19.1509 46:55:11 -1.59821817505E+05 -1.59375172752E+05  0.01563  0.02646 -0.00846  0.33582  0.28013 -0.14122 -0.24109 -0.14475 -0.89373 -0.75006
5   7   8   80000  15.2057 48:55:11 -1.60004836978E+05 -1.59145719728E+05 -0.00060  0.02804  0.01212  0.33370  0.27783 -0.12460 -0.24534 -0.15929 -0.89373 -0.75006
5   7  10  102400  12.4598 49:55:11 -1.59208220275E+05 -1.59145719728E+05 -0.00295  0.02402  0.06213  0.33029  0.27413 -0.13879 -0.25989 -0.13270 -0.89373 -0.75006
5   7  11  107773   4.2000 49:55:11 -1.59438183060E+05 -1.59145719728E+05  0.00657  0.02010  0.01882  0.33376  0.27789 -0.10184 -0.25193 -0.15056 -0.89373 -0.75006
5   7  12  116370   6.0000 49:55:11 -1.59419095681E+05 -1.59145719728E+05  0.03726  0.03792  0.01003  0.33337  0.27747 -0.08717 -0.27510 -0.16785 -0.89373 -0.75006
5   7  12  120000   3.7462 50:55:11 -1.59445123937E+05 -1.59145719728E+05  0.01778  0.02938  0.01969  0.33386  0.27800 -0.15988 -0.26935 -0.10136 -0.89373 -0.75006
5   7  13  130168   2.4000 50:55:11 -1.59260729826E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   7  14  138605   2.1000 51:55:11 -1.59198884102E+05 -1.59145719728E+05  0.03729  0.03212  0.01535  0.33339  0.27749 -0.08717 -0.26374 -0.17140 -0.89373 -0.75006
5   7  15  152455   2.3000 51:55:11 -1.59145719728E+05 -1.59145719728E+05  0.03724  0.02806  0.01581  0.33336  0.27746 -0.08717 -0.25619 -0.17110 -0.89373 -0.75006
5   7  15  156000   2.4399 52:55:11 -1.59182404529E+05 -1.59145719728E+05  0.03857  0.03190  0.01365  0.33323  0.27733 -0.08166 -0.26374 -0.16772 -0.89373 -0.75006
5   7  16  161777   0.7000 52:55:11 -1.59145719728E+05 -1.59145719728E+05  0.03729  0.03212  0.01535  0.33339  0.27749 -0.08717 -0.26374 -0.17140 -0.89373 -0.75006
5   7  17  175582   1.3000 53:55:11 -1.59166399565E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
5   7  18  186689   2.0000 53:55:11 -1.59178422283E+05 -1.59145719728E+05  0.03729  0.03212  0.01535  0.33339  0.27749 -0.08717 -0.26374 -0.17140 -0.89373 -0.75006
5   7  18  188000   1.4590 54:55:11 -1.59178314825E+05 -1.59145719728E+05  0.03729  0.03212  0.01535  0.33339  0.27749 -0.08717 -0.26374 -0.17140 -0.89373 -0.75006
5   7 200  211026   0.0000 55:55:11 -1.59145719728E+05 -1.59145719728E+05  0.03735  0.02614  0.02024  0.33343  0.27754 -0.08717 -0.25707 -0.17335 -0.89373 -0.75006
